DHB,Population,Date,Dose,Number,Total
Wairarapa,41427,2022-05-30,2,-4,39317
Wairarapa,41427,2022-05-30,3,3,26509
Nelson Marlborough,135743,2022-05-30,1,-2,130828
Nelson Marlborough,135743,2022-05-30,2,3,129217
Nelson Marlborough,135743,2022-05-30,3,16,88267
West Coast,27906,2022-05-30,1,-7,25835
West Coast,27906,2022-05-30,2,-7,25449
West Coast,27906,2022-05-30,3,-4,16857
Canterbury,482890,2022-05-30,1,-9,481754
Canterbury,482890,2022-05-30,2,-7,477602
Canterbury,482890,2022-05-30,3,71,330158
South Canterbury,52584,2022-05-30,1,-7,49692
South Canterbury,52584,2022-05-30,2,-7,49162
South Canterbury,52584,2022-05-30,3,-1,33914
Southern,288015,2022-05-30,1,26,283781
Southern,288015,2022-05-30,2,29,280807
Southern,288015,2022-05-30,3,75,191393
Northland,161320,2022-05-31,1,28,145263
Northland,161320,2022-05-31,2,21,141971
Northland,161320,2022-05-31,3,37,88513
Waitematā,526087,2022-05-31,1,-7,507678
Waitematā,526087,2022-05-31,2,-6,503060
Waitematā,526087,2022-05-31,3,95,333387
Auckland,423958,2022-05-31,1,-26,419976
Auckland,423958,2022-05-31,2,-28,416125
Auckland,423958,2022-05-31,3,65,286615
Counties Manukau,482773,2022-05-31,1,35,464443
Counties Manukau,482773,2022-05-31,2,20,458630
Counties Manukau,482773,2022-05-31,3,98,278722
Waikato,357176,2022-05-31,1,-21,339498
Waikato,357176,2022-05-31,2,-17,334248
Waikato,357176,2022-05-31,3,59,205052
Lakes,94419,2022-05-31,1,11,87761
Lakes,94419,2022-05-31,2,10,86092
Lakes,94419,2022-05-31,3,3,51988
Bay of Plenty,216941,2022-05-31,1,9,206293
Bay of Plenty,216941,2022-05-31,2,10,202673
Bay of Plenty,216941,2022-05-31,3,37,123167
Tairāwhiti,41965,2022-05-31,1,-4,38945
Tairāwhiti,41965,2022-05-31,2,-4,38030
Tairāwhiti,41965,2022-05-31,3,6,22675
Taranaki,102147,2022-05-31,1,4,96599
Taranaki,102147,2022-05-31,2,5,95225
Taranaki,102147,2022-05-31,3,22,59385
Hawke's Bay,145571,2022-05-31,1,4,141649
Hawke's Bay,145571,2022-05-31,2,4,139327
Hawke's Bay,145571,2022-05-31,3,34,89114
MidCentral,152302,2022-05-31,1,5,146684
MidCentral,152302,2022-05-31,2,8,144832
MidCentral,152302,2022-05-31,3,36,96063
Whanganui,57247,2022-05-31,1,13,52579
Whanganui,57247,2022-05-31,2,13,51728
Whanganui,57247,2022-05-31,3,22,34085
Capital and Coast,271174,2022-05-31,1,-38,266856
Capital and Coast,271174,2022-05-31,2,-41,265149
Capital and Coast,271174,2022-05-31,3,10,196619
Hutt Valley,130239,2022-05-31,1,-5,125715
Hutt Valley,130239,2022-05-31,2,-4,124475
Hutt Valley,130239,2022-05-31,3,21,86189
Wairarapa,41427,2022-05-31,1,3,39902
Wairarapa,41427,2022-05-31,2,3,39320
Wairarapa,41427,2022-05-31,3,2,26511
Nelson Marlborough,135743,2022-05-31,1,-4,130824
Nelson Marlborough,135743,2022-05-31,2,-2,129215
Nelson Marlborough,135743,2022-05-31,3,19,88286
West Coast,27906,2022-05-31,1,1,25836
West Coast,27906,2022-05-31,2,1,25450
West Coast,27906,2022-05-31,3,0,16857
Canterbury,482890,2022-05-31,1,25,481779
Canterbury,482890,2022-05-31,2,33,477635
Canterbury,482890,2022-05-31,3,95,330253
South Canterbury,52584,2022-05-31,1,0,49692
South Canterbury,52584,2022-05-31,2,2,49164
South Canterbury,52584,2022-05-31,3,5,33919
Southern,288015,2022-05-31,1,-5,283776
Southern,288015,2022-05-31,2,-4,280803
Southern,288015,2022-05-31,3,34,191427
Northland,161320,2022-06-01,1,-2,145261
Northland,161320,2022-06-01,2,-2,141969
Northland,161320,2022-06-01,3,16,88529
Waitematā,526087,2022-06-01,1,-8,507670
Waitematā,526087,2022-06-01,2,-8,503052
Waitematā,526087,2022-06-01,3,50,333437
Auckland,423958,2022-06-01,1,28,420004
Auckland,423958,2022-06-01,2,14,416139
Auckland,423958,2022-06-01,3,84,286699
Counties Manukau,482773,2022-06-01,1,-19,464424
Counties Manukau,482773,2022-06-01,2,-20,458610
Counties Manukau,482773,2022-06-01,3,90,278812
Waikato,357176,2022-06-01,1,-13,339485
Waikato,357176,2022-06-01,2,-8,334240
Waikato,357176,2022-06-01,3,60,205112
Lakes,94419,2022-06-01,1,7,87768
Lakes,94419,2022-06-01,2,4,86096
Lakes,94419,2022-06-01,3,24,52012
Bay of Plenty,216941,2022-06-01,1,-5,206288
Bay of Plenty,216941,2022-06-01,2,-6,202667
Bay of Plenty,216941,2022-06-01,3,27,123194
Tairāwhiti,41965,2022-06-01,1,-2,38943
Tairāwhiti,41965,2022-06-01,2,-2,38028
Tairāwhiti,41965,2022-06-01,3,8,22683
Taranaki,102147,2022-06-01,1,12,96611
Taranaki,102147,2022-06-01,2,7,95232
Taranaki,102147,2022-06-01,3,22,59407
Hawke's Bay,145571,2022-06-01,1,16,141665
Hawke's Bay,145571,2022-06-01,2,19,139346
Hawke's Bay,145571,2022-06-01,3,32,89146
MidCentral,152302,2022-06-01,1,-4,146680
MidCentral,152302,2022-06-01,2,-5,144827
MidCentral,152302,2022-06-01,3,21,96084
Whanganui,57247,2022-06-01,1,5,52584
Whanganui,57247,2022-06-01,2,8,51736
Whanganui,57247,2022-06-01,3,12,34097
Capital and Coast,271174,2022-06-01,1,-7,266849
Capital and Coast,271174,2022-06-01,2,-7,265142
Capital and Coast,271174,2022-06-01,3,41,196660
Hutt Valley,130239,2022-06-01,1,-29,125686
Hutt Valley,130239,2022-06-01,2,-21,124454
Hutt Valley,130239,2022-06-01,3,4,86193
Wairarapa,41427,2022-06-01,1,9,39911
Wairarapa,41427,2022-06-01,2,9,39329
Wairarapa,41427,2022-06-01,3,4,26515
Nelson Marlborough,135743,2022-06-01,1,-25,130799
Nelson Marlborough,135743,2022-06-01,2,-24,129191
Nelson Marlborough,135743,2022-06-01,3,2,88288
West Coast,27906,2022-06-01,1,5,25841
West Coast,27906,2022-06-01,2,4,25454
West Coast,27906,2022-06-01,3,7,16864
Canterbury,482890,2022-06-01,1,17,481796
Canterbury,482890,2022-06-01,2,20,477655
Canterbury,482890,2022-06-01,3,90,330343
South Canterbury,52584,2022-06-01,1,8,49700
South Canterbury,52584,2022-06-01,2,8,49172
South Canterbury,52584,2022-06-01,3,19,33938
Southern,288015,2022-06-01,1,36,283812
Southern,288015,2022-06-01,2,32,280835
Southern,288015,2022-06-01,3,67,191494
Northland,161320,2022-06-02,1,-7,145254
Northland,161320,2022-06-02,2,-5,141964
Northland,161320,2022-06-02,3,62,88591
Waitematā,526087,2022-06-02,1,14,507684
Waitematā,526087,2022-06-02,2,20,503072
Waitematā,526087,2022-06-02,3,121,333558
Auckland,423958,2022-06-02,1,5,420009
Auckland,423958,2022-06-02,2,4,416143
Auckland,423958,2022-06-02,3,70,286769
Counties Manukau,482773,2022-06-02,1,-22,464402
Counties Manukau,482773,2022-06-02,2,-19,458591
Counties Manukau,482773,2022-06-02,3,61,278873
Waikato,357176,2022-06-02,1,-37,339448
Waikato,357176,2022-06-02,2,-38,334202
Waikato,357176,2022-06-02,3,31,205143
Lakes,94419,2022-06-02,1,0,87768
Lakes,94419,2022-06-02,2,-1,86095
Lakes,94419,2022-06-02,3,6,52018
Bay of Plenty,216941,2022-06-02,1,14,206302
Bay of Plenty,216941,2022-06-02,2,13,202680
Bay of Plenty,216941,2022-06-02,3,54,123248
Tairāwhiti,41965,2022-06-02,1,4,38947
Tairāwhiti,41965,2022-06-02,2,5,38033
Tairāwhiti,41965,2022-06-02,3,20,22703
Taranaki,102147,2022-06-02,1,11,96622
Taranaki,102147,2022-06-02,2,11,95243
Taranaki,102147,2022-06-02,3,18,59425
Hawke's Bay,145571,2022-06-02,1,14,141679
Hawke's Bay,145571,2022-06-02,2,16,139362
Hawke's Bay,145571,2022-06-02,3,33,89179
MidCentral,152302,2022-06-02,1,19,146699
MidCentral,152302,2022-06-02,2,17,144844
MidCentral,152302,2022-06-02,3,37,96121
Whanganui,57247,2022-06-02,1,-9,52575
Whanganui,57247,2022-06-02,2,-7,51729
Whanganui,57247,2022-06-02,3,5,34102
Capital and Coast,271174,2022-06-02,1,-9,266840
Capital and Coast,271174,2022-06-02,2,-7,265135
Capital and Coast,271174,2022-06-02,3,17,196677
Hutt Valley,130239,2022-06-02,1,-5,125681
Hutt Valley,130239,2022-06-02,2,-7,124447
Hutt Valley,130239,2022-06-02,3,4,86197
Wairarapa,41427,2022-06-02,1,-2,39909
Wairarapa,41427,2022-06-02,2,-2,39327
Wairarapa,41427,2022-06-02,3,7,26522
Nelson Marlborough,135743,2022-06-02,1,15,130814
Nelson Marlborough,135743,2022-06-02,2,14,129205
Nelson Marlborough,135743,2022-06-02,3,19,88307
West Coast,27906,2022-06-02,1,8,25849
West Coast,27906,2022-06-02,2,5,25459
West Coast,27906,2022-06-02,3,11,16875
Canterbury,482890,2022-06-02,1,5,481801
Canterbury,482890,2022-06-02,2,10,477665
Canterbury,482890,2022-06-02,3,92,330435
South Canterbury,52584,2022-06-02,1,2,49702
South Canterbury,52584,2022-06-02,2,2,49174
South Canterbury,52584,2022-06-02,3,5,33943
Southern,288015,2022-06-02,1,0,283812
Southern,288015,2022-06-02,2,1,280836
Southern,288015,2022-06-02,3,50,191544
Northland,161320,2022-06-06,1,-12,145242
Northland,161320,2022-06-06,2,-13,141951
Northland,161320,2022-06-06,3,66,88657
Waitematā,526087,2022-06-06,1,1,507685
Waitematā,526087,2022-06-06,2,-6,503066
Waitematā,526087,2022-06-06,3,290,333848
Auckland,423958,2022-06-06,1,-1,420008
Auckland,423958,2022-06-06,2,-5,416138
Auckland,423958,2022-06-06,3,298,287067
Counties Manukau,482773,2022-06-06,1,-15,464387
Counties Manukau,482773,2022-06-06,2,6,458597
Counties Manukau,482773,2022-06-06,3,290,279163
Waikato,357176,2022-06-06,1,3,339451
Waikato,357176,2022-06-06,2,-5,334197
Waikato,357176,2022-06-06,3,145,205288
Lakes,94419,2022-06-06,1,2,87770
Lakes,94419,2022-06-06,2,4,86099
Lakes,94419,2022-06-06,3,48,52066
Bay of Plenty,216941,2022-06-06,1,8,206310
Bay of Plenty,216941,2022-06-06,2,10,202690
Bay of Plenty,216941,2022-06-06,3,116,123364
Tairāwhiti,41965,2022-06-06,1,-7,38940
Tairāwhiti,41965,2022-06-06,2,-6,38027
Tairāwhiti,41965,2022-06-06,3,13,22716
Taranaki,102147,2022-06-06,1,-4,96618
Taranaki,102147,2022-06-06,2,-3,95240
Taranaki,102147,2022-06-06,3,51,59476
Hawke's Bay,145571,2022-06-06,1,-16,141663
Hawke's Bay,145571,2022-06-06,2,-11,139351
Hawke's Bay,145571,2022-06-06,3,21,89200
MidCentral,152302,2022-06-06,1,-4,146695
MidCentral,152302,2022-06-06,2,-8,144836
MidCentral,152302,2022-06-06,3,22,96143
Whanganui,57247,2022-06-06,1,2,52577
Whanganui,57247,2022-06-06,2,2,51731
Whanganui,57247,2022-06-06,3,29,34131
Capital and Coast,271174,2022-06-06,1,-27,266813
Capital and Coast,271174,2022-06-06,2,-26,265109
Capital and Coast,271174,2022-06-06,3,80,196757
Hutt Valley,130239,2022-06-06,1,-7,125674
Hutt Valley,130239,2022-06-06,2,-2,124445
Hutt Valley,130239,2022-06-06,3,56,86253
Wairarapa,41427,2022-06-06,1,9,39918
Wairarapa,41427,2022-06-06,2,8,39335
Wairarapa,41427,2022-06-06,3,44,26566
Nelson Marlborough,135743,2022-06-06,1,5,130819
Nelson Marlborough,135743,2022-06-06,2,5,129210
Nelson Marlborough,135743,2022-06-06,3,61,88368
West Coast,27906,2022-06-06,1,-4,25845
West Coast,27906,2022-06-06,2,-5,25454
West Coast,27906,2022-06-06,3,1,16876
Canterbury,482890,2022-06-06,1,16,481817
Canterbury,482890,2022-06-06,2,21,477686
Canterbury,482890,2022-06-06,3,179,330614
South Canterbury,52584,2022-06-06,1,1,49703
South Canterbury,52584,2022-06-06,2,0,49174
South Canterbury,52584,2022-06-06,3,6,33949
Southern,288015,2022-06-06,1,24,283836
Southern,288015,2022-06-06,2,26,280862
Southern,288015,2022-06-06,3,110,191654
Northland,161320,2022-06-07,1,-42,145200
Northland,161320,2022-06-07,2,-36,141915
Northland,161320,2022-06-07,3,-3,88654
Waitematā,526087,2022-06-07,1,-42,507643
Waitematā,526087,2022-06-07,2,-40,503026
Waitematā,526087,2022-06-07,3,96,333944
Auckland,423958,2022-06-07,1,-45,419963
Auckland,423958,2022-06-07,2,-49,416089
Auckland,423958,2022-06-07,3,79,287146
Counties Manukau,482773,2022-06-07,1,-44,464343
Counties Manukau,482773,2022-06-07,2,-41,458556
Counties Manukau,482773,2022-06-07,3,53,279216
Waikato,357176,2022-06-07,1,-34,339417
Waikato,357176,2022-06-07,2,-30,334167
Waikato,357176,2022-06-07,3,46,205334
Lakes,94419,2022-06-07,1,-17,87753
Lakes,94419,2022-06-07,2,-15,86084
Lakes,94419,2022-06-07,3,-5,52061
Bay of Plenty,216941,2022-06-07,1,-40,206270
Bay of Plenty,216941,2022-06-07,2,-45,202645
Bay of Plenty,216941,2022-06-07,3,-13,123351
Tairāwhiti,41965,2022-06-07,1,-5,38935
Tairāwhiti,41965,2022-06-07,2,-5,38022
Tairāwhiti,41965,2022-06-07,3,4,22720
Taranaki,102147,2022-06-07,1,-18,96600
Taranaki,102147,2022-06-07,2,-15,95225
Taranaki,102147,2022-06-07,3,2,59478
Hawke's Bay,145571,2022-06-07,1,-7,141656
Hawke's Bay,145571,2022-06-07,2,-5,139346
Hawke's Bay,145571,2022-06-07,3,26,89226
MidCentral,152302,2022-06-07,1,-16,146679
MidCentral,152302,2022-06-07,2,-20,144816
MidCentral,152302,2022-06-07,3,22,96165
Whanganui,57247,2022-06-07,1,-27,52550
Whanganui,57247,2022-06-07,2,-26,51705
Whanganui,57247,2022-06-07,3,-5,34126
Capital and Coast,271174,2022-06-07,1,-32,266781
Capital and Coast,271174,2022-06-07,2,-28,265081
Capital and Coast,271174,2022-06-07,3,37,196794
Hutt Valley,130239,2022-06-07,1,24,125698
Hutt Valley,130239,2022-06-07,2,24,124469
Hutt Valley,130239,2022-06-07,3,48,86301
Wairarapa,41427,2022-06-07,1,-3,39915
Wairarapa,41427,2022-06-07,2,-4,39331
Wairarapa,41427,2022-06-07,3,-1,26565
Nelson Marlborough,135743,2022-06-07,1,-18,130801
Nelson Marlborough,135743,2022-06-07,2,-12,129198
Nelson Marlborough,135743,2022-06-07,3,-14,88354
West Coast,27906,2022-06-07,1,-3,25842
West Coast,27906,2022-06-07,2,-3,25451
West Coast,27906,2022-06-07,3,-5,16871
Canterbury,482890,2022-06-07,1,-35,481782
Canterbury,482890,2022-06-07,2,-37,477649
Canterbury,482890,2022-06-07,3,65,330679
South Canterbury,52584,2022-06-07,1,-4,49699
South Canterbury,52584,2022-06-07,2,-3,49171
South Canterbury,52584,2022-06-07,3,-3,33946
Southern,288015,2022-06-07,1,-55,283781
Southern,288015,2022-06-07,2,-51,280811
Southern,288015,2022-06-07,3,6,191660
Northland,161320,2022-06-08,1,14,145214
Northland,161320,2022-06-08,2,18,141933
Northland,161320,2022-06-08,3,46,88700
Waitematā,526087,2022-06-08,1,9,507652
Waitematā,526087,2022-06-08,2,0,503026
Waitematā,526087,2022-06-08,3,120,334064
Auckland,423958,2022-06-08,1,15,419978
Auckland,423958,2022-06-08,2,17,416106
Auckland,423958,2022-06-08,3,97,287243
Counties Manukau,482773,2022-06-08,1,-27,464316
Counties Manukau,482773,2022-06-08,2,-30,458526
Counties Manukau,482773,2022-06-08,3,99,279315
Waikato,357176,2022-06-08,1,-12,339405
Waikato,357176,2022-06-08,2,-10,334157
Waikato,357176,2022-06-08,3,47,205381
Lakes,94419,2022-06-08,1,-20,87733
Lakes,94419,2022-06-08,2,-18,86066
Lakes,94419,2022-06-08,3,-8,52053
Bay of Plenty,216941,2022-06-08,1,33,206303
Bay of Plenty,216941,2022-06-08,2,36,202681
Bay of Plenty,216941,2022-06-08,3,63,123414
Tairāwhiti,41965,2022-06-08,1,-1,38934
Tairāwhiti,41965,2022-06-08,2,1,38023
Tairāwhiti,41965,2022-06-08,3,12,22732
Taranaki,102147,2022-06-08,1,-3,96597
Taranaki,102147,2022-06-08,2,-2,95223
Taranaki,102147,2022-06-08,3,4,59482
Hawke's Bay,145571,2022-06-08,1,29,141685
Hawke's Bay,145571,2022-06-08,2,30,139376
Hawke's Bay,145571,2022-06-08,3,66,89292
MidCentral,152302,2022-06-08,1,-14,146665
MidCentral,152302,2022-06-08,2,-11,144805
MidCentral,152302,2022-06-08,3,18,96183
Whanganui,57247,2022-06-08,1,5,52555
Whanganui,57247,2022-06-08,2,7,51712
Whanganui,57247,2022-06-08,3,8,34134
Capital and Coast,271174,2022-06-08,1,5,266786
Capital and Coast,271174,2022-06-08,2,7,265088
Capital and Coast,271174,2022-06-08,3,47,196841
Hutt Valley,130239,2022-06-08,1,-5,125693
Hutt Valley,130239,2022-06-08,2,-2,124467
Hutt Valley,130239,2022-06-08,3,34,86335
Wairarapa,41427,2022-06-08,1,4,39919
Wairarapa,41427,2022-06-08,2,5,39336
Wairarapa,41427,2022-06-08,3,12,26577
Nelson Marlborough,135743,2022-06-08,1,-2,130799
Nelson Marlborough,135743,2022-06-08,2,-2,129196
Nelson Marlborough,135743,2022-06-08,3,38,88392
West Coast,27906,2022-06-08,1,3,25845
West Coast,27906,2022-06-08,2,3,25454
West Coast,27906,2022-06-08,3,-1,16870
Canterbury,482890,2022-06-08,1,-8,481774
Canterbury,482890,2022-06-08,2,-11,477638
Canterbury,482890,2022-06-08,3,60,330739
South Canterbury,52584,2022-06-08,1,-1,49698
South Canterbury,52584,2022-06-08,2,-1,49170
South Canterbury,52584,2022-06-08,3,3,33949
Southern,288015,2022-06-08,1,-2,283779
Southern,288015,2022-06-08,2,-2,280809
Southern,288015,2022-06-08,3,44,191704
Northland,161320,2022-06-09,1,3,145217
Northland,161320,2022-06-09,2,4,141937
Northland,161320,2022-06-09,3,36,88736
Waitematā,526087,2022-06-09,1,-12,507640
Waitematā,526087,2022-06-09,2,-17,503009
Waitematā,526087,2022-06-09,3,99,334163
Auckland,423958,2022-06-09,1,31,420009
Auckland,423958,2022-06-09,2,26,416132
Auckland,423958,2022-06-09,3,103,287346
Counties Manukau,482773,2022-06-09,1,17,464333
Counties Manukau,482773,2022-06-09,2,26,458552
Counties Manukau,482773,2022-06-09,3,113,279428
Waikato,357176,2022-06-09,1,-27,339378
Waikato,357176,2022-06-09,2,-19,334138
Waikato,357176,2022-06-09,3,35,205416
Lakes,94419,2022-06-09,1,-5,87728
Lakes,94419,2022-06-09,2,-8,86058
Lakes,94419,2022-06-09,3,10,52063
Bay of Plenty,216941,2022-06-09,1,9,206312
Bay of Plenty,216941,2022-06-09,2,16,202697
Bay of Plenty,216941,2022-06-09,3,31,123445
Tairāwhiti,41965,2022-06-09,1,-7,38927
Tairāwhiti,41965,2022-06-09,2,-6,38017
Tairāwhiti,41965,2022-06-09,3,1,22733
Taranaki,102147,2022-06-09,1,6,96603
Taranaki,102147,2022-06-09,2,5,95228
Taranaki,102147,2022-06-09,3,15,59497
Hawke's Bay,145571,2022-06-09,1,26,141711
Hawke's Bay,145571,2022-06-09,2,18,139394
Hawke's Bay,145571,2022-06-09,3,43,89335
MidCentral,152302,2022-06-09,1,4,146669
MidCentral,152302,2022-06-09,2,1,144806
MidCentral,152302,2022-06-09,3,24,96207
Whanganui,57247,2022-06-09,1,3,52558
Whanganui,57247,2022-06-09,2,2,51714
Whanganui,57247,2022-06-09,3,3,34137
Capital and Coast,271174,2022-06-09,1,-12,266774
Capital and Coast,271174,2022-06-09,2,-6,265082
Capital and Coast,271174,2022-06-09,3,29,196870
Hutt Valley,130239,2022-06-09,1,14,125707
Hutt Valley,130239,2022-06-09,2,14,124481
Hutt Valley,130239,2022-06-09,3,32,86367
Wairarapa,41427,2022-06-09,1,-7,39912
Wairarapa,41427,2022-06-09,2,-6,39330
Wairarapa,41427,2022-06-09,3,1,26578
Nelson Marlborough,135743,2022-06-09,1,3,130802
Nelson Marlborough,135743,2022-06-09,2,4,129200
Nelson Marlborough,135743,2022-06-09,3,18,88410
West Coast,27906,2022-06-09,1,-7,25838
West Coast,27906,2022-06-09,2,-6,25448
West Coast,27906,2022-06-09,3,-5,16865
Canterbury,482890,2022-06-09,1,58,481832
Canterbury,482890,2022-06-09,2,42,477680
Canterbury,482890,2022-06-09,3,121,330860
South Canterbury,52584,2022-06-09,1,-15,49683
South Canterbury,52584,2022-06-09,2,-12,49158
South Canterbury,52584,2022-06-09,3,-7,33942
Southern,288015,2022-06-09,1,-5,283774
Southern,288015,2022-06-09,2,-7,280802
Southern,288015,2022-06-09,3,41,191745
Northland,161320,2022-06-12,1,20,145237
Northland,161320,2022-06-12,2,21,141958
Northland,161320,2022-06-12,3,42,88778
Waitematā,526087,2022-06-12,1,28,507668
Waitematā,526087,2022-06-12,2,30,503039
Waitematā,526087,2022-06-12,3,277,334440
Auckland,423958,2022-06-12,1,-24,419985
Auckland,423958,2022-06-12,2,-22,416110
Auckland,423958,2022-06-12,3,238,287584
Counties Manukau,482773,2022-06-12,1,12,464345
Counties Manukau,482773,2022-06-12,2,31,458583
Counties Manukau,482773,2022-06-12,3,490,279918
Waikato,357176,2022-06-12,1,24,339402
Waikato,357176,2022-06-12,2,26,334164
Waikato,357176,2022-06-12,3,162,205578
Lakes,94419,2022-06-12,1,9,87737
Lakes,94419,2022-06-12,2,6,86064
Lakes,94419,2022-06-12,3,29,52092
Bay of Plenty,216941,2022-06-12,1,7,206319
Bay of Plenty,216941,2022-06-12,2,6,202703
Bay of Plenty,216941,2022-06-12,3,90,123535
Tairāwhiti,41965,2022-06-12,1,12,38939
Tairāwhiti,41965,2022-06-12,2,12,38029
Tairāwhiti,41965,2022-06-12,3,12,22745
Taranaki,102147,2022-06-12,1,15,96618
Taranaki,102147,2022-06-12,2,15,95243
Taranaki,102147,2022-06-12,3,53,59550
Hawke's Bay,145571,2022-06-12,1,-4,141707
Hawke's Bay,145571,2022-06-12,2,4,139398
Hawke's Bay,145571,2022-06-12,3,54,89389
MidCentral,152302,2022-06-12,1,-8,146661
MidCentral,152302,2022-06-12,2,-12,144794
MidCentral,152302,2022-06-12,3,26,96233
Whanganui,57247,2022-06-12,1,-10,52548
Whanganui,57247,2022-06-12,2,-9,51705
Whanganui,57247,2022-06-12,3,8,34145
Capital and Coast,271174,2022-06-12,1,-16,266758
Capital and Coast,271174,2022-06-12,2,-14,265068
Capital and Coast,271174,2022-06-12,3,41,196911
Hutt Valley,130239,2022-06-12,1,-15,125692
Hutt Valley,130239,2022-06-12,2,-15,124466
Hutt Valley,130239,2022-06-12,3,35,86402
Wairarapa,41427,2022-06-12,1,-5,39907
Wairarapa,41427,2022-06-12,2,-6,39324
Wairarapa,41427,2022-06-12,3,10,26588
Nelson Marlborough,135743,2022-06-12,1,3,130805
Nelson Marlborough,135743,2022-06-12,2,6,129206
Nelson Marlborough,135743,2022-06-12,3,44,88454
West Coast,27906,2022-06-12,1,7,25845
West Coast,27906,2022-06-12,2,8,25456
West Coast,27906,2022-06-12,3,7,16872
Canterbury,482890,2022-06-12,1,27,481859
Canterbury,482890,2022-06-12,2,44,477724
Canterbury,482890,2022-06-12,3,204,331064
South Canterbury,52584,2022-06-12,1,-14,49669
South Canterbury,52584,2022-06-12,2,-12,49146
South Canterbury,52584,2022-06-12,3,-1,33941
Southern,288015,2022-06-12,1,-15,283759
Southern,288015,2022-06-12,2,-15,280787
Southern,288015,2022-06-12,3,53,191798
Northland,161320,2022-06-14,1,19,145256
Northland,161320,2022-06-14,2,17,141975
Northland,161320,2022-06-14,3,78,88856
Waitematā,526087,2022-06-14,1,16,507684
Waitematā,526087,2022-06-14,2,19,503058
Waitematā,526087,2022-06-14,3,203,334643
Auckland,423958,2022-06-14,1,-13,419972
Auckland,423958,2022-06-14,2,-9,416101
Auckland,423958,2022-06-14,3,200,287784
Counties Manukau,482773,2022-06-14,1,4,464349
Counties Manukau,482773,2022-06-14,2,7,458590
Counties Manukau,482773,2022-06-14,3,174,280092
Waikato,357176,2022-06-14,1,16,339418
Waikato,357176,2022-06-14,2,16,334180
Waikato,357176,2022-06-14,3,112,205690
Lakes,94419,2022-06-14,1,-6,87731
Lakes,94419,2022-06-14,2,0,86064
Lakes,94419,2022-06-14,3,14,52106
Bay of Plenty,216941,2022-06-14,1,3,206322
