School,EthnicGroup,Level,Students
St Kevins College (Oamaru),Pacific,Year 9,6
St Kevins College (Oamaru),Asian,Year 9,13
St Kevins College (Oamaru),MELAA,Year 9,3
St Kevins College (Oamaru),Other,Year 9,1
St Kevins College (Oamaru),European,Year 9,68
St Kevins College (Oamaru),International fee paying,Year 9,1
St Leo's Catholic School (Devonport),Māori,Year 1,1
St Leo's Catholic School (Devonport),Asian,Year 1,1
St Leo's Catholic School (Devonport),European,Year 1,2
St Leo's Catholic School (Devonport),Māori,Year 2,2
St Leo's Catholic School (Devonport),Pacific,Year 2,1
St Leo's Catholic School (Devonport),Asian,Year 2,1
St Leo's Catholic School (Devonport),European,Year 2,6
St Leo's Catholic School (Devonport),Māori,Year 3,2
St Leo's Catholic School (Devonport),European,Year 3,4
St Leo's Catholic School (Devonport),Māori,Year 4,1
St Leo's Catholic School (Devonport),European,Year 4,3
St Leo's Catholic School (Devonport),Pacific,Year 5,1
St Leo's Catholic School (Devonport),MELAA,Year 5,2
St Leo's Catholic School (Devonport),European,Year 5,7
St Leo's Catholic School (Devonport),Pacific,Year 6,1
St Leo's Catholic School (Devonport),Asian,Year 6,1
St Leo's Catholic School (Devonport),MELAA,Year 6,1
St Leo's Catholic School (Devonport),European,Year 6,5
St Leo's Catholic School (Devonport),Pacific,Year 7,1
St Leo's Catholic School (Devonport),Asian,Year 7,1
St Leo's Catholic School (Devonport),MELAA,Year 7,1
St Leo's Catholic School (Devonport),European,Year 7,5
St Leonard's School (Dunedin),European,Year 1,3
St Leonard's School (Dunedin),European,Year 2,4
St Leonard's School (Dunedin),Pacific,Year 3,1
St Leonard's School (Dunedin),Asian,Year 3,1
St Leonard's School (Dunedin),European,Year 3,1
St Leonard's School (Dunedin),European,Year 4,3
St Leonard's School (Dunedin),Asian,Year 5,1
St Leonard's School (Dunedin),European,Year 5,3
St Leonard's School (Dunedin),European,Year 6,2
