Council,SiteID,Site,Indicator,Date,RawValue,Symbol,Value,Region
HRC,00053,tokiahuru at junction,ECOLI,2016-10-17T00:00:00Z,58,NA,58,manawatu-whanganui
HRC,00053,tokiahuru at junction,ECOLI,2016-11-22T00:00:00Z,12,NA,12,manawatu-whanganui
HRC,00053,tokiahuru at junction,ECOLI,2016-12-19T00:00:00Z,48,NA,48,manawatu-whanganui
HRC,00053,tokiahuru at junction,ECOLI,2017-01-23T00:00:00Z,200,NA,200,manawatu-whanganui
HRC,00053,tokiahuru at junction,ECOLI,2017-02-21T00:00:00Z,140,NA,140,manawatu-whanganui
HRC,00053,tokiahuru at junction,ECOLI,2017-03-19T00:00:00Z,100,NA,100,manawatu-whanganui
HRC,00053,tokiahuru at junction,ECOLI,2017-04-18T00:00:00Z,59,NA,59,manawatu-whanganui
HRC,00053,tokiahuru at junction,ECOLI,2017-05-16T00:00:00Z,69,NA,69,manawatu-whanganui
HRC,00053,tokiahuru at junction,ECOLI,2017-06-20T00:00:00Z,48,NA,48,manawatu-whanganui
HRC,00053,tokiahuru at junction,ECOLI,2017-07-18T00:00:00Z,210,NA,210,manawatu-whanganui
HRC,00053,tokiahuru at junction,ECOLI,2017-08-22T00:00:00Z,16,NA,16,manawatu-whanganui
HRC,00053,tokiahuru at junction,ECOLI,2017-09-19T00:00:00Z,44,NA,44,manawatu-whanganui
HRC,00053,tokiahuru at junction,ECOLI,2017-10-16T00:00:00Z,34,NA,34,manawatu-whanganui
HRC,00053,tokiahuru at junction,ECOLI,2017-11-21T00:00:00Z,<4,<,4,manawatu-whanganui
HRC,00053,tokiahuru at junction,ECOLI,2017-12-17T00:00:00Z,190,NA,190,manawatu-whanganui
HRC,00053,tokiahuru at junction,ECOLI,2018-01-22T00:00:00Z,190,NA,190,manawatu-whanganui
HRC,00053,tokiahuru at junction,ECOLI,2018-02-19T00:00:00Z,350,NA,350,manawatu-whanganui
HRC,00053,tokiahuru at junction,ECOLI,2018-03-20T00:00:00Z,160,NA,160,manawatu-whanganui
HRC,00053,tokiahuru at junction,ECOLI,2018-04-17T00:00:00Z,240,NA,240,manawatu-whanganui
HRC,00053,tokiahuru at junction,ECOLI,2018-05-22T00:00:00Z,180,NA,180,manawatu-whanganui
HRC,00053,tokiahuru at junction,ECOLI,2018-06-19T00:00:00Z,98,NA,98,manawatu-whanganui
HRC,00053,tokiahuru at junction,ECOLI,2018-07-17T00:00:00Z,16,NA,16,manawatu-whanganui
HRC,00053,tokiahuru at junction,ECOLI,2018-08-21T00:00:00Z,80,NA,80,manawatu-whanganui
HRC,00053,tokiahuru at junction,ECOLI,2018-09-18T00:00:00Z,81,NA,81,manawatu-whanganui
HRC,00053,tokiahuru at junction,ECOLI,2018-10-15T00:00:00Z,12,NA,12,manawatu-whanganui
HRC,00053,tokiahuru at junction,ECOLI,2018-11-20T00:00:00Z,16,NA,16,manawatu-whanganui
HRC,00053,tokiahuru at junction,ECOLI,2018-12-17T00:00:00Z,270,NA,270,manawatu-whanganui
HRC,00053,tokiahuru at junction,ECOLI,2019-01-21T00:00:00Z,68,NA,68,manawatu-whanganui
HRC,00053,tokiahuru at junction,ECOLI,2019-02-19T00:00:00Z,270,NA,270,manawatu-whanganui
HRC,00053,tokiahuru at junction,ECOLI,2019-03-18T00:00:00Z,63,NA,63,manawatu-whanganui
HRC,00053,tokiahuru at junction,ECOLI,2019-04-16T00:00:00Z,70,NA,70,manawatu-whanganui
HRC,00053,tokiahuru at junction,ECOLI,2019-05-21T00:00:00Z,25,NA,25,manawatu-whanganui
HRC,00053,tokiahuru at junction,ECOLI,2019-06-18T00:00:00Z,25,NA,25,manawatu-whanganui
HRC,00053,tokiahuru at junction,ECOLI,2019-07-23T00:00:00Z,62,NA,62,manawatu-whanganui
HRC,00053,tokiahuru at junction,ECOLI,2019-08-20T00:00:00Z,360,NA,360,manawatu-whanganui
HRC,00053,tokiahuru at junction,ECOLI,2019-10-21T00:00:00Z,400,NA,400,manawatu-whanganui
HRC,00053,tokiahuru at junction,ECOLI,2019-11-18T00:00:00Z,560,NA,560,manawatu-whanganui
HRC,00053,tokiahuru at junction,ECOLI,2019-12-15T00:00:00Z,510,NA,510,manawatu-whanganui
HRC,00053,tokiahuru at junction,ECOLI,2020-01-20T00:00:00Z,270,NA,270,manawatu-whanganui
HRC,00053,tokiahuru at junction,ECOLI,2020-02-24T00:00:00Z,170,NA,170,manawatu-whanganui
HRC,00053,tokiahuru at junction,ECOLI,2020-03-16T00:00:00Z,220,NA,220,manawatu-whanganui
HRC,00053,tokiahuru at junction,ECOLI,2020-05-25T00:00:00Z,91,NA,91,manawatu-whanganui
HRC,00053,tokiahuru at junction,ECOLI,2020-06-22T00:00:00Z,69,NA,69,manawatu-whanganui
HRC,00053,tokiahuru at junction,ECOLI,2020-07-27T00:00:00Z,25,NA,25,manawatu-whanganui
HRC,00053,tokiahuru at junction,ECOLI,2020-08-24T00:00:00Z,96,NA,96,manawatu-whanganui
HRC,00053,tokiahuru at junction,ECOLI,2020-09-21T00:00:00Z,48,NA,48,manawatu-whanganui
HRC,00053,tokiahuru at junction,ECOLI,2020-10-19T00:00:00Z,190,NA,190,manawatu-whanganui
HRC,00053,tokiahuru at junction,ECOLI,2020-11-16T00:00:00Z,410,NA,410,manawatu-whanganui
HRC,00053,tokiahuru at junction,ECOLI,2020-12-14T00:00:00Z,110,NA,110,manawatu-whanganui
HRC,00054,tokomaru river at horseshoe bend,ECOLI,2006-01-17T00:00:00Z,75,NA,75,manawatu-whanganui
HRC,00054,tokomaru river at horseshoe bend,ECOLI,2006-02-14T00:00:00Z,160,NA,160,manawatu-whanganui
HRC,00054,tokomaru river at horseshoe bend,ECOLI,2006-03-14T00:00:00Z,120,NA,120,manawatu-whanganui
HRC,00054,tokomaru river at horseshoe bend,ECOLI,2006-04-12T00:00:00Z,580,NA,580,manawatu-whanganui
HRC,00054,tokomaru river at horseshoe bend,ECOLI,2006-05-09T00:00:00Z,65,NA,65,manawatu-whanganui
HRC,00054,tokomaru river at horseshoe bend,ECOLI,2006-07-19T00:00:00Z,<10,<,10,manawatu-whanganui
HRC,00054,tokomaru river at horseshoe bend,ECOLI,2006-08-08T00:00:00Z,75,NA,75,manawatu-whanganui
HRC,00054,tokomaru river at horseshoe bend,ECOLI,2006-09-14T00:00:00Z,145,NA,145,manawatu-whanganui
HRC,00054,tokomaru river at horseshoe bend,ECOLI,2006-10-11T00:00:00Z,30,NA,30,manawatu-whanganui
HRC,00054,tokomaru river at horseshoe bend,ECOLI,2006-11-14T00:00:00Z,1250,NA,1250,manawatu-whanganui
HRC,00054,tokomaru river at horseshoe bend,ECOLI,2006-12-12T00:00:00Z,75,NA,75,manawatu-whanganui
HRC,00054,tokomaru river at horseshoe bend,ECOLI,2007-01-17T00:00:00Z,50,NA,50,manawatu-whanganui
HRC,00054,tokomaru river at horseshoe bend,ECOLI,2007-02-13T00:00:00Z,100,NA,100,manawatu-whanganui
HRC,00054,tokomaru river at horseshoe bend,ECOLI,2007-03-14T00:00:00Z,3100,NA,3100,manawatu-whanganui
HRC,00054,tokomaru river at horseshoe bend,ECOLI,2007-04-11T00:00:00Z,215,NA,215,manawatu-whanganui
HRC,00054,tokomaru river at horseshoe bend,ECOLI,2007-05-08T00:00:00Z,85,NA,85,manawatu-whanganui
HRC,00054,tokomaru river at horseshoe bend,ECOLI,2007-06-12T00:00:00Z,95,NA,95,manawatu-whanganui
HRC,00054,tokomaru river at horseshoe bend,ECOLI,2007-11-22T00:00:00Z,135,NA,135,manawatu-whanganui
HRC,00054,tokomaru river at horseshoe bend,ECOLI,2007-12-20T00:00:00Z,300,NA,300,manawatu-whanganui
HRC,00054,tokomaru river at horseshoe bend,ECOLI,2008-01-23T00:00:00Z,880,NA,880,manawatu-whanganui
HRC,00054,tokomaru river at horseshoe bend,ECOLI,2008-02-21T00:00:00Z,450,NA,450,manawatu-whanganui
HRC,00054,tokomaru river at horseshoe bend,ECOLI,2008-03-20T00:00:00Z,175,NA,175,manawatu-whanganui
HRC,00054,tokomaru river at horseshoe bend,ECOLI,2008-04-17T00:00:00Z,610,NA,610,manawatu-whanganui
HRC,00054,tokomaru river at horseshoe bend,ECOLI,2008-07-16T00:00:00Z,29.5,NA,29.5,manawatu-whanganui
HRC,00054,tokomaru river at horseshoe bend,ECOLI,2008-08-06T00:00:00Z,78,NA,78,manawatu-whanganui
HRC,00054,tokomaru river at horseshoe bend,ECOLI,2008-09-03T00:00:00Z,44.8,NA,44.8,manawatu-whanganui
HRC,00054,tokomaru river at horseshoe bend,ECOLI,2008-10-08T00:00:00Z,20.2,NA,20.2,manawatu-whanganui
HRC,00054,tokomaru river at horseshoe bend,ECOLI,2008-11-05T00:00:00Z,67,NA,67,manawatu-whanganui
HRC,00054,tokomaru river at horseshoe bend,ECOLI,2008-12-03T00:00:00Z,96,NA,96,manawatu-whanganui
HRC,00054,tokomaru river at horseshoe bend,ECOLI,2009-01-14T00:00:00Z,61,NA,61,manawatu-whanganui
HRC,00054,tokomaru river at horseshoe bend,ECOLI,2009-02-11T00:00:00Z,980,NA,980,manawatu-whanganui
HRC,00054,tokomaru river at horseshoe bend,ECOLI,2009-03-04T00:00:00Z,186,NA,186,manawatu-whanganui
HRC,00054,tokomaru river at horseshoe bend,ECOLI,2009-04-22T00:00:00Z,21,NA,21,manawatu-whanganui
HRC,00054,tokomaru river at horseshoe bend,ECOLI,2009-05-06T00:00:00Z,206,NA,206,manawatu-whanganui
HRC,00054,tokomaru river at horseshoe bend,ECOLI,2009-06-10T00:00:00Z,236,NA,236,manawatu-whanganui
HRC,00054,tokomaru river at horseshoe bend,ECOLI,2009-07-08T00:00:00Z,10,NA,10,manawatu-whanganui
HRC,00054,tokomaru river at horseshoe bend,ECOLI,2009-08-05T00:00:00Z,33,NA,33,manawatu-whanganui
HRC,00054,tokomaru river at horseshoe bend,ECOLI,2009-09-09T00:00:00Z,32,NA,32,manawatu-whanganui
HRC,00054,tokomaru river at horseshoe bend,ECOLI,2009-10-14T00:00:00Z,49,NA,49,manawatu-whanganui
HRC,00054,tokomaru river at horseshoe bend,ECOLI,2009-11-04T00:00:00Z,178,NA,178,manawatu-whanganui
HRC,00054,tokomaru river at horseshoe bend,ECOLI,2009-12-09T00:00:00Z,81,NA,81,manawatu-whanganui
HRC,00054,tokomaru river at horseshoe bend,ECOLI,2010-01-20T00:00:00Z,166,NA,166,manawatu-whanganui
HRC,00054,tokomaru river at horseshoe bend,ECOLI,2010-02-03T00:00:00Z,105,NA,105,manawatu-whanganui
HRC,00054,tokomaru river at horseshoe bend,ECOLI,2010-03-17T00:00:00Z,179,NA,179,manawatu-whanganui
HRC,00054,tokomaru river at horseshoe bend,ECOLI,2010-04-15T00:00:00Z,199,NA,199,manawatu-whanganui
HRC,00054,tokomaru river at horseshoe bend,ECOLI,2010-05-05T00:00:00Z,44,NA,44,manawatu-whanganui
HRC,00054,tokomaru river at horseshoe bend,ECOLI,2010-07-07T00:00:00Z,58,NA,58,manawatu-whanganui
HRC,00054,tokomaru river at horseshoe bend,ECOLI,2010-08-04T00:00:00Z,47,NA,47,manawatu-whanganui
HRC,00054,tokomaru river at horseshoe bend,ECOLI,2010-09-08T00:00:00Z,79,NA,79,manawatu-whanganui
HRC,00054,tokomaru river at horseshoe bend,ECOLI,2010-10-06T00:00:00Z,45,NA,45,manawatu-whanganui
HRC,00054,tokomaru river at horseshoe bend,ECOLI,2010-11-03T00:00:00Z,75,NA,75,manawatu-whanganui
HRC,00054,tokomaru river at horseshoe bend,ECOLI,2010-12-08T00:00:00Z,67,NA,67,manawatu-whanganui
HRC,00054,tokomaru river at horseshoe bend,ECOLI,2011-01-12T00:00:00Z,850,NA,850,manawatu-whanganui
HRC,00054,tokomaru river at horseshoe bend,ECOLI,2011-02-09T00:00:00Z,130,NA,130,manawatu-whanganui
HRC,00054,tokomaru river at horseshoe bend,ECOLI,2011-03-09T00:00:00Z,517,NA,517,manawatu-whanganui
HRC,00054,tokomaru river at horseshoe bend,ECOLI,2011-04-06T00:00:00Z,344,NA,344,manawatu-whanganui
HRC,00054,tokomaru river at horseshoe bend,ECOLI,2011-05-11T00:00:00Z,727,NA,727,manawatu-whanganui
HRC,00054,tokomaru river at horseshoe bend,ECOLI,2011-06-15T00:00:00Z,23,NA,23,manawatu-whanganui
HRC,00054,tokomaru river at horseshoe bend,ECOLI,2011-07-06T00:00:00Z,365,NA,365,manawatu-whanganui
HRC,00054,tokomaru river at horseshoe bend,ECOLI,2011-08-04T00:00:00Z,16,NA,16,manawatu-whanganui
HRC,00054,tokomaru river at horseshoe bend,ECOLI,2011-09-08T00:00:00Z,11,NA,11,manawatu-whanganui
HRC,00054,tokomaru river at horseshoe bend,ECOLI,2011-10-05T00:00:00Z,130,NA,130,manawatu-whanganui
HRC,00054,tokomaru river at horseshoe bend,ECOLI,2011-11-09T00:00:00Z,250,NA,250,manawatu-whanganui
HRC,00054,tokomaru river at horseshoe bend,ECOLI,2011-12-07T00:00:00Z,20,NA,20,manawatu-whanganui
HRC,00054,tokomaru river at horseshoe bend,ECOLI,2012-01-18T00:00:00Z,82,NA,82,manawatu-whanganui
HRC,00054,tokomaru river at horseshoe bend,ECOLI,2012-02-15T00:00:00Z,110,NA,110,manawatu-whanganui
HRC,00054,tokomaru river at horseshoe bend,ECOLI,2012-03-07T00:00:00Z,160,NA,160,manawatu-whanganui
HRC,00054,tokomaru river at horseshoe bend,ECOLI,2012-04-19T00:00:00Z,39,NA,39,manawatu-whanganui
HRC,00054,tokomaru river at horseshoe bend,ECOLI,2012-05-10T00:00:00Z,59,NA,59,manawatu-whanganui
HRC,00054,tokomaru river at horseshoe bend,ECOLI,2012-06-14T00:00:00Z,16,NA,16,manawatu-whanganui
HRC,00054,tokomaru river at horseshoe bend,ECOLI,2012-07-12T00:00:00Z,13,NA,13,manawatu-whanganui
HRC,00054,tokomaru river at horseshoe bend,ECOLI,2012-08-15T00:00:00Z,56,NA,56,manawatu-whanganui
HRC,00054,tokomaru river at horseshoe bend,ECOLI,2012-09-13T00:00:00Z,4,NA,4,manawatu-whanganui
HRC,00054,tokomaru river at horseshoe bend,ECOLI,2012-10-10T00:00:00Z,767,NA,767,manawatu-whanganui
HRC,00054,tokomaru river at horseshoe bend,ECOLI,2012-11-14T00:00:00Z,157,NA,157,manawatu-whanganui
HRC,00054,tokomaru river at horseshoe bend,ECOLI,2012-12-12T00:00:00Z,59,NA,59,manawatu-whanganui
HRC,00054,tokomaru river at horseshoe bend,ECOLI,2013-01-16T00:00:00Z,287,NA,287,manawatu-whanganui
HRC,00054,tokomaru river at horseshoe bend,ECOLI,2013-02-27T00:00:00Z,80,NA,80,manawatu-whanganui
HRC,00054,tokomaru river at horseshoe bend,ECOLI,2013-03-13T00:00:00Z,58,NA,58,manawatu-whanganui
HRC,00054,tokomaru river at horseshoe bend,ECOLI,2013-04-11T00:00:00Z,167,NA,167,manawatu-whanganui
HRC,00054,tokomaru river at horseshoe bend,ECOLI,2013-05-15T00:00:00Z,48,NA,48,manawatu-whanganui
HRC,00054,tokomaru river at horseshoe bend,ECOLI,2013-06-12T00:00:00Z,122,NA,122,manawatu-whanganui
HRC,00054,tokomaru river at horseshoe bend,ECOLI,2013-07-10T00:00:00Z,25,NA,25,manawatu-whanganui
HRC,00054,tokomaru river at horseshoe bend,ECOLI,2013-08-14T00:00:00Z,53,NA,53,manawatu-whanganui
HRC,00054,tokomaru river at horseshoe bend,ECOLI,2013-09-12T00:00:00Z,117,NA,117,manawatu-whanganui
HRC,00054,tokomaru river at horseshoe bend,ECOLI,2013-10-09T00:00:00Z,48,NA,48,manawatu-whanganui
HRC,00054,tokomaru river at horseshoe bend,ECOLI,2013-11-13T00:00:00Z,48,NA,48,manawatu-whanganui
HRC,00054,tokomaru river at horseshoe bend,ECOLI,2013-12-11T00:00:00Z,64,NA,64,manawatu-whanganui
HRC,00054,tokomaru river at horseshoe bend,ECOLI,2014-01-29T00:00:00Z,131,NA,131,manawatu-whanganui
HRC,00054,tokomaru river at horseshoe bend,ECOLI,2014-02-19T00:00:00Z,48,NA,48,manawatu-whanganui
HRC,00054,tokomaru river at horseshoe bend,ECOLI,2014-03-12T00:00:00Z,73,NA,73,manawatu-whanganui
HRC,00054,tokomaru river at horseshoe bend,ECOLI,2014-04-10T00:00:00Z,587,NA,587,manawatu-whanganui
HRC,00054,tokomaru river at horseshoe bend,ECOLI,2014-05-15T00:00:00Z,30,NA,30,manawatu-whanganui
HRC,00054,tokomaru river at horseshoe bend,ECOLI,2014-06-12T00:00:00Z,49,NA,49,manawatu-whanganui
HRC,00054,tokomaru river at horseshoe bend,ECOLI,2014-07-17T00:00:00Z,34,NA,34,manawatu-whanganui
HRC,00054,tokomaru river at horseshoe bend,ECOLI,2014-08-14T00:00:00Z,43,NA,43,manawatu-whanganui
HRC,00054,tokomaru river at horseshoe bend,ECOLI,2014-09-11T00:00:00Z,30,NA,30,manawatu-whanganui
HRC,00054,tokomaru river at horseshoe bend,ECOLI,2014-10-15T00:00:00Z,48,NA,48,manawatu-whanganui
HRC,00054,tokomaru river at horseshoe bend,ECOLI,2014-11-12T00:00:00Z,484,NA,484,manawatu-whanganui
HRC,00054,tokomaru river at horseshoe bend,ECOLI,2014-12-10T00:00:00Z,211,NA,211,manawatu-whanganui
HRC,00054,tokomaru river at horseshoe bend,ECOLI,2015-01-29T00:00:00Z,43,NA,43,manawatu-whanganui
HRC,00054,tokomaru river at horseshoe bend,ECOLI,2015-02-18T00:00:00Z,64,NA,64,manawatu-whanganui
HRC,00054,tokomaru river at horseshoe bend,ECOLI,2015-03-11T00:00:00Z,510,NA,510,manawatu-whanganui
HRC,00054,tokomaru river at horseshoe bend,ECOLI,2015-04-16T00:00:00Z,240,NA,240,manawatu-whanganui
HRC,00054,tokomaru river at horseshoe bend,ECOLI,2015-05-14T00:00:00Z,320,NA,320,manawatu-whanganui
HRC,00054,tokomaru river at horseshoe bend,ECOLI,2015-06-11T00:00:00Z,76,NA,76,manawatu-whanganui
HRC,00054,tokomaru river at horseshoe bend,ECOLI,2015-07-16T00:00:00Z,52,NA,52,manawatu-whanganui
HRC,00054,tokomaru river at horseshoe bend,ECOLI,2015-08-13T00:00:00Z,4,NA,4,manawatu-whanganui
HRC,00054,tokomaru river at horseshoe bend,ECOLI,2015-09-10T00:00:00Z,21,NA,21,manawatu-whanganui
HRC,00054,tokomaru river at horseshoe bend,ECOLI,2015-10-14T00:00:00Z,34,NA,34,manawatu-whanganui
HRC,00054,tokomaru river at horseshoe bend,ECOLI,2015-11-11T00:00:00Z,16,NA,16,manawatu-whanganui
HRC,00054,tokomaru river at horseshoe bend,ECOLI,2015-12-09T00:00:00Z,44,NA,44,manawatu-whanganui
HRC,00054,tokomaru river at horseshoe bend,ECOLI,2016-01-20T00:00:00Z,370,NA,370,manawatu-whanganui
HRC,00054,tokomaru river at horseshoe bend,ECOLI,2016-02-17T00:00:00Z,6900,NA,6900,manawatu-whanganui
HRC,00054,tokomaru river at horseshoe bend,ECOLI,2016-03-09T00:00:00Z,190,NA,190,manawatu-whanganui
HRC,00054,tokomaru river at horseshoe bend,ECOLI,2016-04-14T00:00:00Z,130,NA,130,manawatu-whanganui
HRC,00054,tokomaru river at horseshoe bend,ECOLI,2016-05-12T00:00:00Z,620,NA,620,manawatu-whanganui
HRC,00054,tokomaru river at horseshoe bend,ECOLI,2016-06-16T00:00:00Z,48,NA,48,manawatu-whanganui
HRC,00054,tokomaru river at horseshoe bend,ECOLI,2016-07-14T00:00:00Z,270,NA,270,manawatu-whanganui
HRC,00054,tokomaru river at horseshoe bend,ECOLI,2016-08-18T00:00:00Z,4,NA,4,manawatu-whanganui
HRC,00054,tokomaru river at horseshoe bend,ECOLI,2016-09-15T00:00:00Z,21,NA,21,manawatu-whanganui
HRC,00054,tokomaru river at horseshoe bend,ECOLI,2016-10-13T00:00:00Z,34,NA,34,manawatu-whanganui
HRC,00054,tokomaru river at horseshoe bend,ECOLI,2016-11-17T00:00:00Z,130,NA,130,manawatu-whanganui
HRC,00054,tokomaru river at horseshoe bend,ECOLI,2016-12-14T00:00:00Z,150,NA,150,manawatu-whanganui
HRC,00054,tokomaru river at horseshoe bend,ECOLI,2017-01-19T00:00:00Z,92,NA,92,manawatu-whanganui
HRC,00054,tokomaru river at horseshoe bend,ECOLI,2017-02-15T00:00:00Z,58,NA,58,manawatu-whanganui
HRC,00054,tokomaru river at horseshoe bend,ECOLI,2017-03-16T00:00:00Z,150,NA,150,manawatu-whanganui
HRC,00054,tokomaru river at horseshoe bend,ECOLI,2017-04-13T00:00:00Z,86,NA,86,manawatu-whanganui
HRC,00054,tokomaru river at horseshoe bend,ECOLI,2017-04-18T00:00:00Z,56,NA,56,manawatu-whanganui
HRC,00054,tokomaru river at horseshoe bend,ECOLI,2017-05-11T00:00:00Z,44,NA,44,manawatu-whanganui
HRC,00054,tokomaru river at horseshoe bend,ECOLI,2017-06-15T00:00:00Z,8,NA,8,manawatu-whanganui
HRC,00054,tokomaru river at horseshoe bend,ECOLI,2017-07-13T00:00:00Z,3100,NA,3100,manawatu-whanganui
HRC,00054,tokomaru river at horseshoe bend,ECOLI,2017-08-17T00:00:00Z,34,NA,34,manawatu-whanganui
HRC,00054,tokomaru river at horseshoe bend,ECOLI,2017-09-14T00:00:00Z,39,NA,39,manawatu-whanganui
HRC,00054,tokomaru river at horseshoe bend,ECOLI,2017-10-11T00:00:00Z,74,NA,74,manawatu-whanganui
HRC,00054,tokomaru river at horseshoe bend,ECOLI,2017-11-15T00:00:00Z,44,NA,44,manawatu-whanganui
HRC,00054,tokomaru river at horseshoe bend,ECOLI,2017-12-13T00:00:00Z,30,NA,30,manawatu-whanganui
HRC,00054,tokomaru river at horseshoe bend,ECOLI,2018-01-17T00:00:00Z,280,NA,280,manawatu-whanganui
HRC,00054,tokomaru river at horseshoe bend,ECOLI,2018-02-14T00:00:00Z,320,NA,320,manawatu-whanganui
HRC,00054,tokomaru river at horseshoe bend,ECOLI,2018-03-14T00:00:00Z,110,NA,110,manawatu-whanganui
HRC,00054,tokomaru river at horseshoe bend,ECOLI,2018-04-12T00:00:00Z,9700,NA,9700,manawatu-whanganui
HRC,00054,tokomaru river at horseshoe bend,ECOLI,2018-05-17T00:00:00Z,110,NA,110,manawatu-whanganui
HRC,00054,tokomaru river at horseshoe bend,ECOLI,2018-06-14T00:00:00Z,54,NA,54,manawatu-whanganui
HRC,00054,tokomaru river at horseshoe bend,ECOLI,2018-07-12T00:00:00Z,16,NA,16,manawatu-whanganui
HRC,00054,tokomaru river at horseshoe bend,ECOLI,2018-08-16T00:00:00Z,21,NA,21,manawatu-whanganui
HRC,00054,tokomaru river at horseshoe bend,ECOLI,2018-09-13T00:00:00Z,48,NA,48,manawatu-whanganui
HRC,00054,tokomaru river at horseshoe bend,ECOLI,2018-10-11T00:00:00Z,30,NA,30,manawatu-whanganui
HRC,00054,tokomaru river at horseshoe bend,ECOLI,2018-11-15T00:00:00Z,73,NA,73,manawatu-whanganui
HRC,00054,tokomaru river at horseshoe bend,ECOLI,2018-12-13T00:00:00Z,53,NA,53,manawatu-whanganui
HRC,00054,tokomaru river at horseshoe bend,ECOLI,2019-01-17T00:00:00Z,130,NA,130,manawatu-whanganui
HRC,00054,tokomaru river at horseshoe bend,ECOLI,2019-02-14T00:00:00Z,85,NA,85,manawatu-whanganui
HRC,00054,tokomaru river at horseshoe bend,ECOLI,2019-03-14T00:00:00Z,3100,NA,3100,manawatu-whanganui
HRC,00054,tokomaru river at horseshoe bend,ECOLI,2019-04-11T00:00:00Z,310,NA,310,manawatu-whanganui
HRC,00054,tokomaru river at horseshoe bend,ECOLI,2019-05-16T00:00:00Z,180,NA,180,manawatu-whanganui
HRC,00054,tokomaru river at horseshoe bend,ECOLI,2019-06-13T00:00:00Z,1400,NA,1400,manawatu-whanganui
HRC,00054,tokomaru river at horseshoe bend,ECOLI,2019-07-18T00:00:00Z,59,NA,59,manawatu-whanganui
HRC,00054,tokomaru river at horseshoe bend,ECOLI,2019-08-15T00:00:00Z,12,NA,12,manawatu-whanganui
HRC,00054,tokomaru river at horseshoe bend,ECOLI,2019-09-19T00:00:00Z,16,NA,16,manawatu-whanganui
HRC,00054,tokomaru river at horseshoe bend,ECOLI,2019-10-17T00:00:00Z,80,NA,80,manawatu-whanganui
HRC,00054,tokomaru river at horseshoe bend,ECOLI,2019-11-14T00:00:00Z,130,NA,130,manawatu-whanganui
HRC,00054,tokomaru river at horseshoe bend,ECOLI,2019-12-12T00:00:00Z,190,NA,190,manawatu-whanganui
HRC,00054,tokomaru river at horseshoe bend,ECOLI,2020-01-30T00:00:00Z,2900,NA,2900,manawatu-whanganui
HRC,00054,tokomaru river at horseshoe bend,ECOLI,2020-02-20T00:00:00Z,270,NA,270,manawatu-whanganui
HRC,00054,tokomaru river at horseshoe bend,ECOLI,2020-03-12T00:00:00Z,150,NA,150,manawatu-whanganui
HRC,00054,tokomaru river at horseshoe bend,ECOLI,2020-05-21T00:00:00Z,30,NA,30,manawatu-whanganui
HRC,00054,tokomaru river at horseshoe bend,ECOLI,2020-06-18T00:00:00Z,290,NA,290,manawatu-whanganui
HRC,00054,tokomaru river at horseshoe bend,ECOLI,2020-07-23T00:00:00Z,21,NA,21,manawatu-whanganui
HRC,00054,tokomaru river at horseshoe bend,ECOLI,2020-08-20T00:00:00Z,210,NA,210,manawatu-whanganui
HRC,00054,tokomaru river at horseshoe bend,ECOLI,2020-09-17T00:00:00Z,54,NA,54,manawatu-whanganui
HRC,00054,tokomaru river at horseshoe bend,ECOLI,2020-10-15T00:00:00Z,16,NA,16,manawatu-whanganui
HRC,00054,tokomaru river at horseshoe bend,ECOLI,2020-11-12T00:00:00Z,110,NA,110,manawatu-whanganui
HRC,00054,tokomaru river at horseshoe bend,ECOLI,2020-12-10T00:00:00Z,160,NA,160,manawatu-whanganui
HRC,00055,turakina at oneills bridge,ECOLI,2008-08-13T00:00:00Z,119.8,NA,119.8,manawatu-whanganui
HRC,00055,turakina at oneills bridge,ECOLI,2008-09-10T00:00:00Z,158.5,NA,158.5,manawatu-whanganui
HRC,00055,turakina at oneills bridge,ECOLI,2008-10-15T00:00:00Z,261.3,NA,261.3,manawatu-whanganui
HRC,00055,turakina at oneills bridge,ECOLI,2008-11-19T00:00:00Z,191.8,NA,191.8,manawatu-whanganui
HRC,00055,turakina at oneills bridge,ECOLI,2008-12-16T00:00:00Z,365,NA,365,manawatu-whanganui
HRC,00055,turakina at oneills bridge,ECOLI,2009-01-27T00:00:00Z,84,NA,84,manawatu-whanganui
HRC,00055,turakina at oneills bridge,ECOLI,2009-02-18T00:00:00Z,130,NA,130,manawatu-whanganui
HRC,00055,turakina at oneills bridge,ECOLI,2009-03-18T00:00:00Z,102,NA,102,manawatu-whanganui
HRC,00055,turakina at oneills bridge,ECOLI,2009-04-07T00:00:00Z,108,NA,108,manawatu-whanganui
HRC,00055,turakina at oneills bridge,ECOLI,2009-05-20T00:00:00Z,2909,NA,2909,manawatu-whanganui
HRC,00055,turakina at oneills bridge,ECOLI,2009-06-17T00:00:00Z,160,NA,160,manawatu-whanganui
HRC,00055,turakina at oneills bridge,ECOLI,2009-07-21T00:00:00Z,157,NA,157,manawatu-whanganui
HRC,00055,turakina at oneills bridge,ECOLI,2009-08-19T00:00:00Z,12997,NA,12997,manawatu-whanganui
HRC,00055,turakina at oneills bridge,ECOLI,2009-09-23T00:00:00Z,77,NA,77,manawatu-whanganui
HRC,00055,turakina at oneills bridge,ECOLI,2009-10-21T00:00:00Z,1918,NA,1918,manawatu-whanganui
HRC,00055,turakina at oneills bridge,ECOLI,2009-11-18T00:00:00Z,1986,NA,1986,manawatu-whanganui
