Council,SiteID,Site,Indicator,Date,RawValue,Symbol,Value,Region
HRC,00001,arawhata drain at hokio beach road,ECOLI,2006-01-31T00:00:00Z,430,NA,430,manawatu-whanganui
HRC,00001,arawhata drain at hokio beach road,ECOLI,2006-02-28T00:00:00Z,350,NA,350,manawatu-whanganui
HRC,00001,arawhata drain at hokio beach road,ECOLI,2006-03-21T00:00:00Z,410,NA,410,manawatu-whanganui
HRC,00001,arawhata drain at hokio beach road,ECOLI,2006-05-03T00:00:00Z,390,NA,390,manawatu-whanganui
HRC,00001,arawhata drain at hokio beach road,ECOLI,2006-05-23T00:00:00Z,230,NA,230,manawatu-whanganui
HRC,00001,arawhata drain at hokio beach road,ECOLI,2006-06-26T00:00:00Z,65,NA,65,manawatu-whanganui
HRC,00001,arawhata drain at hokio beach road,ECOLI,2006-07-25T00:00:00Z,30,NA,30,manawatu-whanganui
HRC,00001,arawhata drain at hokio beach road,ECOLI,2006-08-22T00:00:00Z,30,NA,30,manawatu-whanganui
HRC,00001,arawhata drain at hokio beach road,ECOLI,2006-09-26T00:00:00Z,510,NA,510,manawatu-whanganui
HRC,00001,arawhata drain at hokio beach road,ECOLI,2006-10-25T00:00:00Z,240,NA,240,manawatu-whanganui
HRC,00001,arawhata drain at hokio beach road,ECOLI,2006-11-29T00:00:00Z,295,NA,295,manawatu-whanganui
HRC,00001,arawhata drain at hokio beach road,ECOLI,2006-12-19T00:00:00Z,600,NA,600,manawatu-whanganui
HRC,00001,arawhata drain at hokio beach road,ECOLI,2007-01-29T00:00:00Z,14100,NA,14100,manawatu-whanganui
HRC,00001,arawhata drain at hokio beach road,ECOLI,2007-02-07T00:00:00Z,20,NA,20,manawatu-whanganui
HRC,00001,arawhata drain at hokio beach road,ECOLI,2007-02-26T00:00:00Z,1300,NA,1300,manawatu-whanganui
HRC,00001,arawhata drain at hokio beach road,ECOLI,2007-03-27T00:00:00Z,290,NA,290,manawatu-whanganui
HRC,00001,arawhata drain at hokio beach road,ECOLI,2007-04-23T00:00:00Z,790,NA,790,manawatu-whanganui
HRC,00001,arawhata drain at hokio beach road,ECOLI,2007-05-22T00:00:00Z,1150,NA,1150,manawatu-whanganui
HRC,00001,arawhata drain at hokio beach road,ECOLI,2007-06-26T00:00:00Z,275,NA,275,manawatu-whanganui
HRC,00001,arawhata drain at hokio beach road,ECOLI,2007-07-18T00:00:00Z,185,NA,185,manawatu-whanganui
HRC,00001,arawhata drain at hokio beach road,ECOLI,2007-08-22T00:00:00Z,50,NA,50,manawatu-whanganui
HRC,00001,arawhata drain at hokio beach road,ECOLI,2007-09-19T00:00:00Z,160,NA,160,manawatu-whanganui
HRC,00001,arawhata drain at hokio beach road,ECOLI,2007-10-25T00:00:00Z,365,NA,365,manawatu-whanganui
HRC,00001,arawhata drain at hokio beach road,ECOLI,2007-11-21T00:00:00Z,325,NA,325,manawatu-whanganui
HRC,00001,arawhata drain at hokio beach road,ECOLI,2008-01-23T00:00:00Z,240,NA,240,manawatu-whanganui
HRC,00001,arawhata drain at hokio beach road,ECOLI,2008-02-21T00:00:00Z,175,NA,175,manawatu-whanganui
HRC,00001,arawhata drain at hokio beach road,ECOLI,2008-03-19T00:00:00Z,720,NA,720,manawatu-whanganui
HRC,00001,arawhata drain at hokio beach road,ECOLI,2008-04-16T00:00:00Z,2600,NA,2600,manawatu-whanganui
HRC,00001,arawhata drain at hokio beach road,ECOLI,2008-05-21T00:00:00Z,544,NA,544,manawatu-whanganui
HRC,00001,arawhata drain at hokio beach road,ECOLI,2008-06-18T00:00:00Z,1203,NA,1203,manawatu-whanganui
HRC,00001,arawhata drain at hokio beach road,ECOLI,2008-07-10T00:00:00Z,89,NA,89,manawatu-whanganui
HRC,00001,arawhata drain at hokio beach road,ECOLI,2008-08-13T00:00:00Z,210,NA,210,manawatu-whanganui
HRC,00001,arawhata drain at hokio beach road,ECOLI,2008-09-09T00:00:00Z,228,NA,228,manawatu-whanganui
HRC,00001,arawhata drain at hokio beach road,ECOLI,2008-10-29T00:00:00Z,1723,NA,1723,manawatu-whanganui
HRC,00001,arawhata drain at hokio beach road,ECOLI,2008-11-25T00:00:00Z,538,NA,538,manawatu-whanganui
HRC,00001,arawhata drain at hokio beach road,ECOLI,2008-12-15T00:00:00Z,2382,NA,2382,manawatu-whanganui
HRC,00001,arawhata drain at hokio beach road,ECOLI,2009-01-26T00:00:00Z,2247,NA,2247,manawatu-whanganui
HRC,00001,arawhata drain at hokio beach road,ECOLI,2009-02-24T00:00:00Z,784,NA,784,manawatu-whanganui
HRC,00001,arawhata drain at hokio beach road,ECOLI,2009-03-30T00:00:00Z,1211,NA,1211,manawatu-whanganui
HRC,00001,arawhata drain at hokio beach road,ECOLI,2009-04-14T00:00:00Z,1296,NA,1296,manawatu-whanganui
HRC,00001,arawhata drain at hokio beach road,ECOLI,2009-05-26T00:00:00Z,1354,NA,1354,manawatu-whanganui
HRC,00001,arawhata drain at hokio beach road,ECOLI,2009-06-23T00:00:00Z,213,NA,213,manawatu-whanganui
HRC,00001,arawhata drain at hokio beach road,ECOLI,2009-07-19T00:00:00Z,173,NA,173,manawatu-whanganui
HRC,00001,arawhata drain at hokio beach road,ECOLI,2009-08-17T00:00:00Z,650,NA,650,manawatu-whanganui
HRC,00001,arawhata drain at hokio beach road,ECOLI,2009-09-21T00:00:00Z,517,NA,517,manawatu-whanganui
HRC,00001,arawhata drain at hokio beach road,ECOLI,2009-10-19T00:00:00Z,488,NA,488,manawatu-whanganui
HRC,00001,arawhata drain at hokio beach road,ECOLI,2009-11-10T00:00:00Z,435,NA,435,manawatu-whanganui
HRC,00001,arawhata drain at hokio beach road,ECOLI,2009-11-29T00:00:00Z,1203,NA,1203,manawatu-whanganui
HRC,00001,arawhata drain at hokio beach road,ECOLI,2010-01-11T00:00:00Z,192,NA,192,manawatu-whanganui
HRC,00001,arawhata drain at hokio beach road,ECOLI,2010-02-08T00:00:00Z,361,NA,361,manawatu-whanganui
HRC,00001,arawhata drain at hokio beach road,ECOLI,2010-03-01T00:00:00Z,1300,NA,1300,manawatu-whanganui
HRC,00001,arawhata drain at hokio beach road,ECOLI,2010-04-06T00:00:00Z,1553,NA,1553,manawatu-whanganui
HRC,00001,arawhata drain at hokio beach road,ECOLI,2010-05-11T00:00:00Z,852,NA,852,manawatu-whanganui
HRC,00001,arawhata drain at hokio beach road,ECOLI,2010-06-07T00:00:00Z,529,NA,529,manawatu-whanganui
HRC,00001,arawhata drain at hokio beach road,ECOLI,2010-07-12T00:00:00Z,196,NA,196,manawatu-whanganui
HRC,00001,arawhata drain at hokio beach road,ECOLI,2010-08-09T00:00:00Z,56,NA,56,manawatu-whanganui
HRC,00001,arawhata drain at hokio beach road,ECOLI,2012-11-26T00:00:00Z,271,NA,271,manawatu-whanganui
HRC,00001,arawhata drain at hokio beach road,ECOLI,2012-12-17T00:00:00Z,1954,NA,1954,manawatu-whanganui
HRC,00001,arawhata drain at hokio beach road,ECOLI,2013-01-08T00:00:00Z,716,NA,716,manawatu-whanganui
HRC,00001,arawhata drain at hokio beach road,ECOLI,2013-02-11T00:00:00Z,1744,NA,1744,manawatu-whanganui
HRC,00001,arawhata drain at hokio beach road,ECOLI,2013-03-04T00:00:00Z,1642,NA,1642,manawatu-whanganui
HRC,00001,arawhata drain at hokio beach road,ECOLI,2013-04-01T00:00:00Z,1741,NA,1741,manawatu-whanganui
HRC,00001,arawhata drain at hokio beach road,ECOLI,2013-05-09T00:00:00Z,1462,NA,1462,manawatu-whanganui
HRC,00001,arawhata drain at hokio beach road,ECOLI,2013-06-03T00:00:00Z,4027,NA,4027,manawatu-whanganui
HRC,00001,arawhata drain at hokio beach road,ECOLI,2013-07-02T00:00:00Z,219,NA,219,manawatu-whanganui
HRC,00001,arawhata drain at hokio beach road,ECOLI,2013-09-16T00:00:00Z,283,NA,283,manawatu-whanganui
HRC,00001,arawhata drain at hokio beach road,ECOLI,2013-10-29T00:00:00Z,560,NA,560,manawatu-whanganui
HRC,00001,arawhata drain at hokio beach road,ECOLI,2013-11-04T00:00:00Z,318,NA,318,manawatu-whanganui
HRC,00001,arawhata drain at hokio beach road,ECOLI,2013-12-05T00:00:00Z,1102,NA,1102,manawatu-whanganui
HRC,00001,arawhata drain at hokio beach road,ECOLI,2014-01-14T00:00:00Z,428,NA,428,manawatu-whanganui
HRC,00001,arawhata drain at hokio beach road,ECOLI,2014-02-25T00:00:00Z,1844,NA,1844,manawatu-whanganui
HRC,00001,arawhata drain at hokio beach road,ECOLI,2014-04-08T00:00:00Z,3466,NA,3466,manawatu-whanganui
HRC,00001,arawhata drain at hokio beach road,ECOLI,2014-05-05T00:00:00Z,9678,NA,9678,manawatu-whanganui
HRC,00001,arawhata drain at hokio beach road,ECOLI,2014-06-04T00:00:00Z,208,NA,208,manawatu-whanganui
HRC,00001,arawhata drain at hokio beach road,ECOLI,2014-07-07T00:00:00Z,1954,NA,1954,manawatu-whanganui
HRC,00001,arawhata drain at hokio beach road,ECOLI,2014-08-05T00:00:00Z,420,NA,420,manawatu-whanganui
HRC,00001,arawhata drain at hokio beach road,ECOLI,2014-09-02T00:00:00Z,4480,NA,4480,manawatu-whanganui
HRC,00001,arawhata drain at hokio beach road,ECOLI,2014-10-06T00:00:00Z,434,NA,434,manawatu-whanganui
HRC,00001,arawhata drain at hokio beach road,ECOLI,2014-11-03T00:00:00Z,154,NA,154,manawatu-whanganui
HRC,00001,arawhata drain at hokio beach road,ECOLI,2014-12-01T00:00:00Z,384,NA,384,manawatu-whanganui
HRC,00001,arawhata drain at hokio beach road,ECOLI,2015-01-12T00:00:00Z,330,NA,330,manawatu-whanganui
HRC,00001,arawhata drain at hokio beach road,ECOLI,2015-02-09T00:00:00Z,400,NA,400,manawatu-whanganui
HRC,00001,arawhata drain at hokio beach road,ECOLI,2015-03-02T00:00:00Z,400,NA,400,manawatu-whanganui
HRC,00001,arawhata drain at hokio beach road,ECOLI,2015-04-07T00:00:00Z,1300,NA,1300,manawatu-whanganui
HRC,00001,arawhata drain at hokio beach road,ECOLI,2015-05-05T00:00:00Z,2900,NA,2900,manawatu-whanganui
HRC,00001,arawhata drain at hokio beach road,ECOLI,2015-06-01T00:00:00Z,410,NA,410,manawatu-whanganui
HRC,00001,arawhata drain at hokio beach road,ECOLI,2015-06-21T00:00:00Z,4500,NA,4500,manawatu-whanganui
HRC,00001,arawhata drain at hokio beach road,ECOLI,2015-06-22T00:00:00Z,870,NA,870,manawatu-whanganui
HRC,00001,arawhata drain at hokio beach road,ECOLI,2015-07-06T00:00:00Z,540,NA,540,manawatu-whanganui
HRC,00001,arawhata drain at hokio beach road,ECOLI,2015-08-31T00:00:00Z,910,NA,910,manawatu-whanganui
HRC,00001,arawhata drain at hokio beach road,ECOLI,2015-09-02T00:00:00Z,1200,NA,1200,manawatu-whanganui
HRC,00001,arawhata drain at hokio beach road,ECOLI,2015-10-07T00:00:00Z,3700,NA,3700,manawatu-whanganui
HRC,00001,arawhata drain at hokio beach road,ECOLI,2015-11-05T00:00:00Z,1200,NA,1200,manawatu-whanganui
HRC,00001,arawhata drain at hokio beach road,ECOLI,2015-11-30T00:00:00Z,5700,NA,5700,manawatu-whanganui
HRC,00001,arawhata drain at hokio beach road,ECOLI,2016-01-13T00:00:00Z,690,NA,690,manawatu-whanganui
HRC,00001,arawhata drain at hokio beach road,ECOLI,2016-02-10T00:00:00Z,1100,NA,1100,manawatu-whanganui
HRC,00001,arawhata drain at hokio beach road,ECOLI,2016-03-02T00:00:00Z,770,NA,770,manawatu-whanganui
HRC,00001,arawhata drain at hokio beach road,ECOLI,2016-04-07T00:00:00Z,500,NA,500,manawatu-whanganui
HRC,00001,arawhata drain at hokio beach road,ECOLI,2016-05-05T00:00:00Z,20000,NA,20000,manawatu-whanganui
HRC,00001,arawhata drain at hokio beach road,ECOLI,2016-06-09T00:00:00Z,400,NA,400,manawatu-whanganui
HRC,00001,arawhata drain at hokio beach road,ECOLI,2016-07-07T00:00:00Z,190,NA,190,manawatu-whanganui
HRC,00001,arawhata drain at hokio beach road,ECOLI,2016-08-11T00:00:00Z,200,NA,200,manawatu-whanganui
HRC,00001,arawhata drain at hokio beach road,ECOLI,2016-09-07T00:00:00Z,810,NA,810,manawatu-whanganui
HRC,00001,arawhata drain at hokio beach road,ECOLI,2016-10-05T00:00:00Z,650,NA,650,manawatu-whanganui
HRC,00001,arawhata drain at hokio beach road,ECOLI,2016-11-10T00:00:00Z,21000,NA,21000,manawatu-whanganui
HRC,00001,arawhata drain at hokio beach road,ECOLI,2016-12-07T00:00:00Z,670,NA,670,manawatu-whanganui
HRC,00001,arawhata drain at hokio beach road,ECOLI,2017-01-11T00:00:00Z,340,NA,340,manawatu-whanganui
HRC,00001,arawhata drain at hokio beach road,ECOLI,2017-02-06T00:00:00Z,3900,NA,3900,manawatu-whanganui
HRC,00001,arawhata drain at hokio beach road,ECOLI,2017-03-07T00:00:00Z,220,NA,220,manawatu-whanganui
HRC,00001,arawhata drain at hokio beach road,ECOLI,2017-04-05T00:00:00Z,720,NA,720,manawatu-whanganui
HRC,00001,arawhata drain at hokio beach road,ECOLI,2017-05-04T00:00:00Z,1200,NA,1200,manawatu-whanganui
HRC,00001,arawhata drain at hokio beach road,ECOLI,2017-06-08T00:00:00Z,120,NA,120,manawatu-whanganui
HRC,00001,arawhata drain at hokio beach road,ECOLI,2017-07-06T00:00:00Z,200,NA,200,manawatu-whanganui
HRC,00001,arawhata drain at hokio beach road,ECOLI,2017-08-02T00:00:00Z,67,NA,67,manawatu-whanganui
HRC,00001,arawhata drain at hokio beach road,ECOLI,2017-09-06T00:00:00Z,12000,NA,12000,manawatu-whanganui
HRC,00001,arawhata drain at hokio beach road,ECOLI,2017-10-04T00:00:00Z,360,NA,360,manawatu-whanganui
HRC,00001,arawhata drain at hokio beach road,ECOLI,2017-11-07T00:00:00Z,910,NA,910,manawatu-whanganui
HRC,00001,arawhata drain at hokio beach road,ECOLI,2017-12-06T00:00:00Z,780,NA,780,manawatu-whanganui
HRC,00001,arawhata drain at hokio beach road,ECOLI,2018-01-09T00:00:00Z,1700,NA,1700,manawatu-whanganui
HRC,00001,arawhata drain at hokio beach road,ECOLI,2018-02-13T00:00:00Z,1600,NA,1600,manawatu-whanganui
HRC,00001,arawhata drain at hokio beach road,ECOLI,2018-04-10T00:00:00Z,4200,NA,4200,manawatu-whanganui
HRC,00001,arawhata drain at hokio beach road,ECOLI,2018-05-10T00:00:00Z,300,NA,300,manawatu-whanganui
HRC,00001,arawhata drain at hokio beach road,ECOLI,2019-02-19T00:00:00Z,320,NA,320,manawatu-whanganui
HRC,00001,arawhata drain at hokio beach road,ECOLI,2019-03-20T00:00:00Z,440,NA,440,manawatu-whanganui
HRC,00001,arawhata drain at hokio beach road,ECOLI,2019-05-15T00:00:00Z,3100,NA,3100,manawatu-whanganui
HRC,00001,arawhata drain at hokio beach road,ECOLI,2019-06-26T00:00:00Z,74,NA,74,manawatu-whanganui
HRC,00001,arawhata drain at hokio beach road,ECOLI,2019-07-10T00:00:00Z,110,NA,110,manawatu-whanganui
HRC,00001,arawhata drain at hokio beach road,ECOLI,2019-08-27T00:00:00Z,58,NA,58,manawatu-whanganui
HRC,00001,arawhata drain at hokio beach road,ECOLI,2019-09-15T00:00:00Z,250,NA,250,manawatu-whanganui
HRC,00001,arawhata drain at hokio beach road,ECOLI,2019-10-30T00:00:00Z,120,NA,120,manawatu-whanganui
HRC,00001,arawhata drain at hokio beach road,ECOLI,2019-11-11T00:00:00Z,1000,NA,1000,manawatu-whanganui
HRC,00001,arawhata drain at hokio beach road,ECOLI,2019-12-11T00:00:00Z,200,NA,200,manawatu-whanganui
HRC,00001,arawhata drain at hokio beach road,ECOLI,2020-01-08T00:00:00Z,150,NA,150,manawatu-whanganui
HRC,00001,arawhata drain at hokio beach road,ECOLI,2020-02-12T00:00:00Z,450,NA,450,manawatu-whanganui
HRC,00001,arawhata drain at hokio beach road,ECOLI,2020-05-13T00:00:00Z,1000,NA,1000,manawatu-whanganui
HRC,00001,arawhata drain at hokio beach road,ECOLI,2020-06-23T00:00:00Z,100,NA,100,manawatu-whanganui
HRC,00001,arawhata drain at hokio beach road,ECOLI,2020-07-27T00:00:00Z,58,NA,58,manawatu-whanganui
HRC,00001,arawhata drain at hokio beach road,ECOLI,2020-08-17T00:00:00Z,39,NA,39,manawatu-whanganui
HRC,00001,arawhata drain at hokio beach road,ECOLI,2020-09-22T00:00:00Z,230,NA,230,manawatu-whanganui
HRC,00001,arawhata drain at hokio beach road,ECOLI,2020-10-20T00:00:00Z,1100,NA,1100,manawatu-whanganui
HRC,00001,arawhata drain at hokio beach road,ECOLI,2020-11-16T00:00:00Z,340,NA,340,manawatu-whanganui
HRC,00001,arawhata drain at hokio beach road,ECOLI,2020-12-10T00:00:00Z,1700,NA,1700,manawatu-whanganui
HRC,00002,hautapu at us rangitikei river conf,ECOLI,2006-01-10T00:00:00Z,175,NA,175,manawatu-whanganui
HRC,00002,hautapu at us rangitikei river conf,ECOLI,2006-02-08T00:00:00Z,1300,NA,1300,manawatu-whanganui
HRC,00002,hautapu at us rangitikei river conf,ECOLI,2006-03-07T00:00:00Z,<10,<,10,manawatu-whanganui
HRC,00002,hautapu at us rangitikei river conf,ECOLI,2006-04-04T00:00:00Z,160,NA,160,manawatu-whanganui
HRC,00002,hautapu at us rangitikei river conf,ECOLI,2006-05-01T00:00:00Z,1450,NA,1450,manawatu-whanganui
HRC,00002,hautapu at us rangitikei river conf,ECOLI,2006-06-06T00:00:00Z,550,NA,550,manawatu-whanganui
HRC,00002,hautapu at us rangitikei river conf,ECOLI,2006-07-04T00:00:00Z,325,NA,325,manawatu-whanganui
HRC,00002,hautapu at us rangitikei river conf,ECOLI,2006-08-01T00:00:00Z,1450,NA,1450,manawatu-whanganui
HRC,00002,hautapu at us rangitikei river conf,ECOLI,2006-09-05T00:00:00Z,85,NA,85,manawatu-whanganui
HRC,00002,hautapu at us rangitikei river conf,ECOLI,2006-10-03T00:00:00Z,305,NA,305,manawatu-whanganui
HRC,00002,hautapu at us rangitikei river conf,ECOLI,2006-11-07T00:00:00Z,1800,NA,1800,manawatu-whanganui
HRC,00002,hautapu at us rangitikei river conf,ECOLI,2006-12-05T00:00:00Z,370,NA,370,manawatu-whanganui
HRC,00002,hautapu at us rangitikei river conf,ECOLI,2007-01-09T00:00:00Z,40,NA,40,manawatu-whanganui
HRC,00002,hautapu at us rangitikei river conf,ECOLI,2007-02-08T00:00:00Z,<10,<,10,manawatu-whanganui
HRC,00002,hautapu at us rangitikei river conf,ECOLI,2007-03-07T00:00:00Z,65,NA,65,manawatu-whanganui
HRC,00002,hautapu at us rangitikei river conf,ECOLI,2007-04-04T00:00:00Z,290,NA,290,manawatu-whanganui
HRC,00002,hautapu at us rangitikei river conf,ECOLI,2007-05-03T00:00:00Z,160,NA,160,manawatu-whanganui
HRC,00002,hautapu at us rangitikei river conf,ECOLI,2007-06-06T00:00:00Z,100,NA,100,manawatu-whanganui
HRC,00002,hautapu at us rangitikei river conf,ECOLI,2007-07-11T00:00:00Z,300,NA,300,manawatu-whanganui
HRC,00002,hautapu at us rangitikei river conf,ECOLI,2007-08-16T00:00:00Z,110,NA,110,manawatu-whanganui
HRC,00002,hautapu at us rangitikei river conf,ECOLI,2007-09-13T00:00:00Z,200,NA,200,manawatu-whanganui
HRC,00002,hautapu at us rangitikei river conf,ECOLI,2007-10-10T00:00:00Z,120,NA,120,manawatu-whanganui
HRC,00002,hautapu at us rangitikei river conf,ECOLI,2007-11-14T00:00:00Z,4350,NA,4350,manawatu-whanganui
HRC,00002,hautapu at us rangitikei river conf,ECOLI,2007-12-12T00:00:00Z,290,NA,290,manawatu-whanganui
HRC,00002,hautapu at us rangitikei river conf,ECOLI,2008-01-16T00:00:00Z,30,NA,30,manawatu-whanganui
HRC,00002,hautapu at us rangitikei river conf,ECOLI,2008-02-13T00:00:00Z,100,NA,100,manawatu-whanganui
HRC,00002,hautapu at us rangitikei river conf,ECOLI,2008-03-16T00:00:00Z,50,NA,50,manawatu-whanganui
HRC,00002,hautapu at us rangitikei river conf,ECOLI,2008-04-10T00:00:00Z,290,NA,290,manawatu-whanganui
HRC,00002,hautapu at us rangitikei river conf,ECOLI,2008-05-15T00:00:00Z,152.25,NA,152.25,manawatu-whanganui
HRC,00002,hautapu at us rangitikei river conf,ECOLI,2008-06-12T00:00:00Z,174.9,NA,174.9,manawatu-whanganui
HRC,00002,hautapu at us rangitikei river conf,ECOLI,2008-07-22T00:00:00Z,191.8,NA,191.8,manawatu-whanganui
HRC,00002,hautapu at us rangitikei river conf,ECOLI,2008-08-20T00:00:00Z,67.7,NA,67.7,manawatu-whanganui
HRC,00002,hautapu at us rangitikei river conf,ECOLI,2008-09-17T00:00:00Z,40.799999999999997,NA,40.8,manawatu-whanganui
HRC,00002,hautapu at us rangitikei river conf,ECOLI,2008-10-21T00:00:00Z,648.79999999999995,NA,648.8,manawatu-whanganui
HRC,00002,hautapu at us rangitikei river conf,ECOLI,2008-11-19T00:00:00Z,218.7,NA,218.7,manawatu-whanganui
HRC,00002,hautapu at us rangitikei river conf,ECOLI,2008-12-16T00:00:00Z,40,NA,40,manawatu-whanganui
HRC,00002,hautapu at us rangitikei river conf,ECOLI,2009-01-26T00:00:00Z,61,NA,61,manawatu-whanganui
HRC,00002,hautapu at us rangitikei river conf,ECOLI,2009-02-18T00:00:00Z,83.5,NA,83.5,manawatu-whanganui
HRC,00002,hautapu at us rangitikei river conf,ECOLI,2009-03-17T00:00:00Z,17,NA,17,manawatu-whanganui
HRC,00002,hautapu at us rangitikei river conf,ECOLI,2009-04-07T00:00:00Z,12,NA,12,manawatu-whanganui
HRC,00002,hautapu at us rangitikei river conf,ECOLI,2009-05-20T00:00:00Z,179,NA,179,manawatu-whanganui
HRC,00002,hautapu at us rangitikei river conf,ECOLI,2009-06-17T00:00:00Z,173,NA,173,manawatu-whanganui
HRC,00002,hautapu at us rangitikei river conf,ECOLI,2009-07-21T00:00:00Z,238,NA,238,manawatu-whanganui
HRC,00002,hautapu at us rangitikei river conf,ECOLI,2009-08-19T00:00:00Z,8664,NA,8664,manawatu-whanganui
HRC,00002,hautapu at us rangitikei river conf,ECOLI,2009-09-23T00:00:00Z,109,NA,109,manawatu-whanganui
HRC,00002,hautapu at us rangitikei river conf,ECOLI,2009-10-20T00:00:00Z,884,NA,884,manawatu-whanganui
HRC,00002,hautapu at us rangitikei river conf,ECOLI,2009-11-18T00:00:00Z,1300,NA,1300,manawatu-whanganui
HRC,00002,hautapu at us rangitikei river conf,ECOLI,2009-12-02T00:00:00Z,2143,NA,2143,manawatu-whanganui
HRC,00002,hautapu at us rangitikei river conf,ECOLI,2010-01-13T00:00:00Z,152.69999999999999,NA,152.7,manawatu-whanganui
HRC,00002,hautapu at us rangitikei river conf,ECOLI,2010-02-08T00:00:00Z,52,NA,52,manawatu-whanganui
HRC,00002,hautapu at us rangitikei river conf,ECOLI,2010-03-02T00:00:00Z,150,NA,150,manawatu-whanganui
HRC,00002,hautapu at us rangitikei river conf,ECOLI,2010-04-08T00:00:00Z,613,NA,613,manawatu-whanganui
HRC,00002,hautapu at us rangitikei river conf,ECOLI,2010-05-12T00:00:00Z,15,NA,15,manawatu-whanganui
HRC,00002,hautapu at us rangitikei river conf,ECOLI,2010-06-09T00:00:00Z,1203,NA,1203,manawatu-whanganui
HRC,00002,hautapu at us rangitikei river conf,ECOLI,2010-07-14T00:00:00Z,96,NA,96,manawatu-whanganui
HRC,00002,hautapu at us rangitikei river conf,ECOLI,2010-08-11T00:00:00Z,69,NA,69,manawatu-whanganui
HRC,00002,hautapu at us rangitikei river conf,ECOLI,2010-09-15T00:00:00Z,2410,NA,2410,manawatu-whanganui
HRC,00002,hautapu at us rangitikei river conf,ECOLI,2010-10-13T00:00:00Z,101,NA,101,manawatu-whanganui
HRC,00002,hautapu at us rangitikei river conf,ECOLI,2010-11-09T00:00:00Z,30,NA,30,manawatu-whanganui
HRC,00002,hautapu at us rangitikei river conf,ECOLI,2010-12-01T00:00:00Z,290,NA,290,manawatu-whanganui
HRC,00002,hautapu at us rangitikei river conf,ECOLI,2011-01-24T00:00:00Z,2280,NA,2280,manawatu-whanganui
HRC,00002,hautapu at us rangitikei river conf,ECOLI,2011-02-16T00:00:00Z,260,NA,260,manawatu-whanganui
HRC,00002,hautapu at us rangitikei river conf,ECOLI,2011-03-16T00:00:00Z,67,NA,67,manawatu-whanganui
HRC,00002,hautapu at us rangitikei river conf,ECOLI,2011-04-19T00:00:00Z,310,NA,310,manawatu-whanganui
HRC,00002,hautapu at us rangitikei river conf,ECOLI,2011-05-18T00:00:00Z,1986,NA,1986,manawatu-whanganui
HRC,00002,hautapu at us rangitikei river conf,ECOLI,2011-06-08T00:00:00Z,173,NA,173,manawatu-whanganui
HRC,00002,hautapu at us rangitikei river conf,ECOLI,2011-07-13T00:00:00Z,2847,NA,2847,manawatu-whanganui
HRC,00002,hautapu at us rangitikei river conf,ECOLI,2011-08-10T00:00:00Z,159,NA,159,manawatu-whanganui
HRC,00002,hautapu at us rangitikei river conf,ECOLI,2011-09-14T00:00:00Z,7710,NA,7710,manawatu-whanganui
HRC,00002,hautapu at us rangitikei river conf,ECOLI,2011-10-11T00:00:00Z,16640,NA,16640,manawatu-whanganui
HRC,00002,hautapu at us rangitikei river conf,ECOLI,2011-11-16T00:00:00Z,820,NA,820,manawatu-whanganui
HRC,00002,hautapu at us rangitikei river conf,ECOLI,2011-12-18T00:00:00Z,270,NA,270,manawatu-whanganui
HRC,00002,hautapu at us rangitikei river conf,ECOLI,2012-01-11T00:00:00Z,810,NA,810,manawatu-whanganui
HRC,00002,hautapu at us rangitikei river conf,ECOLI,2012-02-07T00:00:00Z,36,NA,36,manawatu-whanganui
HRC,00002,hautapu at us rangitikei river conf,ECOLI,2012-03-13T00:00:00Z,130,NA,130,manawatu-whanganui
HRC,00002,hautapu at us rangitikei river conf,ECOLI,2012-04-03T00:00:00Z,33,NA,33,manawatu-whanganui
HRC,00002,hautapu at us rangitikei river conf,ECOLI,2012-05-16T00:00:00Z,1200,NA,1200,manawatu-whanganui
HRC,00002,hautapu at us rangitikei river conf,ECOLI,2012-06-06T00:00:00Z,96,NA,96,manawatu-whanganui
HRC,00002,hautapu at us rangitikei river conf,ECOLI,2012-07-04T00:00:00Z,610,NA,610,manawatu-whanganui
HRC,00002,hautapu at us rangitikei river conf,ECOLI,2012-08-08T00:00:00Z,78,NA,78,manawatu-whanganui
HRC,00002,hautapu at us rangitikei river conf,ECOLI,2012-09-05T00:00:00Z,384,NA,384,manawatu-whanganui
HRC,00002,hautapu at us rangitikei river conf,ECOLI,2012-10-02T00:00:00Z,646,NA,646,manawatu-whanganui
HRC,00002,hautapu at us rangitikei river conf,ECOLI,2012-11-06T00:00:00Z,25,NA,25,manawatu-whanganui
HRC,00002,hautapu at us rangitikei river conf,ECOLI,2012-12-17T00:00:00Z,110,NA,110,manawatu-whanganui
HRC,00002,hautapu at us rangitikei river conf,ECOLI,2013-01-08T00:00:00Z,16,NA,16,manawatu-whanganui
HRC,00002,hautapu at us rangitikei river conf,ECOLI,2013-02-12T00:00:00Z,84,NA,84,manawatu-whanganui
HRC,00002,hautapu at us rangitikei river conf,ECOLI,2013-03-06T00:00:00Z,960,NA,960,manawatu-whanganui
HRC,00002,hautapu at us rangitikei river conf,ECOLI,2013-04-03T00:00:00Z,58,NA,58,manawatu-whanganui
HRC,00002,hautapu at us rangitikei river conf,ECOLI,2013-05-08T00:00:00Z,39,NA,39,manawatu-whanganui
HRC,00002,hautapu at us rangitikei river conf,ECOLI,2013-06-05T00:00:00Z,9678,NA,9678,manawatu-whanganui
