school,long,lat,x,y
Te Kura o Te Kao,172.965948,-34.654712,1596879.7022457172,6165246.445356902
Taipa Area School,173.464302,-34.994709,1642371.2127858659,6127445.227411663
Kaitaia College,173.2587,-35.121322,1623571.9338320754,6113472.036651628
Whangaroa College,173.78695,-35.100861,1671723.0323376113,6115488.503729057
Kerikeri High School,173.955389,-35.228354,1686939.2932591673,6101214.728826866
Broadwood Area School,173.39499,-35.261248,1635928.6538992452,6097913.403846549
Okaihau College,173.765764,-35.323759,1669601.5741381308,6090783.394992885
Bay of Islands College,174.075901,-35.379502,1697724.215431652,6084339.007417304
Northland College,173.809917,-35.413889,1673533.0055402475,6080755.469419279
Te Kura Taumata o Panguru,173.383068,-35.380527,1634793.078141004,6084689.266164487
Opononi Area School,173.390212,-35.528555,1635377.0962998942,6068269.627578864
Tauraroa Area School,174.218169,-35.873069,1709968.9622632042,6029444.7998794215
Te Kamo High School,174.302813,-35.684394,1717888.7805610935,6050274.04120356
Tikipunga High School,174.328317,-35.683559,1720197.968028789,6050335.741069028
Whangārei Boys' High School,174.318379,-35.716116,1719250.1409971933,6046736.685454252
Whangārei Girls' High School,174.31955,-35.713289,1719360.2827773765,6047048.829138753
Pompallier Catholic College,174.275713,-35.744864,1715349.2362279259,6043599.013933028
Mangakahia Area School,174.058779,-35.732278,1695748.4694561986,6045228.48222287
Dargaville High School,173.868056,-35.931691,1678304.178641283,6023279.869698289
Bream Bay College,174.455784,-35.876079,1731415.7810109197,6028817.535838474
Otamatea High School,174.365259,-36.117231,1722868.7562463728,6002185.827696174
Ruawai College,174.011673,-36.122571,1691039.8336418709,6001982.643170397
Rodney College,174.520831,-36.28816,1736573.3384458118,5983016.712299873
Mahurangi College,174.655544,-36.406517,1748446.865359229,5969688.250722669
Orewa College,174.689747,-36.591698,1751153.511339145,5949091.459921878
Kaipara College,174.459138,-36.680156,1730374.1994515576,5939616.224573075
Long Bay College,174.738757,-36.691395,1755337.624179158,5937952.715786781
Rangitoto College,174.736684,-36.737197,1755060.3032024684,5932874.681437021
Kristin School,174.692243,-36.742989,1751080.6848068403,5932303.150439191
Glenfield College,174.714953,-36.779801,1753035.187298345,5928183.038552992
Birkenhead College,174.701151,-36.799175,1751765.2209312303,5926055.615811186
Northcote College,174.733677,-36.808881,1754647.6955251282,5924926.671423923
Carmel College,174.756742,-36.779176,1756765.864865587,5928184.707715388
Takapuna Grammar School,174.788477,-36.800616,1759553.5708646567,5925753.57361491
Westlake Boys High School,174.749491,-36.777366,1756122.4242127128,5928397.374848414
Westlake Girls' High School,174.752309,-36.782458,1756363.5734328823,5927827.845442636
Rosmini College,174.760146,-36.792443,1757042.5680972135,5926707.227192842
Rutherford College,174.646309,-36.85259,1746770.108543408,5920215.240012325
Macleans College,174.914424,-36.882722,1770608.1302081738,5916426.495459523
Green Bay High School,174.669395,-36.93095,1748676.3112613014,5911485.899333237
Massey High School,174.601693,-36.84188,1742812.1738420438,5921471.076533884
Waitakere College,174.620712,-36.867097,1744460.61977725,5918644.821184779
Henderson High School,174.628205,-36.883656,1745097.215634211,5916796.34191031
Liston College,174.623159,-36.866064,1744680.6956578759,5918755.720030689
St Dominic's Catholic College (Henderson),174.621071,-36.868859,1744489.3020997737,5918448.795732831
Western Springs College-Ngā Puna o Waiōrea,174.717535,-36.861976,1753101.7762675458,5919062.075992919
Selwyn College,174.838551,-36.86233,1763889.44867983,5918821.896247996
St Mary's College (Ponsonby),174.748234,-36.846003,1755870.977122316,5920784.533357596
St Paul's College (Ponsonby),174.73779,-36.854456,1754922.6543342583,5919863.710005209
Tyndale Park Christian School,174.922239,-36.974546,1771099.2197205864,5906224.673045618
Auckland Girls' Grammar School,174.753659,-36.856867,1756332.5759213502,5919570.357376397
Auckland Grammar School,174.768851,-36.869414,1757661.2215327292,5918153.3411127
Tamaki College,174.867271,-36.877943,1766415.935443669,5917039.984221267
Tangaroa College,174.892909,-36.972905,1768491.8973764377,5906459.044188736
Sacred Heart College (Auckland),174.872413,-36.868894,1766893.9438216563,5918034.970057469
Saint Kentigern Girls' School,174.803912,-36.865324,1760795.1417210083,5918548.627398958
Baradene College,174.800324,-36.865643,1760474.6213084243,5918519.273102658
St Peter's College (Epsom),174.769673,-36.867787,1757737.8407707624,5918332.491843358
Marcellin College,174.766435,-36.91013,1757362.2330555064,5913640.049449375
Epsom Girls Grammar School,174.776577,-36.876921,1758334.4164163263,5917307.681135865
Glendowie College,174.868137,-36.862578,1766526.4848337271,5918743.181808868
Dilworth School,174.781062,-36.880303,1758727.1687424127,5916925.011238877
Diocesan School For Girls,174.77947,-36.879258,1758587.4394503017,5917043.596673824
St Cuthbert's College (Epsom),174.77825,-36.887581,1758461.4960271493,5916122.218598345
Mt Albert Grammar School,174.725349,-36.884707,1753752.79622369,5916527.624116164
Marist College,174.726132,-36.881938,1753828.1349748895,5916833.56965326
Mt Roskill Grammar,174.747139,-36.912708,1755637.8654185142,5913385.696873862
Lynfield College,174.715436,-36.921035,1752796.8542507724,5912513.125268685
Bethlehem College,176.11123,-37.704974,1874282.6331048605,5822360.846902791
Avondale College,174.691137,-36.891482,1750690.4539636767,5915830.551281812
Edgewater College,174.874746,-36.922507,1766985.0221694629,5912082.631741812
Pakuranga College,174.901771,-36.89763,1769447.4448817475,5914795.025073627
Saint Kentigern College,174.875035,-36.909712,1767038.6802048068,5913501.709928201
Aidanfield Christian School,172.571,-43.563771,1565354.2904853506,5176486.908881084
Kelston Boys' High School,174.666886,-36.898785,1748515.2159360398,5915058.350928083
Kelston Girls' College,174.664361,-36.908063,1748272.267477799,5914032.934858162
One Tree Hill College,174.80696,-36.902825,1760988.0752601733,5914382.878960513
Onehunga High School,174.770963,-36.919501,1757746.3366829755,5912592.888036284
Howick College,174.939278,-36.90657,1772769.5013627207,5913735.851778666
Otahuhu College,174.840645,-36.953118,1763881.735414056,5908745.586303379
King's College,174.837266,-36.959802,1763566.5559435464,5908009.814671695
McAuley High School,174.847352,-36.944408,1764497.6861035274,5909700.3883966785
Mangere College,174.791589,-36.959618,1759500.0715580494,5908107.689831054
Auckland Seventh-Day Adventist H S,174.785003,-36.956393,1758920.3897713677,5908476.503341537
De La Salle College,174.837764,-36.964806,1763600.184477036,5907453.773128165
Papatoetoe High School,174.871805,-36.975523,1766607.488031466,5906205.71406178
Aorere College,174.833081,-36.981416,1763147.7852904783,5905618.950982792
Sir Edmund Hillary Collegiate Senior School,174.87553,-36.951275,1766992.0522938082,5908889.485130966
Manurewa High School,174.882302,-37.011253,1767463.5154596001,5902223.058733885
Te Haikura a Kiwa High School,174.885978,-37.03498,1767738.3961675982,5899584.062614914
Papakura High School,174.950801,-37.062945,1773440.669473757,5896364.968966921
Rosehill College,174.936559,-37.076585,1772143.4712707005,5894877.484411716
Pukekohe High School,174.905826,-37.204552,1769126.0378948255,5880734.4570420915
Wesley College,174.890163,-37.148293,1767860.420650518,5887004.415705776
Waiuku College,174.725723,-37.251019,1753048.058312398,5875885.287874739
Tuakau College,174.93426,-37.263023,1771517.0031529544,5874195.669965929
Onewhero Area School,174.916276,-37.332158,1769766.6238526406,5866557.223643417
Coromandel Area School,175.500031,-36.759266,1823162.4956588813,5928917.727106005
Mercury Bay Area School,175.698102,-36.841247,1840589.8800395983,5919340.3337890515
Thames High School,175.544879,-37.139546,1826039.1782790285,5886615.185558227
Hauraki Plains College,175.498679,-37.276618,1821533.546020039,5871514.024083251
Paeroa College,175.669282,-37.385437,1836320.6873896092,5859024.690333705
Waihi College,175.83115,-37.386212,1850651.83471707,5858520.60953602
Te Kauwhata College,175.151096,-37.400837,1790398.5264729608,5858488.505476868
Te Aroha College,175.693304,-37.541904,1837951.0091887251,5841600.417809629
Katikati College,175.921779,-37.552923,1858102.8981379753,5839774.195000779
Mount Maunganui College,176.207104,-37.662776,1882897.416302386,5826759.028634254
Huntly College,175.15226,-37.562095,1790092.3629909374,5840592.516374863
Ōtūmoetai College,176.129106,-37.678754,1875956.2283824063,5825218.40850702
Tauranga Boys' College,176.156216,-37.702139,1878260.1721590438,5822542.672216289
Tauranga Girls' College,176.144959,-37.712366,1877229.3264852846,5821441.004652733
Te Puke High School,176.318222,-37.788258,1892207.737720322,5812489.774183379
Matamata College,175.770385,-37.816276,1843861.7680452685,5810952.818949718
Raglan Area School,174.866613,-37.807418,1764318.571175057,5813910.874556449
Morrinsville College,175.534069,-37.650833,1823553.8922309298,5829903.693296207
Ngaruawahia High School,175.158665,-37.66004,1790408.1128776032,5829711.067113966
Fairfield College,175.27696,-37.76277,1800566.5983466175,5818064.307069734
St Paul's Collegiate (Hamilton),175.282196,-37.759246,1801037.4178623266,5818444.119686676
Hamilton Boys' High School,175.294802,-37.784988,1802077.905387947,5815560.346980305
Hamilton Girls' High School,175.277353,-37.789062,1800530.14389381,5815145.842930687
Raphael House Rudolf Steiner Area School,174.907713,-41.196228,1759968.77908941,5437704.991559266
Flaxmere College,176.788805,-39.623997,1925222.7719420404,5607110.8650646275
Fraser High School,175.244737,-37.784283,1797670.5382940692,5815745.658473418
St John's College (Hillcrest),175.317501,-37.791339,1804059.5517879531,5814806.243329057
Hillcrest High School,175.32629,-37.793283,1804828.1730716757,5814571.284264108
Sacred Heart Girls' College (Ham),175.29528,-37.791585,1802102.0235857824,5814827.241116002
Waikato Diocesan School For Girls,175.267808,-37.764497,1799755.6879118388,5817892.255449103
St Peter's School (Cambridge),175.428899,-37.890555,1813583.246156097,5803546.707330456
Cambridge High School,175.470878,-37.878116,1817311.7763255783,5804830.119629724
Trident High School,176.975956,-37.973481,1949272.6153845743,5789663.987264973
Whakatane High School,176.985794,-37.962394,1950189.949997086,5790857.813801839
Rangitaiki College – Te Kura Tuarua o Rangitaiki,176.827537,-37.967933,1936255.0916107083,5790827.241054485
Te Awamutu College,175.314937,-38.006315,1803241.3514772807,5790955.395609155
Opotiki College,177.288103,-38.013132,1976502.3911769916,5784042.1916340655
Western Heights High School,176.221187,-38.119568,1882387.5236701742,5776015.475048533
Rotorua Boys' High School,176.237477,-38.13727,1883747.3380651937,5774000.854748313
Rotorua Girls' High School,176.238386,-38.147857,1883785.9616311146,5772822.943876299
Rotorua Lakes High School,176.30233,-38.136755,1889434.879551385,5773857.420758054
Ōtorohanga College,175.206037,-38.179869,1793221.5015266798,5771927.886987439
Tokoroa High School,175.861524,-38.226207,1850485.1100556839,5765214.159501393
Forest View High School,175.842948,-38.220079,1848879.631000156,5765944.436393947
Te Kuiti High School,175.154846,-38.332231,1788343.366031678,5755124.987453232
Benneydale School,175.369183,-38.521675,1806539.127173451,5733641.100468123
Piopio College,175.014155,-38.472653,1775704.677650136,5739819.211436775
Reporoa College,176.344112,-38.437349,1891889.8481587449,5740359.607912685
Tauhara College,176.104929,-38.697481,1870031.4924858245,5712216.455921662
Taupo-nui-a-Tia College,176.078757,-38.681065,1867816.1299743266,5714115.523777511
Taumarunui High School,175.248127,-38.863298,1795054.0445623116,5695991.408278188
Waitara High School,174.245055,-38.996615,1707818.4178012605,5682861.817071232
New Plymouth Boys' High School,174.086318,-39.061546,1693985.80614213,5675832.0639883755
New Plymouth Girls' High School,174.09477,-39.054795,1694726.0940276578,5676572.493739236
Spotswood College,174.036087,-39.071205,1689627.613950032,5674810.875138634
Sacred Heart Girls' College (N Plymouth),174.102287,-39.052621,1695379.4515669816,5676805.898084497
Francis Douglas Memorial College,174.053406,-39.081129,1691113.078935818,5673692.324333893
Ohura Valley Primary,174.984709,-38.844333,1772242.7957171933,5698626.207389639
Inglewood High School,174.18992,-39.156657,1702811.1779030566,5665164.609658252
Stratford High School,174.29667,-39.339665,1711744.0129707102,5644727.6951555405
Taranaki Diocesan School for Girls,174.281298,-39.331771,1710431.666348611,5645622.690992208
Opunake High School,173.851541,-39.45064,1673266.9400214357,5632867.505565128
Ruapehu College,175.412796,-39.41725,1807707.6177387927,5634141.210883008
Patea Area School,174.481481,-39.76142,1726900.382327363,5597672.828884511
Whanganui City College,175.046397,-39.931369,1774861.2106582439,5577855.2703254605
Whanganui Girls' College,175.055093,-39.919788,1775633.931006157,5579123.699248906
Whanganui High School,175.031552,-39.933791,1773586.513819716,5577615.414313868
Cullinane College,175.047245,-39.913342,1774979.5803060643,5579854.629601446
Longburn Adventist College,175.558142,-40.388364,1817131.8437682106,5525994.740009311
Whanganui Collegiate School,175.038219,-39.929603,1774166.8394806164,5578067.294879853
Rangitīkei College,175.384373,-40.06965,1803332.5968790024,5561787.9242331395
Nga Tawa Diocesan School,175.398803,-40.067539,1804569.5897688586,5561989.175996808
Feilding High School,175.57363899999999,-40.214241,1819009.3438073797,5545286.719225472
Awatapu College,175.600207,-40.372424,1820754.725830223,5527660.111316074
Hato Paora College,175.659639,-40.151741,1826536.5311561483,5552009.12599279
Freyberg High School,175.627632,-40.337826,1823197.4830645053,5531432.184305652
Queen Elizabeth College,175.604574,-40.346901,1821208.9903487458,5530482.651856228
Palmerston North Boys' High School,175.609856,-40.34797,1821654.1441436177,5530350.749335564
Palmerston North Girls' High School,175.619197,-40.367122,1822384.5785664755,5528201.113804717
St Peter's College (Palmerston North),175.605351,-40.334097,1821316.858811167,5531902.15106803
Manawatū College,175.277659,-40.466437,1793099.0983069977,5517979.095147114
Ngata Memorial College,178.324251,-37.893015,2068299.8532061158,5792669.409311115
Lytton High School,178.000182,-38.643869,2035259.0328596998,5710865.215897472
Gisborne Boys' High School,178.009033,-38.658874,2035938.7064782996,5709156.631691765
Gisborne Girls' High School,178.008233,-38.655219,2035891.2637152916,5709566.362921165
Campion College,177.989404,-38.647793,2034296.5386083976,5710480.661747279
Tolaga Bay Area School,178.300177,-38.373074,2063126.4831512724,5739471.337844697
Wairoa College,177.414175,-39.035347,1982119.6827808388,5670020.294267854
Taradale High School,176.849976,-39.542065,1930865.1153752268,5615984.1268223375
Napier Boys' High School,176.916453,-39.514768,1936711.8621337772,5618767.972558046
Napier Girls' High School,176.915037,-39.48566,1936730.776609432,5622005.150316835
Tamatea High School,176.870977,-39.51829,1932784.140572303,5618546.296844332
Sacred Heart College (Napier),176.911425,-39.482828,1936433.6877241642,5622333.105321992
William Colenso College,176.895837,-39.506065,1934980.7709950693,5619811.2952181455
Te Wharekura o Ruatoki,177.007448,-38.148073,1951202.9999396494,5770162.166300404
St Joseph's Maori Girls' College,176.85548,-39.526564,1931412.0937187297,5617684.905917093
Havelock North High School,176.894777,-39.666613,1934116.2332218434,5601989.468673269
Iona College,176.878964,-39.679047,1932699.5564278066,5600667.754322363
Woodford House,176.880403,-39.684214,1932798.167289936,5600088.708976858
St John's College (Hastings),176.857153,-39.639766,1931015.9692100994,5605109.932834597
Hastings Boys' High School,176.834935,-39.650209,1929059.1238743921,5604032.246380252
Hastings Girls' High School - Ngā Rau Huia o Ākina,176.834762,-39.627208,1929153.4794772249,5606586.6801286815
Karamū High School,176.866437,-39.646515,1931780.6248426698,5604326.265350516
Lindisfarne College,176.836815,-39.625798,1929336.4426460336,5606735.694544974
Taikura Rudolf Steiner School,176.845372,-39.636362,1930020.8602554384,5605531.3123617405
Te Aute College,176.629411,-39.826457,1910625.9771506912,5585198.338282161
Central Hawkes Bay College,176.56094,-40.00178,1903987.201463516,5565968.667660594
Dannevirke High School,176.101029,-40.20134,1863945.556240729,5545282.670310278
Tararua College,175.834844,-40.456045,1840379.650749042,5517763.949048796
Horowhenua College,175.279764,-40.621227,1792832.8883629835,5500790.557152226
Waiopehu College,175.296334,-40.629314,1794211.129268931,5499856.308722605
Otaki College,175.153793,-40.759363,1781800.8729698737,5485723.885410397
Wairarapa College,175.646283,-40.950301,1822734.8478141401,5463387.509325309
Solway College,175.630829,-40.9564,1821413.5766910217,5462749.6577373855
Mākoura College,175.666496,-40.961323,1824398.9717702786,5462112.044372812
Chanel College,175.655051,-40.960109,1823439.8169723323,5462276.17529448
Rathkeale College,175.687565,-40.898298,1826387.4081838494,5469055.081852068
St Matthew's Collegiate (Masterton),175.650439,-40.945161,1823102.0027641312,5463947.574132215
Kāpiti College,174.982229,-40.921084,1766911.965321314,5468111.673643381
Paraparaumu College,175.003987,-40.888259,1768827.6809795941,5471714.056048237
Kuranui College,175.451039,-41.092587,1805856.0636561085,5448069.792610441
Upper Hutt College,175.040548,-41.126202,1771290.4109537487,5445226.537168058
Heretaunga College,175.055075,-41.129088,1772502.3647915893,5444877.448323504
St Patrick's College (Silverstream),175.012684,-41.146109,1768900.1870581817,5443070.874046077
Aotea College,174.854396,-41.125156,1755665.8804097588,5445692.153365363
Mana College,174.831116,-41.127967,1753705.004566467,5445421.431464654
Porirua College,174.874459,-41.141261,1757311.6433216662,5443868.114255794
Bishop Viard College,174.839226,-41.140416,1754356.5998630135,5444024.997514121
Tawa College,174.830508,-41.164996,1753567.5177019427,5441311.543995949
Taita College,174.966401,-41.176079,1764940.8160398998,5439832.341797412
Naenae College,174.940755,-41.196633,1762738.610307916,5437598.713902536
St Bernard's College,174.916695,-41.210301,1760687.5478839786,5436126.019577246
Hutt Valley High School,174.901464,-41.216497,1759395.5360040732,5435466.170795743
Sacred Heart College (Lower Hutt),174.906699,-41.213997,1759840.484224088,5435734.112130009
Chilton Saint James School,174.913594,-41.210241,1760427.706936218,5436138.408376021
St Oran's College,174.916426,-41.204307,1760679.663976558,5436791.981510827
Waipa Christian School,175.329509,-38.021232,1804479.407945226,5789268.035867398
Newlands College,174.82276,-41.218096,1752793.9269369394,5435429.988055762
Onslow College,174.797672,-41.231916,1750659.0825692506,5433939.4739660965
Wellington Girls' College,174.780673,-41.275422,1749135.3555097322,5429138.706140287
Wellington High School and Com Ed Centre,174.774692,-41.300724,1748576.9812510693,5426339.882836849
Wellington East Girls' College,174.785007,-41.302357,1749436.8589123914,5426140.871285822
Wellington College,174.781374,-41.303611,1749129.8414002203,5426007.899299195
St Patrick's College (Kilbirnie),174.795985,-41.313833,1750329.5803028743,5424847.812932066
Rongotai College,174.80066,-41.321848,1750702.4391986176,5423949.854087931
Queen Margaret College,174.780666,-41.272425,1749141.5928528234,5429471.450618414
TKKM o Hoani Waititi,174.631691,-36.907202,1745363.2186982243,5914178.749205919
Samuel Marsden Collegiate School,174.744353,-41.283945,1746074.3376661888,5428254.2190802805
Scots College,174.818441,-41.326932,1752178.814002403,5423354.368134522
Te Kura Amorangi o Whakawatea,175.271398,-37.82414,1799911.0672765826,5811265.98991218
Otamatea Christian School,174.35851,-36.109236,1722273.7293813354,6003081.195602776
St Catherines College (Kilbirnie),174.792481,-41.318044,1750026.6125522451,5424386.362275205
St Mary's College (Wellington),174.77518,-41.275812,1748674.3998006755,5429104.828448533
Queen Charlotte College,174.02315,-41.279741,1685684.2406734016,5429683.519879034
Marlborough Boys' College,173.955063,-41.51902,1679689.3313708398,5403183.910332038
Marlborough Girls' College,173.944437,-41.507454,1678816.7304867902,5404477.725528042
Collingwood Area School,172.680023,-40.682214,1572960.5885457825,5496470.005939979
Rai Valley Area School,173.58169,-41.234081,1648747.64486638,5435094.088703738
Golden Bay High School,172.808357,-40.848048,1583845.5676947336,5478093.158224043
Nayland College,173.232706,-41.305048,1619480.428511719,5427352.704781907
Nelson College,173.275569,-41.285573,1623075.4682016135,5429504.223638481
Nelson College For Girls,173.283181,-41.279353,1623715.1306787839,5430192.686994656
Waimea College,173.196869,-41.337691,1616472.1960520723,5423736.239824783
Tapawera Area School,172.824973,-41.39319,1585367.7818194106,5417578.845892446
Motueka High School,173.004622,-41.11485,1600388.0417447127,5448493.360950815
Murchison Area School,172.32653,-41.799472,1544049.9014505285,5372268.602753067
Karamea Area School,172.116111,-41.249398,1525944.1007851611,5433180.14897443
Buller High School,171.605043,-41.747593,1484016.2388890372,5377307.401197001
Greymouth High School,171.197216,-42.462775,1451782.1700204092,5297265.819706636
John Paul II High School,171.21203,-42.451508,1452973.7911172346,5298542.711616512
Westland High School,170.972914,-42.717508,1434017.8454263667,5268562.398036056
South Westland Area School,170.553275,-43.142307,1401028.31860451,5220476.039402927
Kaikōura High School,173.674454,-42.400438,1655505.2296081837,5305541.7520093545
Amuri Area School,172.848257,-42.771117,1587585.8677746458,5264590.598659539
Cheviot Area School,173.275547,-42.811459,1622527.937187731,5260085.2013883125
Oxford Area School,172.187986,-43.2942,1534130.5941855023,5206193.861352775
Hurunui College,172.637037,-42.92381,1570378.9420163413,5247582.020996728
Rangiora High School,172.598729,-43.298192,1567451.6543750516,5205992.458541487
Kaiapoi High School,172.646126,-43.387172,1571338.0668651268,5196128.150377777
St Bede's College,172.616872,-43.484055,1569018.1120334624,5185358.1538077025
Papanui High School,172.606715,-43.491042,1568200.424706136,5184578.362288343
Christchurch Adventist School,172.611436,-43.499023,1568586.2850752042,5183693.800240606
St Andrew's College (Christchurch),172.615873,-43.506368,1568948.7623236738,5182879.742524025
Burnside High School,172.57771,-43.50732,1565864.3568698056,5182759.069007494
Mairehau High School,172.648484,-43.494021,1571579.111529926,5184262.6283266
Shirley Boys' High School - Ngā Tama o Ōruapaeroa,172.708176,-43.494009,1576405.3467851786,5184282.610467415
Avonside Girls' High School,172.707457,-43.493984,1576347.2041682063,5184285.18287398
Rangi Ruru Girls' School,172.617787,-43.518903,1569109.876372898,5181488.337538148
Villa Maria College,172.567569,-43.528309,1565056.726730826,5180423.851411174
Christchurch Boys' High School,172.59842,-43.524811,1567547.817780161,5180824.831066552
Christchurch Girls' High School -Te Kura o Hine Waiora,172.611374,-43.524298,1568594.3814671815,5180886.77558434
Mangakino School,175.771411,-38.369528,1842118.316950349,5749547.404486341
Christ's College,172.62712200000001,-43.529721,1569869.708196134,5180290.32844395
St Thomas of Canterbury College,172.556212,-43.533612,1564142.147281612,5179830.07346065
St Margaret's College,172.622159,-43.519096,1569463.3152364027,5181468.51706297
Riccarton High School,172.566365,-43.535895,1564963.8273206593,5179580.852639225
Middleton Grange School,172.576521,-43.53625,1565784.5976867732,5179545.654467437
Te Puna Wai o Waipapa - Hagley College,172.623008,-43.537243,1569541.0634505865,5179453.445704436
Te Aratai College,172.667226,-43.538254,1573114.0927433916,5179356.407799048
Hornby High School,172.527635,-43.538179,1561836.0173796155,5179310.151838538
Hillmorton High School,172.592782,-43.55768,1567110.0763703699,5177172.218317951
Cashmere High School,172.623861,-43.56457,1569623.7090083833,5176418.844017963
Hillview Christian School,172.652801,-43.555741,1571956.7568304858,5177409.554106448
Marian College,172.612589,-43.485578,1568672.5512818615,5185187.409971321
Westminster Christian School,174.710163,-36.76112,1752644.753159862,5930263.218853836
Darfield High School,172.103661,-43.490028,1527523.9901096753,5184375.909048536
Lincoln High School,172.485673,-43.635766,1558512.837940789,5168452.033802573
Mount Hutt College,171.650321,-43.637617,1491133.7519024243,5167490.0044588735
Ellesmere College,172.292414,-43.757832,1543039.6216601671,5154780.39203843
Akaroa Area School,172.962434,-43.811179,1596978.6440943028,5149098.058301719
Ashburton College,171.750169,-43.892281,1499614.4750340765,5139332.005257403
Geraldine High School,171.248558,-44.091799,1459795.6546497897,5116439.866485047
Mackenzie College,170.825165,-44.101614,1425931.0261577975,5114541.326519866
Opihi College,171.293655,-44.23971,1463746.7375484756,5100086.835943708
Craighead Diocesan School,171.225493,-44.388302,1458661.1047314596,5083466.55527432
Roncalli College,171.245983,-44.402798,1460327.634524095,5081891.552114211
Mountainview High School,171.219535,-44.376707,1458158.5459479697,5084744.185587576
Timaru Boys' High School,171.230188,-44.400183,1459063.5901564613,5082154.946648859
Timaru Girls' High School,171.244212,-44.405382,1460192.765162991,5081601.5062706005
Waimate High School,171.047272,-44.73745,1445393.59347534,5044360.1453362405
Waitaki Valley School,170.464687,-44.7425,1399284.8811593873,5042526.947125955
Waitaki Boys' High School,170.99382,-45.076998,1442094.2868325918,5006538.223055637
Waitaki Girls' High School,170.974331,-45.088979,1440593.650769992,5005169.036565453
The Cathedral Grammar School,172.628555,-43.528058,1569984.6767629564,5180475.537133799
St Kevins College (Oamaru),170.983153,-45.064918,1441221.2343567135,5007859.2943783505
Maniototo Area School,170.099776,-45.125268,1371916.916142767,4999041.241477851
East Otago High School,170.721208,-45.478911,1421899.5406150634,4961320.517545188
Dunstan High School,169.386879,-45.245876,1316452.7884350717,4983382.221767271
Cromwell College,169.1945,-45.04349,1300295.4855653094,5005170.037402753
Wakatipu High School,168.749026,-45.025574,1265107.3166459256,5005411.920790456
Roxburgh Area School,169.311203,-45.538153,1312004.339956514,4950643.496026087
Logan Park High School,170.528807,-45.861858,1408175.885719406,4918331.155349769
Otago Boys' High School,170.495877,-45.870985,1405651.59953405,4917237.437883776
Otago Girls' High School,170.499657,-45.875699,1405961.381018775,4916722.908408459
St Hildas Collegiate,170.503674,-45.867322,1406243.9894747317,4917663.36721642
Kaikorai Valley College,170.467245,-45.881778,1403467.5485992245,4915968.169186891
Bayfield High School,170.523191,-45.895969,1407857.6364582903,4914527.857563952
Kings High School (Dunedin),170.494239,-45.902928,1405635.979894256,4913684.531577786
Queen's High School,170.491395,-45.90402,1405419.2013551898,4913556.27164711
Columba College,170.493983,-45.863466,1405478.3654860228,4918068.1915986
John McGlashan College,170.49783300000001,-45.85568,1405750.0766507483,4918942.603784578
Lawrence Area School,169.686813,-45.921137,1343092.482370131,4909375.596222417
Blue Mountain College,169.258764,-45.939858,1310000.3052680758,4905826.046325607
Tokomairiro High School,169.966921,-46.113193,1365625.1782268796,4888902.821042993
South Otago High School,169.728524,-46.246237,1347813.9115236443,4873390.06475318
The Catlins Area School,169.661394,-46.45314,1343609.6746705992,4850186.278506519
Northern Southland College,168.448746,-45.744018,1245973.7082631162,4924311.855312986
St Peter's College (Gore),168.924031,-46.107165,1285008.2130430653,4885964.800760547
Takitimu Primary School,168.032578,-45.974801,1215202.6541360957,4896743.523122859
Central Southland College,168.320121,-46.137197,1238538.5657110503,4880053.7316863965
Fiordland College,167.723689,-45.409262,1187125.2373137125,4958026.800124151
Menzies College,168.845934,-46.324828,1280241.2636953713,4861469.82714179
Waiau Area School,167.688882,-46.129567,1189731.8514852945,4877828.950508481
Southland Boys' High School,168.359101,-46.395635,1243233.097758004,4851519.273284385
Southland Girls' High School,168.36516,-46.417471,1243841.2695237948,4849120.720460169
Verdon College,168.397288,-46.41572,1246298.4965005144,4849459.717187946
Aparima College,168.016613,-46.353612,1216612.9893105899,4854582.934218731
Rangiora New Life School,172.598016,-43.320251,1567405.6102420518,5203542.429519707
Rudolf Steiner School (Chch),172.659135,-43.560087,1572470.3326803285,5176929.007233427
Richmond View School,173.943363,-41.526405,1678704.136440163,5402374.73870032
Faith City School,175.020933,-39.92043,1772712.6914301112,5579119.107749516
Michael Park School,174.815655,-36.893517,1761782.4692197118,5915400.862500789
Whangamata Area School,175.866532,-37.215339,1854360.4234533275,5877388.7543994645
Excellere College,174.298573,-35.669702,1717526.634961123,6051908.727768063
KingsWay School,174.683043,-36.605641,1750526.6676316995,5947555.153357886
Hukarere Girls' College,176.879131,-39.667401,1932769.8600885798,5601960.204944083
Springbank School,173.915476,-35.242004,1683293.193499216,6099735.081035259
Totara College of Accelerated Learning,176.111442,-40.190155,1864875.5754807875,5546493.395541141
Pinehurst School,174.704012,-36.739163,1752139.0442628874,5932708.979899303
ACG Strathallan,174.903703,-37.081862,1769210.8229879055,5894351.029667263
Hastings Christian School,176.845189,-39.658526,1929899.6132951993,5603071.111705364
Hamilton Christian School,175.26086,-37.721434,1799259.0897654202,5822685.738476555
Southern Cross Campus,174.816726,-36.964291,1761728.2673196916,5907546.842560349
Kadimah School,174.802674,-36.881083,1760651.7608036287,5916802.307834028
St Dominic's College,175.022669,-39.939407,1772813.314276124,5577009.276889747
Pukekohe Christian School,174.931297,-37.216711,1771359.0946115546,5879339.576345386
Atea College,174.854481,-36.901088,1765226.0366096033,5914494.329929918
Ambury Park Centre,174.771215,-36.953132,1757699.4483036262,5908861.215224037
