school,long,lat,x,y
Wairau Valley School (Blenheim),173.527347,-41.562571,1643971.5255044491,5398654.907698252
Waitaria Bay School,174.044022,-41.158283,1687594.1198162239,5443146.518293762
Waitohu School,175.166355,-40.757712,1782865.828667047,5485881.060121785
Ward School,174.13992,-41.826488,1694662.1952470876,5368860.300223881
Waterloo School,174.924381,-41.21539,1761319.4343678516,5435546.792839217
Whareama School,176.032192,-40.955741,1855199.4742741939,5461727.5627191635
Whitney Street School,173.948782,-41.519959,1679164.1017823287,5403085.433520371
Wilford School,174.890736,-41.223419,1758479.4706155402,5434717.295618648
Ōtari School,174.756417,-41.268241,1747119.9032082015,5429977.333138772
Windley School,174.859128,-41.140932,1756025.726471945,5443932.2314507365
Witherlea School,173.955381,-41.540592,1679689.3855656474,5400788.658401477
Worser Bay School,174.827109,-41.312846,1752937.1784620385,5424902.99324931
TKKM o Te Hiringa,175.859137,-38.237982,1850235.7291200869,5763913.723992911
Te Kura ā Iwi o Whakatupuranga Rua Mano,175.133546,-40.750958,1780114.406306265,5486698.746500225
TKKM o Waiuku,174.675433,-37.214463,1748659.4554916471,5880021.351012602
TKKM o Hurungaterangi,176.22598,-38.138376,1882735.16007846,5773913.237586729
TKKM o Te Kotuku,174.59757,-36.875379,1742382.3511882112,5917760.759556868
TKKM o Whangaroa,173.895554,-35.041691,1681680.4558516208,6121967.007039098
TKKM o Te Ara Hou,176.891879,-39.509898,1934621.9254297258,5619400.458269437
Te Wharekura o Manurewa,174.868451,-37.015241,1766222.4167563107,5901804.882048088
TKKM o Pukemiro,173.259189,-35.123178,1623615.9543942607,6113266.09258276
Te Wharekura o Te Rau Aroha,175.675173,-37.668709,1835947.6146448024,5827573.90589777
Te Kura Kaupapa Māori o Hokianga,173.406341,-35.473084,1636864.7163022603,6074415.804663622
Te Kura Kaupapa Maori o Taumarunui,175.295105,-38.887056,1799064.1273905335,5693253.097427149
TKKM o Kawakawa mai Tawhiti,178.291791,-37.591403,2067342.0680388242,5826331.384137769
Appleby School,173.119986,-41.306922,1610044.0519667969,5427163.831990162
Auckland Point School,173.277868,-41.268292,1623274.1188311765,5431422.060597713
Birchwood School,173.224448,-41.306739,1618788.6438194704,5427166.797950347
Brightwater School,173.112957,-41.37914,1609445.211955458,5419147.2573585855
Broadgreen Intermediate,173.232856,-41.306113,1619492.6682423295,5427234.439584058
Brooklyn School (Motueka),172.971174,-41.09507,1597579.1760433111,5450688.7787252795
Canvastown School,173.668124,-41.288827,1655944.4140506112,5428964.356296252
Clifton Terrace School,173.322845,-41.224653000000004,1627059.3778218206,5436253.595602211
Dovedale School,172.894626,-41.287343,1591176.4834751226,5429338.987573903
Enner Glynn School,173.253976,-41.30557,1621260.8278023053,5427289.763040939
Granity School,171.85248,-41.630018,1504415.846032534,5390665.208004116
Hampden Street School,173.277316,-41.284804,1623222.030456239,5429589.12859107
Henley School (Nelson),173.195159,-41.341242,1616328.2319002328,5423342.344832084
Hira School,173.394417,-41.216183,1633062.4894220529,5437169.139719764
Hope School,173.145106,-41.369201,1612135.2872105874,5420246.651113926
Lake Rotoiti School,172.85158,-41.801592,1587670.0977467312,5372241.761534455
Lower Moutere School,172.995271,-41.154344,1599603.2130766492,5444109.049068984
Mahana School,173.044234,-41.26635,1603705.1310606808,5431673.932524118
Maitai School,173.291893,-41.273325,1624446.971235564,5430859.469950778
Mapua School,173.090942,-41.246728,1607619.7697858687,5433849.214382953
Maruia School,172.220716,-42.187481,1535651.1437555323,5329113.74529691
Motueka South School,173.008469,-41.127726,1600710.879123986,5447063.948356412
Motupipi School,172.851265,-40.852913,1587463.39028713,5477560.1377228
Nayland Primary School,173.231984,-41.307038,1619419.397523664,5427131.945672859
Nelson Central School,173.28919,-41.277564,1624219.0191914376,5430389.634644496
Nelson Intermediate,173.267367,-41.28928,1622387.3851360346,5429094.837420971
Ngatimoti School,172.875575,-41.202591,1589567.7727192808,5438745.557050763
Parklands School (Motueka),173.009272,-41.110341,1600778.4875028906,5448993.881412156
Ranzau School,173.148589,-41.348834,1612430.446978703,5422507.230305847
Richmond School (Nelson),173.182011,-41.33948,1615228.5973116143,5423540.346919819
Riwaka School,172.999162,-41.076405,1599929.60436527,5452761.201657611
Sacred Heart School (Reefton),171.867433,-42.117611,1506375.7864812743,5336544.802827222
St Canice's School (Westport),171.605557,-41.754884,1484072.098137723,5376498.590247103
St Joseph's School (Nelson),173.287786,-41.278585,1624101.0615940497,5430276.678853062
St Peter Chanel School (Motueka),173.010998,-41.126308,1600923.1806495534,5447221.339569655
Stoke School,173.230619,-41.316379,1619302.3777065373,5426095.253153055
Tahunanui School,173.245319,-41.286722,1620542.0453096507,5429384.264561144
Central Takaka School,172.820968,-40.879847,1584915.8214407477,5474565.497694575
Takaka Primary School,172.80954500000001,-40.845511,1583945.0972285545,5478375.000411771
Tasman School,173.049043,-41.188687,1604112.806508371,5440295.38802934
Upper Moutere School,173.004993,-41.270234,1600418.199187386,5431243.682837991
Te Puna Wānanga o Te Wairepo – Victory Primary School,173.269151,-41.28377,1622538.660583317,5429706.0695968475
Waimea Intermediate,173.193919,-41.339409,1616224.940559835,5423546.0701148985
Wakefield School,173.044337,-41.407999,1603705.7212872398,5415948.6211793125
Westport North School,171.608397,-41.747607,1484295.1388347484,5377310.363161102
Westport South School,171.608386,-41.76294,1484321.7654335275,5375607.958012926
Sacred Heart School (Christchurch),172.612757,-43.546066,1568717.3991226798,5178469.767378056
Addington Te Kura Taumatua,172.61824,-43.547858,1569161.245539552,5178272.797349181
Albury School,170.87061,-44.230478,1429939.2040040267,5100323.0931094065
Allenton School,171.741452,-43.885885,1498903.5078128376,5140031.760650125
Pītau-Allenvale School,172.625248,-43.448622,1569677.7368534573,5189296.337610068
Amberley School,172.723044,-43.152379,1577481.6313001066,5222226.325776732
Arowhenua Maori School,171.270848,-44.255105,1461961.5813300312,5098338.747717131
Ashburton Borough School,171.74279,-43.9024,1499038.89703292,5138199.128313929
Ashburton Intermediate,171.758827,-43.901069,1500324.5463631628,5138366.432227863
Ashburton Netherby School,171.765981,-43.896402,1500891.3273194125,5138893.387710532
Tūtira Ashgrove School,172.581525,-43.29992,1566057.1438955993,5205793.710496711
Ashley Rakahuri School,172.596264,-43.274067,1567238.7659340268,5208670.674055306
Avonhead School - Rakipaoa,172.559497,-43.524102,1564401.981386104,5180887.653295668
Ngutuawa School,172.687455,-43.554159,1574755.0995406893,5177596.353981853
Pareawa Banks Avenue School,172.660004,-43.512915,1572519.1027796762,5182168.163061833
Barrytown School,171.324208,-42.244796,1461746.156992487,5321684.293972698
Beckenham Te Kura o Pūroto,172.645488,-43.562877,1571369.465016281,5176614.542491117
Pūtahi Belfast School,172.627302,-43.453618,1569846.4142065689,5188742.241246429
Bishopdale School Te Kura o Papakōhatu,172.596248,-43.486649,1567351.7348168194,5185062.188530415
Blaketown School,171.192977,-42.452586,1451409.5498961147,5298389.819616605
Breens Intermediate,172.577254,-43.487498,1565816.3159361912,5184960.276647238
Broadfield School,172.467945,-43.602804,1557059.3899953242,5172103.80246845
Te Ahuwai Bromley School,172.687055,-43.536557,1574715.4347367717,5179551.093239352
Broomfield School,172.685605,-43.117264,1574422.9589967194,5226115.138951821
Burnham School - Te Kura o Tiori,172.308404,-43.616299,1544195.7511059348,5170510.211402883
Tuia Burnside Primary School,172.581782,-43.512738,1566196.53959853,5182159.016769663
Cannington School,170.93677,-44.357499,1435578.0024366672,5086349.094900582
Carew Peel Forest School,171.356948,-43.960073,1468180.773726956,5131249.559663301
Casebrook Intermediate,172.603796,-43.481806,1567959.5235674228,5185602.974115912
Cashmere Primary Te Pae Kererū,172.632546,-43.576418,1570330.9105754201,5175106.147336126
Chertsey School,171.93764,-43.804883,1514547.3882638945,5149249.594326102
Chisnallwood Intermediate,172.688993,-43.509808,1574860.911855702,5182522.386542775
Christ The King School (Burnside),172.576637,-43.509154,1565778.6574192354,5182554.947290297
Christchurch East School,172.648358,-43.529647,1571585.6430681918,5180306.019233775
Christchurch South Karamata Intermediate School,172.625329,-43.552165,1569736.053899087,5177797.070028799
Clarkville Te Kura ki Waimātao,172.623356,-43.405997,1569503.2573883387,5194029.441742151
Cobden School,171.211019,-42.440339,1452864.509814998,5299781.1923441645
Wairarapa Cobham Intermediate,172.583791,-43.510467,1566357.660485762,5182412.044591395
Cotswold Mātāhae School,172.587178,-43.482458,1566616.0063675414,5185524.03544802
Cust School,172.381037,-43.312457,1549805.6795292543,5204300.446800027
Darfield School,172.106323,-43.490411,1527739.6912008529,5184335.6878274055
Diamond Harbour School,172.726705,-43.629962,1577953.092550243,5169188.848186698
Dorie School,172.11665,-43.865175,1529017.9041908616,5142722.507471831
Dunsandel School,172.197107,-43.667584,1535270.3589266723,5164733.631598934
Duvauchelle School,172.932045,-43.749671,1594528.913586858,5155927.794947563
Elmwood Normal School,172.614755,-43.513814000000004,1568862.2158975839,5182052.384130889
Fairlie School,170.826014,-44.100613,1425996.0420092307,5114654.305569553
Fairton School,171.815595,-43.870492,1504834.7936861946,5141829.437781609
Tūora Fendalton School,172.591149,-43.517081,1566956.0201177888,5181680.452210946
Ferndale Te Ahu,172.621648,-43.517086,1569421.0017160452,5181691.557033254
Fernside School,172.53361,-43.312427,1562178.4683640276,5204384.169775247
Fox Glacier School,170.008367,-43.462929,1357989.4603496643,5183427.434994579
Franz Josef Glacier School,170.180408,-43.374446,1371574.8198510157,5193740.656420243
Gilberthorpe School,172.51853,-43.528585,1561094.225198768,5180371.432965963
Gleniti School,171.193234,-44.382757,1456078.0766198016,5084026.284372466
Glenavy School,171.098345,-44.914546,1449897.7535872394,5024783.315576166
Glentunnel School,171.932435,-43.482047,1513667.5835455377,5185098.950228822
Te Kura o Ōhinetahi - Governors Bay,172.64999,-43.623986,1571761.6365898391,5169829.319268323
Greendale School,172.083957,-43.572742,1526031.92483575,5175172.397380486
Greta Valley School,172.977861,-42.964904,1598194.4599042071,5243082.305397374
Greymouth Main School,171.197272,-42.466692,1451796.0167126583,5296830.962747203
Haast School,168.857148,-43.940784,1267509.3432273793,5126355.389252338
Te Kura o te Tauawa Halswell School,172.570711,-43.590432,1565346.2441435463,5173525.825556898
Hampstead School,171.760198,-43.912534,1500453.7601167785,5137094.702113701
Hanmer Springs School,172.831496,-42.521958,1586159.5216914124,5292254.975319648
Hāpuku School,173.704972,-42.334217,1658077.736988213,5312874.330885239
Harewood School,172.559446,-43.479772,1564371.8007414136,5185810.844067811
Heathcote Valley School,172.708878,-43.579876,1576495.4817950665,5174746.519858234
He Tīwai Mātauranga Heaton Normal Intermediate,172.615408,-43.510414,1568913.250157495,5182430.226877731
Highfield School,171.213467,-44.390404,1457708.325139874,5083212.243037838
Hinds School,171.565272,-44.000913,1484973.2828188785,5127025.20033938
Hokitika Primary School,170.980595,-42.719004,1434650.7772009922,5268411.342786032
Hoon Hay Te Kura Kōaka,172.606598,-43.564866,1568229.7354562266,5176379.518100807
Hornby Primary School,172.522632,-43.538707,1561432.1439689572,5179249.204969829
Hororata School,171.959653,-43.53945,1515948.382690955,5178751.681699947
Ilam School,172.579696,-43.526413,1566035.605335633,5180639.44113906
Te Kura o Te Mātāpuna Isleworth School,172.582123,-43.493107,1566213.155581882,5184339.339930147
Kaiapoi Borough School,172.651468,-43.379062,1571766.9778239403,5197030.635440527
Kaiapoi North School,172.663615,-43.375957,1572749.5623228478,5197379.50301362
Kaikōura Primary School,173.684082,-42.408026,1656290.8000326278,5304692.865361499
Kaikōura Suburban School,173.638327,-42.371694,1652556.0622030476,5308756.367874324
Kaniere School,171.00586,-42.746201,1436790.9059174596,5265440.332245346
Karoro School,171.18674,-42.475879,1450951.9519310594,5295792.3570363885
Kahikatea Kirkwood Intermediate,172.585501,-43.530607,1566507.02344871,5180176.014286402
Kirwee Model School,172.218161,-43.496674,1536789.1756773093,5183731.135198361
Kokatahi-Kowhitirangi School,171.03775,-42.834259,1439628.5979797898,5255722.740349265
Kumara School,171.187378,-42.635661,1451384.14778238,5278050.568000241
Ladbrooks School,172.532329,-43.617669,1562264.936278796,5170484.155158424
Lake Tekapo School,170.4748,-44.005064,1397559.1813637582,5124464.465403606
Lauriston School,171.778572,-43.730734,1501630.9628100186,5157308.371478741
Leeston School,172.297571,-43.760752,1543457.50893614,5154459.619716488
Leithfield School Te Kura o Kōwai,172.740036,-43.197813,1578878.8587876658,5217185.226390421
Lincoln Primary School,172.487099,-43.637105,1558628.7822189836,5168304.034790786
Te Huarahi Linwood Avenue School,172.67488,-43.535284,1573731.1957005765,5179688.698220919
Whītau School,172.675792,-43.524848,1573800.3658966697,5180847.994670142
Little River School,172.795487,-43.763797,1583538.4415442676,5154340.840651375
Loburn School Te Kura Aromauka,172.530073,-43.250122,1561852.7302496731,5211301.78213462
Mairehau Primary School,172.641415,-43.49871,1571009.8092977866,5183739.439195982
Makikihi School,171.142241,-44.632039,1452645.678344758,5056245.452106006
Te Rito Harakeke - Marshland School,172.664748,-43.472028,1572884.2599369446,5186710.5472212415
Mayfield School (Mid-Canterbury),171.421329,-43.823442,1473056.0426401973,5146525.639273139
Merrin School Ngā Whetū Kohara,172.558579,-43.510497,1564319.7800324438,5182398.211763617
Methven Primary School,171.650119,-43.636575,1491115.576381235,5167605.466367672
Mt Somers Springburn School,171.402382,-43.704789,1471278.228309576,5159674.599814631
Aoraki Mount Cook School,170.099857,-43.738181,1366459.0379027487,5153117.994651546
Mt Pleasant School,172.715927,-43.562448,1577057.987569471,5176684.0341801625
New Brighton Catholic School (Chch),172.723723,-43.505942,1577666.7574896978,5182961.643250383
North Loburn School,172.493841,-43.207605,1558882.9504563354,5216006.257545345
Te Kura o Matarangi - Northcote School,172.614009,-43.479365,1568784.1789148035,5185877.945659321
Oaklands Te Kura o Ōwaka,172.56465,-43.571583,1564846.0124098426,5175616.646010903
Ōhoka School,172.590554,-43.370163,1566827.7515988208,5197996.503208958
Okains Bay School,173.042737,-43.708872,1603443.1106470875,5160460.39073959
Omihi School,172.85363,-43.022141,1588073.9063141095,5236716.085376625
Te Kura o Ōpāwaho – Opawa School,172.66449,-43.555662,1572900.8418568121,5177422.203685529
Our Lady of the Assumption School (Chch),172.60708,-43.564788,1568268.6197866602,5176388.364821341
Our Lady of the Snows School (Methven),171.647461,-43.639725,1490906.8744992441,5167252.130363441
Our Lady of Victories,172.559125,-43.536215,1564379.0487154636,5179542.238745217
Ōuruhia Model School,172.660388,-43.444597,1572519.195312476,5189755.5322041605
Papanui Primary School,172.619727,-43.488025,1569250.9974165584,5184918.312356038
Paparoa Street School,172.619586,-43.499655,1569245.498560028,5183626.655077271
Parkview Pārua,172.705631,-43.4806,1576194.312101181,5185771.061022688
Paroa School (Greymouth),171.168468,-42.509697,1449531.0830485679,5292004.8170913095
Pleasant Point Primary School,171.132171,-44.257427,1450896.7452002573,5097838.24496226
Prebbleton School,172.513059,-43.577074,1560683.6689969948,5174983.706211148
Queenspark Te Hua Mānuka,172.695985,-43.473158,1575411.220030065,5186594.749253245
Rakaia School,172.022787,-43.751468,1521326.3408456086,5155266.478056483
Rangiora Borough School,172.590275,-43.30538,1566769.8384038946,5205190.871561922
Te Raekura Redcliffs School,172.733609,-43.556439,1578483.8655044518,5177356.11671116
Redwood School (Christchurch),172.621954,-43.473605,1569423.8024033902,5186520.585975436
Te Kāpehu Riccarton School,172.564144,-43.533363,1564782.9047546799,5179861.115835319
Rolleston School,172.381339,-43.592491,1550061.1304292597,5173200.758481363
Ross School,170.816761,-42.897857,1421750.0664496296,5248215.634876269
Rotherham School,172.944205,-42.698452,1595430.0654571694,5272669.202379379
Te Kōmanawa Rowley School,172.587768,-43.562252,1566707.6260081907,5176662.459329126
Te Ara Maurea Roydvale School,172.563148,-43.494484,1564679.7601782707,5184178.536626116
Runanga School,171.252152,-42.399339,1456153.8928309747,5304404.390245335
Te Parito Kōwhai Russley School,172.544704,-43.517895,1563202.7529244202,5181570.5584341055
Sacred Heart School (Timaru),171.248548,-44.401811,1460529.541255083,5082005.55821125
Te Waitai Sefton School,172.672877,-43.246713,1573443.6609706285,5211735.611310919
Sheffield Contributing School,172.025361,-43.390946,1521064.0723360057,5195308.586829057
Te Oraka,172.661644,-43.508313,1572649.5813113938,5182679.793894153
Te Hiwa Shirley Primary School,172.653152,-43.507888,1571962.9481012311,5182724.167811059
Wigram Primary School - Te Piki Kāhu,172.551525,-43.553946,1563775.6172096469,5177569.767102207
Somerfield Te Kura Wairepo,172.628537,-43.561645,1569999.882979808,5176745.390649975
Te Manu Tukutuku South Hornby School,172.529047,-43.547122,1561955.7219420993,5178317.59746418
South New Brighton School,172.733527,-43.52622,1578466.489947456,5180712.184757939
Southbridge School,172.251661,-43.809042,1539810.4175483743,5149063.976289064
Southbrook School,172.599819,-43.321616,1567552.5308956588,5203391.541967309
Te Kura o Mōkihi Spreydon School,172.597927,-43.557575,1567525.5684156562,5177185.901882098
Springfield School,171.9325,-43.337474,1513467.2412216081,5201154.917323084
Springston School,172.425734,-43.644586,1553684.746282286,5167440.779308047
St Albans Catholic School (Christchurch),172.629095,-43.507131,1570017.9525773586,5182799.853276252
St Albans School,172.634388,-43.508774,1570446.6133357908,5182619.277698614
St Andrew's School (Timaru),171.188022,-44.528475,1456021.5209529751,5067831.071451677
St Anne's School (Woolston),172.685581,-43.550383,1574602.146993339,5178015.142681778
St Bernadette's School (Hornby),172.525345,-43.533484,1561648.0247797293,5179830.520293907
St James School (Aranui),172.70486,-43.51173,1576144.2191373343,5182313.603261112
St Joseph's School (Ashburton),171.746227,-43.901132,1499312.7720989827,5138344.155827855
St Joseph's School (Pleasant Point),171.131708,-44.26184,1450870.9439188687,5097347.231999793
St Joseph's School (Fairlie),170.827614,-44.10421,1426134.654000557,5114258.160096364
St Joseph's School (Kaikōura),173.675501,-42.399981,1655591.797880684,5305591.811572133
St Joseph's School (Papanui),172.614444,-43.488673,1568824.1451959086,5184844.382000761
St Joseph's School (Temuka),171.284601,-44.244131,1463034.021522691,5099580.712314324
St Joseph's School (Timaru),171.225105,-44.378511,1458606.6282603445,5084553.43556028
St Martins School,172.657232,-43.565432,1572319.0857985131,5176334.7630343465
St Mary's School (Christchurch),172.639261,-43.523227,1570847.4697839923,5181015.8685474
St Mary's School (Hokitika),170.965597,-42.715747,1433413.9809873402,5268743.542257125
St Patrick's School (Bryndwr),172.604049,-43.511239,1567995.5320836355,5182334.297820916
St Patrick's School (Greymouth),171.211341,-42.451968,1452918.2090856293,5298490.438031687
St Patrick's School (Waimate),171.052432,-44.731442,1445786.163253855,5045037.322155505
St Patrick's School (Kaiapoi),172.654115,-43.384361,1571983.8397783656,5196443.042920776
St Peter's School Te Kura Haoika,172.637698,-43.559766,1570738.83537652,5176957.3360173125
St Teresa's School (Riccarton),172.59214,-43.529758,1567043.0161914178,5180272.954780343
Our Lady Star of the Sea School (Christchurch),172.762543,-43.574868,1580826.6824587474,5175316.48405878
Sumner School,172.759628,-43.573098,1580590.7440748794,5175512.382914295
Te Koromiko Swannanoa School,172.495566,-43.369342,1559131.509437506,5198045.533020755
Tai Tapu School,172.550066,-43.663629,1563723.7503030885,5165387.69952375
Waitaha School,172.385925,-43.623432,1550456.7200181524,5169767.18251326
Te Kura o Rātā Templeton School,172.472361,-43.550162,1557378.6789846497,5177952.484321902
Te Kura o Huriawa Thorrington,172.636568,-43.566305,1570650.74594437,5176230.720368773
Tinwald School,171.719067,-43.923887,1497170.8034779388,5135783.361743124
Te Kura o Tuahiwi,172.643796,-43.334247,1571124.2602028614,5202004.956979653
View Hill School,172.071832,-43.299033,1524714.2648526868,5205559.004259411
Waiau School,173.04201,-42.653683,1603443.3337209146,5277641.094994906
Waihao Downs School,170.927483,-44.790963,1436060.7915908485,5038181.148242888
Waikari School,172.700677,-42.969376,1575590.554742406,5242542.478812583
Pegasus Bay School,172.692266,-43.314909,1575045.5774107242,5204168.156415376
Waimairi School,172.605282,-43.504214,1568091.4944273417,5183114.956089647
Waimataitai School,171.238242,-44.388036,1459675.9299769222,5083518.02931856
Waimate Centennial School,171.038642,-44.729133,1444688.046558355,5045267.587536966
Waimate Main School,171.046665,-44.736306,1445342.4837658661,5044486.070639099
Waipara School,172.762053,-43.053621,1580622.2020222927,5233203.1855995795
Wairakei School (Christchurch),172.588282,-43.500167,1566715.0113023403,5183557.750860606
Waituna Creek School,171.015144,-44.701224,1442751.7337877674,5048322.676351279
Wakanui School,171.822857,-43.973865,1505581.9398345633,5130356.422893431
Waltham School,172.648613,-43.548989,1571615.323360369,5178158.00467065
Weedons School,172.403181,-43.570608,1551806.7868178748,5175643.97877202
West Eyreton School,172.360111,-43.349492,1548140.219390487,5200174.730115505
West Melton School,172.369386,-43.521443,1549036.425907101,5181084.060869791
Te Ara Koropiko West Spreydon School,172.611297,-43.559634,1568606.4998263847,5176962.365831387
Westburn Te Kura O Hereora,172.570887,-43.512146,1565315.5855119703,5182220.279963796
Wharenui School,172.596742,-43.536311,1567418.4075770252,5179546.999139227
Whataroa School,170.361348,-43.262545,1385841.0960399322,5206648.455791226
Longbeach School,171.683118,-43.979123,1494382.7952205203,5129603.018747375
Windwhistle School,171.713285,-43.515524,1496002.5780388373,5181130.421779546
Woodbury School,171.206998,-44.034925,1456331.182106213,5122685.286524812
Woodend School,172.665404,-43.324564,1572871.6085563214,5203087.547580969
Yaldhurst School – Tōtara Tūkaha,172.502189,-43.510194,1559761.548702516,5182406.140565917
Mangakōtukutuku College,175.281521,-37.816878,1800821.8213905962,5812050.136753523
Chapel Downs Junior College (Proposed opening date: 2027-01-01),174.901321,-36.978891,1769227.4830633653,5905779.980309812
Koromiko Mākoha (Proposed opening date: 2027-01-25),172.497925,-43.581296,1559464.5585798316,5174507.541624037
Te Kura aa Iwi o Ngaati Kauwhata,175.658024,-40.130208,1826470.4987130533,5554403.695215519
Te Kāpehu Whetū,174.33015,-35.727535,1720297.7428860036,6045455.731557343
Māruawai College,168.930253,-46.103255,1285466.7469564201,4886423.866341715
Elim Christian College Henderson,174.631624,-36.859102,1745448.4817520266,5919515.245972765
Elim Christian College Mt Albert,174.709179,-36.889135,1752302.9022760452,5916062.291596091
Porirua Montessori Primary School,174.882284,-41.121986,1758014.6386794257,5445993.858560637
Te Kura ā Iwi o Te Waimate (Proposed opening date: 2027-04-27),173.884515,-35.312953,1680406.0159587888,6091891.966157073
Te Kura Kaupapa Māori o Ngā Papaonekura,174.937592,-37.084895,1772216.4988234914,5893953.598784553
Mastery Schools New Zealand - Arapaki,172.676349,-43.559546,1573860.373429257,5176994.646158559
The BUSY School NZ,174.762561,-36.857588,1757124.7523189667,5919475.753673358
Ecole Francaise Internationale Auckland,174.783919,-36.874792,1758993.2339222294,5917531.679606106
Te Rito - Te Kura Taiao,173.420291,-34.989963,1638357.0504525783,6127989.326477598
Christchurch North College,172.560742,-43.491404,1564483.4257717717,5184519.571832794
Galaxy International College (Proposed opening date: 2026-07-20),174.767457,-36.847936,1757581.0673000673,5920538.530987074
North West College,174.631089,-36.865086,1745389.4457265807,5918852.17557714
TIPENE,174.98131,-37.175499,1775892.7265019289,5883820.564865509
Queenstown Grammar School (Proposed),168.744581,-44.953318,1264334.8920060918,5013420.223056547
Te Hikoi Activity Centre,174.866412,-36.955504,1766170.9383542335,5908436.226090778
Te Pā Wānanga o Ōmaka Marae,173.92301,-41.53551,1676995.2832850146,5401382.224626684
Mangawhai Hills College,174.557554,-36.123774,1740164.2623518768,6001199.755646809
Twin Oaks Classical School,174.745805,-36.905724,1755533.2034367325,5914162.720393939
Totara Point School,174.775281,-36.886947,1758198.2104270332,5916197.4851851
Abbotsford School,170.417989,-45.893498,1399687.6997108792,4914543.509760484
Alexandra Primary School,169.389801,-45.255325,1316729.131472554,4982342.806582159
Andersons Bay School,170.535455,-45.894907,1408805.3711272834,4914675.325027991
Ardgowan School,170.967238,-45.061243,1439958.0495023697,5008236.186874055
Arthur Street School,170.49515,-45.872617,1405600.8705056966,4917054.349274348
Fenwick School,170.962027,-45.105905,1439672.8028591028,5003264.415792977
Balaclava School,170.467181,-45.888608,1403486.6814796533,4915209.189064437
Balclutha School,169.742709,-46.240495,1348881.1060795605,4874073.070657244
Balmacewen Intermediate,170.489862,-45.85924,1405143.7205690662,4918527.649085676
Bradford School,170.467373,-45.876146,1403457.6124265748,4916594.206999012
Broad Bay School,170.624151,-45.847673,1415529.8309575238,4920131.922520231
Brockville School,170.460266,-45.867409,1402875.1855555992,4917547.361727427
Clinton School,169.381165,-46.200886,1320808.6493648246,4877264.319322951
Clutha Valley School,169.550575,-46.093588,1333359.704544146,4889767.910098987
Clyde School,169.319284,-45.191106,1310870.3690142431,4989226.523154463
Concord School,170.454303,-45.903474,1402540.2683149085,4913525.7401824035
Cromwell Primary School,169.203515,-45.045004,1301013.3641568434,5005035.229475067
Dunedin North Intermediate,170.522205,-45.853486,1407634.5370848267,4919245.400105915
Duntroon School,170.686398,-44.856037,1417196.3986315476,5030437.922760999
East Taieri School,170.347121,-45.889789,1394176.171130411,4914775.115129408
Fairfield School (Dunedin),170.391366,-45.900545,1397647.946495296,4913693.355466634
Pembroke School (Oamaru),170.982726,-45.078029,1441223.9389706927,5006401.973072475
Five Forks School,170.770568,-45.050518,1424441.145981371,5009019.744660316
George Street Normal School,170.511824,-45.858338,1406845.4242158828,4918681.2608391885
Goldfields School (Cromwell),169.186586,-45.043384,1299671.6592500298,5005152.444645554
Grants Braes School,170.53346,-45.884426,1408614.5907943537,4915834.995949639
Green Island School,170.429455,-45.90477,1400617.5882506547,4913319.912567027
Halfway Bush School,170.465985,-45.857001,1403282.3383197454,4918717.816311223
Hampden School,170.815932,-45.325318,1428839.3276618214,4978589.477120757
Hāwea Flat School,169.291049,-44.651718,1305909.6924473369,5049043.675649051
Heriot School,169.273189,-45.839156,1310595.164080525,4917066.226458533
Kaikorai School,170.491007,-45.865445,1405254.2816919626,4917841.062457165
Kaitangata School,169.852561,-46.280569,1357526.5990442184,4869962.878249148
Kakanui School,170.892819,-45.187258,1434463.9514508077,4994087.336902002
Karitane School,170.655816,-45.64439,1417326.1800335927,4942789.279640228
Lee Stream School,170.097552,-45.781768,1374377.3388292934,4926101.705064644
Macandrew Bay School,170.597765,-45.869697,1413554.8182029997,4917623.701983949
Macraes Moonlight School,170.428336,-45.381023,1398662.210430664,4971504.092957882
Maheno School,170.834255,-45.167295,1429803.8021011632,4996183.27717493
Makarora Primary School,169.233666,-44.234013,1299220.8654572251,5095233.974894291
Māori Hill School,170.500969,-45.857413,1405999.5583578607,4918757.69505745
Millers Flat School,169.409728,-45.659482,1320300.5418887935,4937513.699541428
Milton School,169.962047,-46.113826,1365251.253606449,4888818.098919828
Mornington School,170.475514,-45.882506,1404111.7402030446,4915907.629563095
Elmgrove School,170.346074,-45.87964,1394057.417370323,4915899.9767505815
Musselburgh School,170.514738,-45.903489,1407227.9352734878,4913671.969836622
North East Valley Normal School,170.530524,-45.849266,1408265.8686996936,4919734.266534669
Oamaru Intermediate,170.984299,-45.075693,1441341.2800824193,5006664.562937347
Te Pākihi o Maru,170.971467,-45.091738,1440375.962006352,5004856.89270129
Omakau School,169.60271,-45.090941,1332665.804248683,5001330.65752769
Omarama School,169.962015,-44.48905,1358439.6610414842,5069317.1578405555
Ōpoho School,170.533006,-45.853619,1408473.5226497594,4919256.6038941955
Outram School,170.228273,-45.861134,1384844.9135655893,4917645.06494801
Palmerston School,170.719157,-45.481031,1421745.933191209,4961080.4453975465
Papakaio School,170.979614,-44.989901,1440734.6470490713,5016185.822850401
Pine Hill School (Dunedin),170.518163,-45.846459,1407296.4592821728,4920016.354828284
Poolburn School,169.696295,-45.137217,1340240.277381136,4996495.245110732
Port Chalmers School,170.617507,-45.821029,1414925.62558061,4923076.717847557
Portobello School,170.6572,-45.838224,1418065.029400899,4921257.572850008
