DHB,Month,Year,Time,Population
Nelson Marlborough,July,1999,1999.5833333333333,124074.36017807668
Nelson Marlborough,August,1999,1999.6666666666667,124175.81192523077
Nelson Marlborough,September,1999,1999.75,124278.96191502467
Nelson Marlborough,October,1999,1999.8333333333333,124383.95001343395
Nelson Marlborough,November,1999,1999.9166666666667,124490.91608643417
Nelson Marlborough,December,1999,2000,124600
Nelson Marlborough,January,2000,2000.0833333333333,124711.26921863598
Nelson Marlborough,February,2000,2000.1666666666667,124824.50160096258
Nelson Marlborough,March,2000,2000.25,124939.40260412829
Nelson Marlborough,April,2000,2000.3333333333333,125055.67768528254
Nelson Marlborough,May,2000,2000.4166666666667,125173.03230157479
Nelson Marlborough,June,2000,2000.5,125291.17191015351
Nelson Marlborough,July,2000,2000.5833333333333,125409.80196816815
Nelson Marlborough,August,2000,2000.6666666666667,125528.62793276814
Nelson Marlborough,September,2000,2000.75,125647.35526110197
Nelson Marlborough,October,2000,2000.8333333333333,125765.68941031909
Nelson Marlborough,November,2000,2000.9166666666667,125883.33583756894
Nelson Marlborough,December,2000,2001,126000
Nelson Marlborough,January,2001,2001.0833333333333,126115.5516257712
Nelson Marlborough,February,2001,2001.1666666666667,126230.51752707938
Nelson Marlborough,March,2001,2001.25,126345.58878712993
Nelson Marlborough,April,2001,2001.3333333333333,126461.4564891292
Nelson Marlborough,May,2001,2001.4166666666667,126578.81171628351
Nelson Marlborough,June,2001,2001.5,126698.34555179825
Nelson Marlborough,July,2001,2001.5833333333333,126820.74907887974
Nelson Marlborough,August,2001,2001.6666666666667,126946.71338073436
Nelson Marlborough,September,2001,2001.75,127076.92954056743
Nelson Marlborough,October,2001,2001.8333333333333,127212.08864158532
Nelson Marlborough,November,2001,2001.9166666666667,127352.88176699443
Nelson Marlborough,December,2001,2002,127500
Nelson Marlborough,January,2002,2002.0833333333333,127653.89696346375
Nelson Marlborough,February,2002,2002.1666666666667,127814.07643886872
Nelson Marlborough,March,2002,2002.25,127979.80474735197
Nelson Marlborough,April,2002,2002.3333333333333,128150.34821005182
Nelson Marlborough,May,2002,2002.4166666666667,128324.97314810667
Nelson Marlborough,June,2002,2002.5,128502.9458826535
Nelson Marlborough,July,2002,2002.5833333333333,128683.53273483069
Nelson Marlborough,August,2002,2002.6666666666667,128866.00002577664
Nelson Marlborough,September,2002,2002.75,129049.61407662828
Nelson Marlborough,October,2002,2002.8333333333333,129233.64120852403
Nelson Marlborough,November,2002,2002.9166666666667,129417.3477426023
Nelson Marlborough,December,2002,2003,129600
Nelson Marlborough,January,2003,2003.0833333333333,129780.89755740999
Nelson Marlborough,February,2003,2003.1666666666667,129959.47301374286
Nelson Marlborough,March,2003,2003.25,130135.19222346219
Nelson Marlborough,April,2003,2003.3333333333333,130307.521041033
Nelson Marlborough,May,2003,2003.4166666666667,130475.92532092032
Nelson Marlborough,June,2003,2003.5,130639.87091758774
Nelson Marlborough,July,2003,2003.5833333333333,130798.8236855003
Nelson Marlborough,August,2003,2003.6666666666667,130952.24947912297
Nelson Marlborough,September,2003,2003.75,131099.61415291944
Nelson Marlborough,October,2003,2003.8333333333333,131240.38356135468
Nelson Marlborough,November,2003,2003.9166666666667,131374.0235588936
Nelson Marlborough,December,2003,2004,131500
Nelson Marlborough,January,2004,2004.0833333333333,131617.9989180065
Nelson Marlborough,February,2004,2004.1666666666667,131728.58706171627
Nelson Marlborough,March,2004,2004.25,131832.5513587993
Nelson Marlborough,April,2004,2004.3333333333333,131930.67873692643
Nelson Marlborough,May,2004,2004.4166666666667,132023.7561237685
Nelson Marlborough,June,2004,2004.5,132112.57044699552
Nelson Marlborough,July,2004,2004.5833333333333,132197.90863427837
Nelson Marlborough,August,2004,2004.6666666666667,132280.55761328782
Nelson Marlborough,September,2004,2004.75,132361.304311694
Nelson Marlborough,October,2004,2004.8333333333333,132440.93565716766
Nelson Marlborough,November,2004,2004.9166666666667,132520.2385773796
Nelson Marlborough,December,2004,2005,132600
Nelson Marlborough,January,2005,2005.0833333333333,132680.84519648927
Nelson Marlborough,February,2005,2005.1666666666667,132762.75281346674
Nelson Marlborough,March,2005,2005.25,132845.53984134065
Nelson Marlborough,April,2005,2005.3333333333333,132929.02327052
Nelson Marlborough,May,2005,2005.4166666666667,133013.02009141372
Nelson Marlborough,June,2005,2005.5,133097.34729443016
Nelson Marlborough,July,2005,2005.5833333333333,133181.82186997827
Nelson Marlborough,August,2005,2005.6666666666667,133266.260808467
Nelson Marlborough,September,2005,2005.75,133350.4811003046
Nelson Marlborough,October,2005,2005.8333333333333,133434.29973590013
Nelson Marlborough,November,2005,2005.9166666666667,133517.5337056625
Nelson Marlborough,December,2005,2006,133600
Nelson Marlborough,January,2006,2006.0833333333333,133681.59483307294
Nelson Marlborough,February,2006,2006.1666666666667,133762.5313140469
Nelson Marlborough,March,2006,2006.25,133843.10177583812
Nelson Marlborough,April,2006,2006.3333333333333,133923.5985513635
Nelson Marlborough,May,2006,2006.4166666666667,134004.31397354
Nelson Marlborough,June,2006,2006.5,134085.5403752838
Nelson Marlborough,July,2006,2006.5833333333333,134167.57008951184
Nelson Marlborough,August,2006,2006.6666666666667,134250.695449141
Nelson Marlborough,September,2006,2006.75,134335.20878708755
Nelson Marlborough,October,2006,2006.8333333333333,134421.40243626843
Nelson Marlborough,November,2006,2006.9166666666667,134509.5687296005
Nelson Marlborough,December,2006,2007,134600
Nelson Marlborough,January,2007,2007.0833333333333,134692.89121195924
Nelson Marlborough,February,2007,2007.1666666666667,134788.04785627205
Nelson Marlborough,March,2007,2007.25,134885.17805530684
Nelson Marlborough,April,2007,2007.3333333333333,134983.98993143288
Nelson Marlborough,May,2007,2007.4166666666667,135084.19160701934
Nelson Marlborough,June,2007,2007.5,135185.49120443463
Nelson Marlborough,July,2007,2007.5833333333333,135287.59684604802
Nelson Marlborough,August,2007,2007.6666666666667,135390.21665422872
Nelson Marlborough,September,2007,2007.75,135493.05875134512
Nelson Marlborough,October,2007,2007.8333333333333,135595.83125976645
Nelson Marlborough,November,2007,2007.9166666666667,135698.24230186193
Nelson Marlborough,December,2007,2008,135800
Nelson Marlborough,January,2008,2008.0833333333333,135900.89124501555
Nelson Marlborough,February,2008,2008.1666666666667,136001.0180016062
Nelson Marlborough,March,2008,2008.25,136100.5610029345
Nelson Marlborough,April,2008,2008.3333333333333,136199.70098216375
Nelson Marlborough,May,2008,2008.4166666666667,136298.6186724573
Nelson Marlborough,June,2008,2008.5,136397.49480697763
Nelson Marlborough,July,2008,2008.5833333333333,136496.5101188881
Nelson Marlborough,August,2008,2008.6666666666667,136595.84534135205
Nelson Marlborough,September,2008,2008.75,136695.68120753198
Nelson Marlborough,October,2008,2008.8333333333333,136796.19845059118
Nelson Marlborough,November,2008,2008.9166666666667,136897.577803693
Nelson Marlborough,December,2008,2009,137000
Nelson Marlborough,January,2009,2009.0833333333333,137103.7174190892
Nelson Marlborough,February,2009,2009.1666666666667,137209.2690261926
Nelson Marlborough,March,2009,2009.25,137317.2654329552
Nelson Marlborough,April,2009,2009.3333333333333,137428.3172510227
Nelson Marlborough,May,2009,2009.4166666666667,137543.03509204095
Nelson Marlborough,June,2009,2009.5,137662.0295676548
Nelson Marlborough,July,2009,2009.5833333333333,137785.91128951003
Nelson Marlborough,August,2009,2009.6666666666667,137915.29086925252
Nelson Marlborough,September,2009,2009.75,138050.778918527
Nelson Marlborough,October,2009,2009.8333333333333,138192.98604897936
Nelson Marlborough,November,2009,2009.9166666666667,138342.52287225547
Nelson Marlborough,December,2009,2010,138500
Nelson Marlborough,January,2010,2010.0833333333333,138665.60481936784
Nelson Marlborough,February,2010,2010.1666666666667,138837.83181954993
Nelson Marlborough,March,2010,2010.25,139014.75226524472
Nelson Marlborough,April,2010,2010.3333333333333,139194.43742115216
Nelson Marlborough,May,2010,2010.4166666666667,139374.95855197214
Nelson Marlborough,June,2010,2010.5,139554.38692240315
Nelson Marlborough,July,2010,2010.5833333333333,139730.7937971451
Nelson Marlborough,August,2010,2010.6666666666667,139902.2504408979
Nelson Marlborough,September,2010,2010.75,140066.82811836
Nelson Marlborough,October,2010,2010.8333333333333,140222.5980942314
Nelson Marlborough,November,2010,2010.9166666666667,140367.63163321183
Nelson Marlborough,December,2010,2011,140500
Nelson Marlborough,January,2011,2011.0833333333333,140618.296173809
Nelson Marlborough,February,2011,2011.1666666666667,140723.19999190484
Nelson Marlborough,March,2011,2011.25,140815.9130060659
Nelson Marlborough,April,2011,2011.3333333333333,140897.63676807153
Nelson Marlborough,May,2011,2011.4166666666667,140969.57282970092
Nelson Marlborough,June,2011,2011.5,141032.9227427326
Nelson Marlborough,July,2011,2011.5833333333333,141088.88805894583
Nelson Marlborough,August,2011,2011.6666666666667,141138.67033011973
Nelson Marlborough,September,2011,2011.75,141183.471108033
Nelson Marlborough,October,2011,2011.8333333333333,141224.4919444648
Nelson Marlborough,November,2011,2011.9166666666667,141262.9343911942
Nelson Marlborough,December,2011,2012,141300
Nelson Marlborough,January,2012,2012.0833333333333,141336.9628002104
Nelson Marlborough,February,2012,2012.1666666666667,141375.38673134983
Nelson Marlborough,March,2012,2012.25,141416.90821049165
Nelson Marlborough,April,2012,2012.3333333333333,141463.16365470932
Nelson Marlborough,May,2012,2012.4166666666667,141515.78948107653
Nelson Marlborough,June,2012,2012.5,141576.42210666643
Nelson Marlborough,July,2012,2012.5833333333333,141646.6979485526
Nelson Marlborough,August,2012,2012.6666666666667,141728.2534238088
Nelson Marlborough,September,2012,2012.75,141822.724949508
Nelson Marlborough,October,2012,2012.8333333333333,141931.7489427239
Nelson Marlborough,November,2012,2012.9166666666667,142056.9618205303
Nelson Marlborough,December,2012,2013,142200
Nelson Marlborough,January,2013,2013.0833333333333,142361.8618846083
Nelson Marlborough,February,2013,2013.1666666666667,142540.99382343693
Nelson Marlborough,March,2013,2013.25,142735.20415196754
Nelson Marlborough,April,2013,2013.3333333333333,142942.3012056833
Nelson Marlborough,May,2013,2013.4166666666667,143160.0933200675
Nelson Marlborough,June,2013,2013.5,143386.38883060167
Nelson Marlborough,July,2013,2013.5833333333333,143618.99607276908
Nelson Marlborough,August,2013,2013.6666666666667,143855.72338205305
Nelson Marlborough,September,2013,2013.75,144094.379093935
Nelson Marlborough,October,2013,2013.8333333333333,144332.7715438982
Nelson Marlborough,November,2013,2013.9166666666667,144568.7090674261
Nelson Marlborough,December,2013,2014,144800
Nelson Marlborough,January,2014,2014.0833333333333,145025.02253172584
Nelson Marlborough,February,2014,2014.1666666666667,145244.43427119963
Nelson Marlborough,March,2014,2014.25,145459.46268163822
Nelson Marlborough,April,2014,2014.3333333333333,145671.33522626018
Nelson Marlborough,May,2014,2014.4166666666667,145881.27936828413
Nelson Marlborough,June,2014,2014.5,146090.52257092687
Nelson Marlborough,July,2014,2014.5833333333333,146300.292297407
Nelson Marlborough,August,2014,2014.6666666666667,146511.81601094312
Nelson Marlborough,September,2014,2014.75,146726.32117475208
Nelson Marlborough,October,2014,2014.8333333333333,146945.03525205242
Nelson Marlborough,November,2014,2014.9166666666667,147169.1857060628
Nelson Marlborough,December,2014,2015,147400
Nelson Marlborough,January,2015,2015.0833333333333,147638.27946996863
Nelson Marlborough,February,2015,2015.1666666666667,147883.12094361754
Nelson Marlborough,March,2015,2015.25,148133.19512147957
Nelson Marlborough,April,2015,2015.3333333333333,148387.17270408958
Nelson Marlborough,May,2015,2015.4166666666667,148643.7243919824
Nelson Marlborough,June,2015,2015.5,148901.52088569087
Nelson Marlborough,July,2015,2015.5833333333333,149159.23288574984
Nelson Marlborough,August,2015,2015.6666666666667,149415.5310926942
Nelson Marlborough,September,2015,2015.75,149669.08620705674
Nelson Marlborough,October,2015,2015.8333333333333,149918.5689293723
Nelson Marlborough,November,2015,2015.9166666666667,150162.6499601758
Nelson Marlborough,December,2015,2016,150400
Nelson Marlborough,January,2016,2016.0833333333333,150629.67208839834
Nelson Marlborough,February,2016,2016.1666666666667,150852.24862099814
Nelson Marlborough,March,2016,2016.25,151068.69433244347
Nelson Marlborough,April,2016,2016.3333333333333,151279.97395738022
Nelson Marlborough,May,2016,2016.4166666666667,151487.05223045425
Nelson Marlborough,June,2016,2016.5,151690.89388630967
Nelson Marlborough,July,2016,2016.5833333333333,151892.46365959232
Nelson Marlborough,August,2016,2016.6666666666667,152092.72628494806
Nelson Marlborough,September,2016,2016.75,152292.64649702102
Nelson Marlborough,October,2016,2016.8333333333333,152493.18903045706
Nelson Marlborough,November,2016,2016.9166666666667,152695.31861990198
Nelson Marlborough,December,2016,2017,152900
Nelson Marlborough,January,2017,2017.0833333333333,153107.96273199236
Nelson Marlborough,February,2017,2017.1666666666667,153318.99568350223
Nelson Marlborough,March,2017,2017.25,153532.65254874653
Nelson Marlborough,April,2017,2017.3333333333333,153748.48702194387
Nelson Marlborough,May,2017,2017.4166666666667,153966.0527973129
Nelson Marlborough,June,2017,2017.5,154184.90356907048
Nelson Marlborough,July,2017,2017.5833333333333,154404.59303143524
Nelson Marlborough,August,2017,2017.6666666666667,154624.67487862587
Nelson Marlborough,September,2017,2017.75,154844.70280485917
Nelson Marlborough,October,2017,2017.8333333333333,155064.23050435385
Nelson Marlborough,November,2017,2017.9166666666667,155282.8116713285
Nelson Marlborough,December,2017,2018,155500
Nelson Marlborough,January,2018,2018.0833333333333,155715.50244659404
Nelson Marlborough,February,2018,2018.1666666666667,155929.63901536446
Nelson Marlborough,March,2018,2018.25,156142.8829725704
Nelson Marlborough,April,2018,2018.3333333333333,156355.70758447275
Nelson Marlborough,May,2018,2018.4166666666667,156568.5861173324
Nelson Marlborough,June,2018,2018.5,156781.99183740842
Nelson Marlborough,July,2018,2018.5833333333333,156996.3980109618
Nelson Marlborough,August,2018,2018.6666666666667,157212.27790425337
Nelson Marlborough,September,2018,2018.75,157430.10478354225
Nelson Marlborough,October,2018,2018.8333333333333,157650.35191508936
Nelson Marlborough,November,2018,2018.9166666666667,157873.49256515555
Nelson Marlborough,December,2018,2019,158100
Nelson Marlborough,January,2019,2019.0833333333333,158330.31683348215
Nelson Marlborough,February,2019,2019.1666666666667,158564.7630698559
Nelson Marlborough,March,2019,2019.25,158803.62806097182
Nelson Marlborough,April,2019,2019.3333333333333,159047.20115868244
Nelson Marlborough,May,2019,2019.4166666666667,159295.77171484026
Nelson Marlborough,June,2019,2019.5,159549.62908129577
Nelson Marlborough,July,2019,2019.5833333333333,159809.06260990154
Nelson Marlborough,August,2019,2019.6666666666667,160074.36165251007
Nelson Marlborough,September,2019,2019.75,160345.81556097182
Nelson Marlborough,October,2019,2019.8333333333333,160623.7136871394
Nelson Marlborough,November,2019,2019.9166666666667,160908.34538286534
Nelson Marlborough,December,2019,2020,161200
Nelson Marlborough,January,2020,2020.0833333333333,161498.966890396
Nelson Marlborough,February,2020,2020.1666666666667,161805.53540590603
Nelson Marlborough,March,2020,2020.25,162119.99489838028
Nelson Marlborough,April,2020,2020.3333333333333,162442.6347196714
Nelson Marlborough,May,2020,2020.4166666666667,162773.74422163217
Nelson Marlborough,June,2020,2020.5,163113.61275611265
Nelson Marlborough,July,2020,2020.5833333333333,163462.52967496557
Nelson Marlborough,August,2020,2020.6666666666667,163820.78433004377
Nelson Marlborough,September,2020,2020.75,164188.66607319715
Nelson Marlborough,October,2020,2020.8333333333333,164566.4642562785
Nelson Marlborough,November,2020,2020.9166666666667,164954.4682311408
Nelson Marlborough,December,2020,2021,165352.96734963375
Northland,January,1997,1997.0833333333333,142219.527717317
Northland,February,1997,1997.1666666666667,142337.7662283839
Northland,March,1997,1997.25,142454.03714685788
Northland,April,1997,1997.3333333333333,142567.6620863971
Northland,May,1997,1997.4166666666667,142677.9626606597
Northland,June,1997,1997.5,142784.26048330287
Northland,July,1997,1997.5833333333333,142885.8771679848
Northland,August,1997,1997.6666666666667,142982.13432836358
Northland,September,1997,1997.75,143072.35357809646
Northland,October,1997,1997.8333333333333,143155.85653084156
Northland,November,1997,1997.9166666666667,143231.96480025694
Northland,December,1997,1998,143300
Northland,January,1998,1998.0833333333333,143359.60793913738
Northland,February,1998,1998.1666666666667,143411.73120837004
Northland,March,1998,1998.25,143457.63659380708
Northland,April,1998,1998.3333333333333,143498.59088155814
Northland,May,1998,1998.4166666666667,143535.86085773268
Northland,June,1998,1998.5,143570.7133084399
Northland,July,1998,1998.5833333333333,143604.4150197894
Northland,August,1998,1998.6666666666667,143638.23277789057
Northland,September,1998,1998.75,143673.43336885277
Northland,October,1998,1998.8333333333333,143711.28357878543
Northland,November,1998,1998.9166666666667,143753.05019379812
Northland,December,1998,1999,143800
Northland,January,1999,1999.0833333333333,143852.92015576275
Northland,February,1999,1999.1666666666667,143910.6793085067
Northland,March,1999,1999.25,143971.66647791376
Northland,April,1999,1999.3333333333333,144034.27068366637
Northland,May,1999,1999.4166666666667,144096.88094544696
Northland,June,1999,1999.5,144157.88628293748
Northland,July,1999,1999.5833333333333,144215.67571582037
Northland,August,1999,1999.6666666666667,144268.63826377803
Northland,September,1999,1999.75,144315.16294649246
Northland,October,1999,1999.8333333333333,144353.63878364608
Northland,November,1999,1999.9166666666667,144382.4547949212
Northland,December,1999,2000,144400
Northland,January,2000,2000.0833333333333,144405.38967855205
Northland,February,2000,2000.1666666666667,144400.64415019602
Northland,March,2000,2000.25,144388.5099945379
Northland,April,2000,2000.3333333333333,144371.7337911836
Northland,May,2000,2000.4166666666667,144353.06211973898
Northland,June,2000,2000.5,144335.24155981018
Northland,July,2000,2000.5833333333333,144321.01869100297
Northland,August,2000,2000.6666666666667,144313.1400929234
Northland,September,2000,2000.75,144314.35234517735
Northland,October,2000,2000.8333333333333,144327.4020273708
Northland,November,2000,2000.9166666666667,144355.03571910976
Northland,December,2000,2001,144400
Northland,January,2001,2001.0833333333333,144464.29427817703
Northland,February,2001,2001.1666666666667,144546.92927589445
Northland,March,2001,2001.25,144646.16854393465
Northland,April,2001,2001.3333333333333,144760.27563308066
Northland,May,2001,2001.4166666666667,144887.51409411567
Northland,June,2001,2001.5,145026.14747782185
Northland,July,2001,2001.5833333333333,145174.43933498234
Northland,August,2001,2001.6666666666667,145330.65321638045
Northland,September,2001,2001.75,145493.05267279813
Northland,October,2001,2001.8333333333333,145659.90125501863
Northland,November,2001,2001.9166666666667,145829.4625138253
Northland,December,2001,2002,146000
Northland,January,2002,2002.0833333333333,146170.0142272579
Northland,February,2002,2002.1666666666667,146338.95356104142
Northland,March,2002,2002.25,146506.5033297235
Northland,April,2002,2002.3333333333333,146672.3488616784
Northland,May,2002,2002.4166666666667,146836.1754852804
Northland,June,2002,2002.5,146997.66852890243
Northland,July,2002,2002.5833333333333,147156.51332091878
Northland,August,2002,2002.6666666666667,147312.3951897037
Northland,September,2002,2002.75,147464.99946363017
Northland,October,2002,2002.8333333333333,147614.01147107242
Northland,November,2002,2002.9166666666667,147759.11654040468
Northland,December,2002,2003,147900
Northland,January,2003,2003.0833333333333,148036.493720198
Northland,February,2003,2003.1666666666667,148169.01573919994
Northland,March,2003,2003.25,148298.1306371714
Northland,April,2003,2003.3333333333333,148424.40299427905
Northland,May,2003,2003.4166666666667,148548.3973906895
Northland,June,2003,2003.5,148670.67840656842
Northland,July,2003,2003.5833333333333,148791.8106220824
Northland,August,2003,2003.6666666666667,148912.35861739813
Northland,September,2003,2003.75,149032.8869726812
Northland,October,2003,2003.8333333333333,149153.9602680983
Northland,November,2003,2003.9166666666667,149276.14308381602
Northland,December,2003,2004,149400
Northland,January,2004,2004.0833333333333,149525.96691046786
Northland,February,2004,2004.1666666666667,149653.96496364105
Northland,March,2004,2004.25,149783.78662159093
Northland,April,2004,2004.3333333333333,149915.2243463899
Northland,May,2004,2004.4166666666667,150048.07060011048
Northland,June,2004,2004.5,150182.11784482392
Northland,July,2004,2004.5833333333333,150317.15854260273
Northland,August,2004,2004.6666666666667,150452.9851555193
Northland,September,2004,2004.75,150589.39014564498
Northland,October,2004,2004.8333333333333,150726.16597505222
Northland,November,2004,2004.9166666666667,150863.10510581345
Northland,December,2004,2005,151000
Northland,January,2005,2005.0833333333333,151136.7219712632
Northland,February,2005,2005.1666666666667,151273.45773956997
Northland,March,2005,2005.25,151410.47287646495
Northland,April,2005,2005.3333333333333,151548.0329534939
Northland,May,2005,2005.4166666666667,151686.40354220266
Northland,June,2005,2005.5,151825.85021413586
Northland,July,2005,2005.5833333333333,151966.63854083928
Northland,August,2005,2005.6666666666667,152109.03409385873
Northland,September,2005,2005.75,152253.30244473886
Northland,October,2005,2005.8333333333333,152399.70916502542
Northland,November,2005,2005.9166666666667,152548.51982626427
Northland,December,2005,2006,152700
Northland,January,2006,2006.0833333333333,152854.28640818226
Northland,February,2006,2006.1666666666667,153011.00037437616
Northland,March,2006,2006.25,153169.63437254934
Northland,April,2006,2006.3333333333333,153329.68087667073
Northland,May,2006,2006.4166666666667,153490.6323607093
Northland,June,2006,2006.5,153651.98129863266
Northland,July,2006,2006.5833333333333,153813.22016440975
Northland,August,2006,2006.6666666666667,153973.84143200953
Northland,September,2006,2006.75,154133.33757539964
Northland,October,2006,2006.8333333333333,154291.201068549
Northland,November,2006,2006.9166666666667,154446.92438542657
Northland,December,2006,2007,154600
Northland,January,2007,2007.0833333333333,154750.0675811921
Northland,February,2007,2007.1666666666667,154897.35557774102
Northland,March,2007,2007.25,155042.2396333377
Northland,April,2007,2007.3333333333333,155185.09539167417
Northland,May,2007,2007.4166666666667,155326.2984964425
Northland,June,2007,2007.5,155466.22459133356
Northland,July,2007,2007.5833333333333,155605.24932003944
Northland,August,2007,2007.6666666666667,155743.74832625216
Northland,September,2007,2007.75,155882.09725366265
Northland,October,2007,2007.8333333333333,156020.67174596293
Northland,November,2007,2007.9166666666667,156159.8474468451
Northland,December,2007,2008,156300
Northland,January,2008,2008.0833333333333,156441.5080818634
Northland,February,2008,2008.1666666666667,156584.7624998457
Northland,March,2008,2008.25,156730.15709409988
Northland,April,2008,2008.3333333333333,156878.08570477995
Northland,May,2008,2008.4166666666667,157028.94217204006
Northland,June,2008,2008.5,157183.1203360331
Northland,July,2008,2008.5833333333333,157341.01403691323
Northland,August,2008,2008.6666666666667,157503.0171148345
Northland,September,2008,2008.75,157669.52340994982
Northland,October,2008,2008.8333333333333,157840.9267624133
Northland,November,2008,2008.9166666666667,158017.6210123791
Northland,December,2008,2009,158200
Northland,January,2009,2009.0833333333333,158388.24036913126
Northland,February,2009,2009.1666666666667,158581.64997843248
Northland,March,2009,2009.25,158779.31949026283
Northland,April,2009,2009.3333333333333,158980.339566983
Northland,May,2009,2009.4166666666667,159183.80087095368
Northland,June,2009,2009.5,159388.79406453395
Northland,July,2009,2009.5833333333333,159594.4098100846
Northland,August,2009,2009.6666666666667,159799.7387699663
Northland,September,2009,2009.75,160003.8716065381
Northland,October,2009,2009.8333333333333,160205.89898216078
Northland,November,2009,2009.9166666666667,160404.91155919505
Northland,December,2009,2010,160600
Northland,January,2010,2010.0833333333333,160790.36840457353
Northland,February,2010,2010.1666666666667,160975.67462346234
Northland,March,2010,2010.25,161155.68994484877
Northland,April,2010,2010.3333333333333,161330.1856569167
Northland,May,2010,2010.4166666666667,161498.93304784998
Northland,June,2010,2010.5,161661.70340583104
Northland,July,2010,2010.5833333333333,161818.2680190437
Northland,August,2010,2010.6666666666667,161968.39817567178
Northland,September,2010,2010.75,162111.86516389778
Northland,October,2010,2010.8333333333333,162248.4402719055
Northland,November,2010,2010.9166666666667,162377.8947878787
Northland,December,2010,2011,162500
Northland,January,2011,2011.0833333333333,162614.6378644255
Northland,February,2011,2011.1666666666667,162722.13300920057
Northland,March,2011,2011.25,162822.92073034207
Northland,April,2011,2011.3333333333333,162917.4363238678
Northland,May,2011,2011.4166666666667,163006.1150857954
Northland,June,2011,2011.5,163089.3923121419
Northland,July,2011,2011.5833333333333,163167.70329892496
Northland,August,2011,2011.6666666666667,163241.48334216225
Northland,September,2011,2011.75,163311.1677378708
Northland,October,2011,2011.8333333333333,163377.19178206826
Northland,November,2011,2011.9166666666667,163439.9907707723
Northland,December,2011,2012,163500
Northland,January,2012,2012.0833333333333,163557.96671179796
Northland,February,2012,2012.1666666666667,163615.88593232862
Northland,March,2012,2012.25,163676.06463378292
Northland,April,2012,2012.3333333333333,163740.8097883523
Northland,May,2012,2012.4166666666667,163812.42836822814
Northland,June,2012,2012.5,163893.22734560134
Northland,July,2012,2012.5833333333333,163985.51369266334
Northland,August,2012,2012.6666666666667,164091.5943816057
Northland,September,2012,2012.75,164213.7763846191
Northland,October,2012,2012.8333333333333,164354.366673895
Northland,November,2012,2012.9166666666667,164515.6722216252
Northland,December,2012,2013,164700
Northland,January,2013,2013.0833333333333,164908.8772328266
Northland,February,2013,2013.1666666666667,165140.71215037434
Northland,March,2013,2013.25,165393.13323452618
Northland,April,2013,2013.3333333333333,165663.76896716692
Northland,May,2013,2013.4166666666667,165950.24783018156
Northland,June,2013,2013.5,166250.1983054527
Northland,July,2013,2013.5833333333333,166561.24887486539
Northland,August,2013,2013.6666666666667,166881.0280203046
Northland,September,2013,2013.75,167207.1642236529
Northland,October,2013,2013.8333333333333,167537.28596679526
Northland,November,2013,2013.9166666666667,167869.02173161684
Northland,December,2013,2014,168200
Northland,January,2014,2014.0833333333333,168528.34148652412
Northland,February,2014,2014.1666666666667,168854.13583654558
Northland,March,2014,2014.25,169177.9649281123
Northland,April,2014,2014.3333333333333,169500.41063927495
Northland,May,2014,2014.4166666666667,169822.0548480841
Northland,June,2014,2014.5,170143.4794325878
Northland,July,2014,2014.5833333333333,170465.26627083658
Northland,August,2014,2014.6666666666667,170787.99724088114
Northland,September,2014,2014.75,171112.2542207694
Northland,October,2014,2014.8333333333333,171438.61908855196
Northland,November,2014,2014.9166666666667,171767.67372227952
Northland,December,2014,2015,172100
Northland,January,2015,2015.0833333333333,172436.09015440854
Northland,February,2015,2015.1666666666667,172776.0778367784
Northland,March,2015,2015.25,173120.00705302457
Northland,April,2015,2015.3333333333333,173467.92180906484
Northland,May,2015,2015.4166666666667,173819.86611081703
Northland,June,2015,2015.5,174175.88396419608
Northland,July,2015,2015.5833333333333,174536.0193751198
Northland,August,2015,2015.6666666666667,174900.316349506
Northland,September,2015,2015.75,175268.81889326955
Northland,October,2015,2015.8333333333333,175641.57101232835
Northland,November,2015,2015.9166666666667,176018.61671260023
Northland,December,2015,2016,176400
Northland,January,2016,2016.0833333333333,176785.68909954358
Northland,February,2016,2016.1666666666667,177175.34911263906
Northland,March,2016,2016.25,177568.56935978943
Northland,April,2016,2016.3333333333333,177964.93916150078
Northland,May,2016,2016.4166666666667,178364.04783827928
Northland,June,2016,2016.5,178765.48471062785
Northland,July,2016,2016.5833333333333,179168.83909905265
Northland,August,2016,2016.6666666666667,179573.70032405987
Northland,September,2016,2016.75,179979.65770615236
Northland,October,2016,2016.8333333333333,180386.3005658363
Northland,November,2016,2016.9166666666667,180793.2182236179
Northland,December,2016,2017,181200
Northland,January,2017,2017.0833333333333,181606.16502148914
Northland,February,2017,2017.1666666666667,182010.95163859337
Northland,March,2017,2017.25,182413.52800781777
Northland,April,2017,2017.3333333333333,182813.06228567072
Northland,May,2017,2017.4166666666667,183208.7226286606
Northland,June,2017,2017.5,183599.6771932925
Northland,July,2017,2017.5833333333333,183985.09413607485
Northland,August,2017,2017.6666666666667,184364.14161351594
Northland,September,2017,2017.75,184735.987782121
Northland,October,2017,2017.8333333333333,185099.80079839833
Northland,November,2017,2017.9166666666667,185454.74881885623
Northland,December,2017,2018,185800
Northland,January,2018,2018.0833333333333,186135.1369256088
Northland,February,2018,2018.1666666666667,186461.3998885451
Northland,March,2018,2018.25,186780.4436089395
Northland,April,2018,2018.3333333333333,187093.9228069254
Northland,May,2018,2018.4166666666667,187403.49220263603
Northland,June,2018,2018.5,187710.80651620214
Northland,July,2018,2018.5833333333333,188017.52046775704
