p_match,year,ground,country,inns,bat,team_bowl,ball,outcome,over,score,cur_bat_runs,wagonX,wagonY
216055,2005,"Queens Sports Club, Bulawayo",Zimbabwe,2,Lou Vincent,Zimbabwe,5,run,8,2,20,99,45
216055,2005,"Queens Sports Club, Bulawayo",Zimbabwe,2,Lou Vincent,Zimbabwe,1,four,12,4,24,142,-54
216055,2005,"Queens Sports Club, Bulawayo",Zimbabwe,2,Lou Vincent,Zimbabwe,6,four,2,4,4,-33,-153
216055,2005,"Queens Sports Club, Bulawayo",Zimbabwe,2,Lou Vincent,Zimbabwe,2,run,4,2,6,52,-1
216055,2005,"Queens Sports Club, Bulawayo",Zimbabwe,2,Lou Vincent,Zimbabwe,5,run,4,1,7,21,-60
216055,2005,"Queens Sports Club, Bulawayo",Zimbabwe,2,Lou Vincent,Zimbabwe,5,run,16,2,36,-119,-77
216055,2005,"Queens Sports Club, Bulawayo",Zimbabwe,2,Lou Vincent,Zimbabwe,1,run,14,1,25,-61,36
216055,2005,"Queens Sports Club, Bulawayo",Zimbabwe,2,Lou Vincent,Zimbabwe,2,four,16,4,30,-141,-78
216055,2005,"Queens Sports Club, Bulawayo",Zimbabwe,2,Lou Vincent,Zimbabwe,3,four,16,4,34,-149,-71
216055,2005,"Queens Sports Club, Bulawayo",Zimbabwe,2,James Marshall,Zimbabwe,1,four,8,4,9,-124,-95
216055,2005,"Queens Sports Club, Bulawayo",Zimbabwe,2,James Marshall,Zimbabwe,3,run,8,1,10,-54,40
216055,2005,"Queens Sports Club, Bulawayo",Zimbabwe,2,Hamish Marshall,Zimbabwe,1,run,10,2,9,122,50
216055,2005,"Queens Sports Club, Bulawayo",Zimbabwe,2,Hamish Marshall,Zimbabwe,2,four,10,4,13,-125,-101
216055,2005,"Queens Sports Club, Bulawayo",Zimbabwe,2,Stephen Fleming,Zimbabwe,1,four,25,4,27,97,130
216055,2005,"Queens Sports Club, Bulawayo",Zimbabwe,2,Stephen Fleming,Zimbabwe,4,four,25,4,31,-157,9
216055,2005,"Queens Sports Club, Bulawayo",Zimbabwe,2,Stephen Fleming,Zimbabwe,2,run,27,2,38,122,-52
216055,2005,"Queens Sports Club, Bulawayo",Zimbabwe,2,Stephen Fleming,Zimbabwe,3,four,27,4,42,149,55
216055,2005,"Queens Sports Club, Bulawayo",Zimbabwe,2,Stephen Fleming,Zimbabwe,3,four,14,4,8,111,-103
216055,2005,"Queens Sports Club, Bulawayo",Zimbabwe,2,Stephen Fleming,Zimbabwe,5,four,39,4,65,134,-69
216055,2005,"Queens Sports Club, Bulawayo",Zimbabwe,2,Nathan Astle,Zimbabwe,6,four,53,4,23,154,-38
216055,2005,"Queens Sports Club, Bulawayo",Zimbabwe,2,Nathan Astle,Zimbabwe,5,run,57,1,24,-67,41
216055,2005,"Queens Sports Club, Bulawayo",Zimbabwe,2,Nathan Astle,Zimbabwe,3,leg bye,59,1,24,44,21
216055,2005,"Queens Sports Club, Bulawayo",Zimbabwe,2,Nathan Astle,Zimbabwe,6,run,43,1,2,-50,44
216055,2005,"Queens Sports Club, Bulawayo",Zimbabwe,2,Nathan Astle,Zimbabwe,1,four,67,4,42,-159,42
216055,2005,"Queens Sports Club, Bulawayo",Zimbabwe,2,Nathan Astle,Zimbabwe,2,run,67,1,43,64,112
216055,2005,"Queens Sports Club, Bulawayo",Zimbabwe,2,Nathan Astle,Zimbabwe,6,four,69,4,49,17,-155
216055,2005,"Queens Sports Club, Bulawayo",Zimbabwe,2,Nathan Astle,Zimbabwe,1,run,71,1,50,-69,-6
216055,2005,"Queens Sports Club, Bulawayo",Zimbabwe,2,Nathan Astle,Zimbabwe,1,four,106,4,125,161,33
216055,2005,"Queens Sports Club, Bulawayo",Zimbabwe,2,Nathan Astle,Zimbabwe,2,run,106,1,126,120,40
216055,2005,"Queens Sports Club, Bulawayo",Zimbabwe,2,Nathan Astle,Zimbabwe,3,run,108,1,128,-128,43
216055,2005,"Queens Sports Club, Bulawayo",Zimbabwe,2,Nathan Astle,Zimbabwe,2,four,104,4,120,-152,46
216055,2005,"Queens Sports Club, Bulawayo",Zimbabwe,2,Scott Styris,Zimbabwe,3,four,53,4,10,-136,-86
216055,2005,"Queens Sports Club, Bulawayo",Zimbabwe,2,Scott Styris,Zimbabwe,2,run,55,1,13,-119,-38
216055,2005,"Queens Sports Club, Bulawayo",Zimbabwe,2,Scott Styris,Zimbabwe,2,run,57,1,15,-50,-3
216055,2005,"Queens Sports Club, Bulawayo",Zimbabwe,2,Scott Styris,Zimbabwe,6,run,57,1,16,10,-33
216055,2005,"Queens Sports Club, Bulawayo",Zimbabwe,2,Scott Styris,Zimbabwe,4,four,59,4,32,139,-58
216055,2005,"Queens Sports Club, Bulawayo",Zimbabwe,2,Brendon McCullum,Zimbabwe,2,run,69,3,3,-131,-67
216055,2005,"Queens Sports Club, Bulawayo",Zimbabwe,2,Brendon McCullum,Zimbabwe,4,four,71,4,15,-156,39
216055,2005,"Queens Sports Club, Bulawayo",Zimbabwe,2,Brendon McCullum,Zimbabwe,7,four,71,4,19,121,-98
216055,2005,"Queens Sports Club, Bulawayo",Zimbabwe,2,James Franklin,Zimbabwe,2,run,110,1,19,-57,-15
216055,2005,"Queens Sports Club, Bulawayo",Zimbabwe,2,Shane Bond,Zimbabwe,3,four,110,4,4,-74,-144
216055,2005,"Queens Sports Club, Bulawayo",Zimbabwe,2,Shane Bond,Zimbabwe,5,four,110,4,8,-163,20
216055,2005,"Queens Sports Club, Bulawayo",Zimbabwe,2,Lou Vincent,Zimbabwe,3,four,21,4,50,145,-55
216055,2005,"Queens Sports Club, Bulawayo",Zimbabwe,2,Lou Vincent,Zimbabwe,5,run,21,1,51,56,39
216055,2005,"Queens Sports Club, Bulawayo",Zimbabwe,2,Lou Vincent,Zimbabwe,5,run,15,1,26,53,39
216055,2005,"Queens Sports Club, Bulawayo",Zimbabwe,2,Lou Vincent,Zimbabwe,2,four,5,4,11,149,-47
216055,2005,"Queens Sports Club, Bulawayo",Zimbabwe,2,Lou Vincent,Zimbabwe,7,four,5,4,15,-17,-154
216055,2005,"Queens Sports Club, Bulawayo",Zimbabwe,2,Lou Vincent,Zimbabwe,3,run,7,3,18,122,49
216055,2005,"Queens Sports Club, Bulawayo",Zimbabwe,2,James Marshall,Zimbabwe,4,four,3,4,4,-70,146
216055,2005,"Queens Sports Club, Bulawayo",Zimbabwe,2,James Marshall,Zimbabwe,6,run,7,1,5,-61,-8
216055,2005,"Queens Sports Club, Bulawayo",Zimbabwe,2,Hamish Marshall,Zimbabwe,5,run,9,2,2,28,-143
216055,2005,"Queens Sports Club, Bulawayo",Zimbabwe,2,Hamish Marshall,Zimbabwe,6,run,9,3,4,-116,-89
216055,2005,"Queens Sports Club, Bulawayo",Zimbabwe,2,Hamish Marshall,Zimbabwe,7,run,9,3,7,-72,125
216055,2005,"Queens Sports Club, Bulawayo",Zimbabwe,2,Stephen Fleming,Zimbabwe,4,four,11,4,4,145,-47
216055,2005,"Queens Sports Club, Bulawayo",Zimbabwe,2,Stephen Fleming,Zimbabwe,2,four,19,4,14,69,143
216055,2005,"Queens Sports Club, Bulawayo",Zimbabwe,2,Stephen Fleming,Zimbabwe,4,four,19,4,18,-88,-129
216055,2005,"Queens Sports Club, Bulawayo",Zimbabwe,2,Stephen Fleming,Zimbabwe,3,four,23,4,22,149,24
216055,2005,"Queens Sports Club, Bulawayo",Zimbabwe,2,Nathan Astle,Zimbabwe,4,four,45,4,7,-157,54
216055,2005,"Queens Sports Club, Bulawayo",Zimbabwe,2,Nathan Astle,Zimbabwe,2,run,51,1,18,-88,24
216055,2005,"Queens Sports Club, Bulawayo",Zimbabwe,2,Nathan Astle,Zimbabwe,4,run,107,1,127,-127,40
216055,2005,"Queens Sports Club, Bulawayo",Zimbabwe,2,Nathan Astle,Zimbabwe,4,run,105,1,121,112,50
216055,2005,"Queens Sports Club, Bulawayo",Zimbabwe,2,Scott Styris,Zimbabwe,1,run,49,3,3,134,33
216055,2005,"Queens Sports Club, Bulawayo",Zimbabwe,2,Scott Styris,Zimbabwe,5,run,51,1,4,-51,-74
216055,2005,"Queens Sports Club, Bulawayo",Zimbabwe,2,James Franklin,Zimbabwe,5,four,103,4,13,157,18
216055,2005,"Queens Sports Club, Bulawayo",Zimbabwe,2,James Franklin,Zimbabwe,1,run,105,1,14,-65,-10
216055,2005,"Queens Sports Club, Bulawayo",Zimbabwe,2,James Franklin,Zimbabwe,6,four,105,4,18,145,46
216055,2005,"Queens Sports Club, Bulawayo",Zimbabwe,2,Lou Vincent,Zimbabwe,3,run,18,1,37,53,42
216055,2005,"Queens Sports Club, Bulawayo",Zimbabwe,2,Lou Vincent,Zimbabwe,2,four,20,4,41,136,-78
216055,2005,"Queens Sports Club, Bulawayo",Zimbabwe,2,Lou Vincent,Zimbabwe,4,four,20,4,45,140,-61
216055,2005,"Queens Sports Club, Bulawayo",Zimbabwe,2,Lou Vincent,Zimbabwe,1,run,26,1,57,118,42
216055,2005,"Queens Sports Club, Bulawayo",Zimbabwe,2,Lou Vincent,Zimbabwe,6,run,20,1,46,-63,-25
216055,2005,"Queens Sports Club, Bulawayo",Zimbabwe,2,Lou Vincent,Zimbabwe,1,four,24,4,55,-73,143
216055,2005,"Queens Sports Club, Bulawayo",Zimbabwe,2,Lou Vincent,Zimbabwe,4,run,24,1,56,109,-38
216055,2005,"Queens Sports Club, Bulawayo",Zimbabwe,2,Lou Vincent,Zimbabwe,6,run,28,1,58,114,50
216055,2005,"Queens Sports Club, Bulawayo",Zimbabwe,2,Stephen Fleming,Zimbabwe,2,run,18,1,9,-47,6
216055,2005,"Queens Sports Club, Bulawayo",Zimbabwe,2,Stephen Fleming,Zimbabwe,6,run,18,1,10,-82,103
216055,2005,"Queens Sports Club, Bulawayo",Zimbabwe,2,Stephen Fleming,Zimbabwe,2,four,26,4,35,-142,-70
216055,2005,"Queens Sports Club, Bulawayo",Zimbabwe,2,Stephen Fleming,Zimbabwe,6,run,26,1,36,8,-59
216055,2005,"Queens Sports Club, Bulawayo",Zimbabwe,2,Stephen Fleming,Zimbabwe,5,run,24,1,23,17,-103
216055,2005,"Queens Sports Club, Bulawayo",Zimbabwe,2,Stephen Fleming,Zimbabwe,4,four,30,4,47,126,-84
216055,2005,"Queens Sports Club, Bulawayo",Zimbabwe,2,Stephen Fleming,Zimbabwe,5,four,30,4,51,-160,38
216055,2005,"Queens Sports Club, Bulawayo",Zimbabwe,2,Nathan Astle,Zimbabwe,5,four,61,4,32,-92,135
216055,2005,"Queens Sports Club, Bulawayo",Zimbabwe,2,Nathan Astle,Zimbabwe,5,run,65,1,37,61,-3
216055,2005,"Queens Sports Club, Bulawayo",Zimbabwe,2,Nathan Astle,Zimbabwe,5,four,73,4,62,-143,78
216055,2005,"Queens Sports Club, Bulawayo",Zimbabwe,2,Nathan Astle,Zimbabwe,1,run,75,1,66,-84,101
216055,2005,"Queens Sports Club, Bulawayo",Zimbabwe,2,Nathan Astle,Zimbabwe,3,four,75,4,70,-139,-79
216055,2005,"Queens Sports Club, Bulawayo",Zimbabwe,2,Nathan Astle,Zimbabwe,5,run,75,1,71,8,-47
216055,2005,"Queens Sports Club, Bulawayo",Zimbabwe,2,Nathan Astle,Zimbabwe,1,run,77,1,73,-121,44
216055,2005,"Queens Sports Club, Bulawayo",Zimbabwe,2,Nathan Astle,Zimbabwe,4,run,79,1,74,-57,-8
216055,2005,"Queens Sports Club, Bulawayo",Zimbabwe,2,Nathan Astle,Zimbabwe,6,run,81,1,77,104,79
216055,2005,"Queens Sports Club, Bulawayo",Zimbabwe,2,Scott Styris,Zimbabwe,3,four,61,4,36,164,23
216055,2005,"Queens Sports Club, Bulawayo",Zimbabwe,2,Scott Styris,Zimbabwe,4,run,61,1,37,-27,46
216055,2005,"Queens Sports Club, Bulawayo",Zimbabwe,2,Scott Styris,Zimbabwe,1,run,63,1,41,-59,-15
216055,2005,"Queens Sports Club, Bulawayo",Zimbabwe,2,Scott Styris,Zimbabwe,2,run,65,1,45,59,-19
216055,2005,"Queens Sports Club, Bulawayo",Zimbabwe,2,Brendon McCullum,Zimbabwe,2,run,73,1,20,57,-10
216055,2005,"Queens Sports Club, Bulawayo",Zimbabwe,2,Brendon McCullum,Zimbabwe,2,run,75,1,22,48,2
216055,2005,"Queens Sports Club, Bulawayo",Zimbabwe,2,Brendon McCullum,Zimbabwe,6,run,75,1,23,-65,43
216055,2005,"Queens Sports Club, Bulawayo",Zimbabwe,2,Daniel Vettori,Zimbabwe,5,run,77,2,2,-100,25
216055,2005,"Queens Sports Club, Bulawayo",Zimbabwe,2,Daniel Vettori,Zimbabwe,6,four,77,4,6,154,38
216055,2005,"Queens Sports Club, Bulawayo",Zimbabwe,2,Daniel Vettori,Zimbabwe,3,run,79,1,7,8,-57
216055,2005,"Queens Sports Club, Bulawayo",Zimbabwe,2,Daniel Vettori,Zimbabwe,5,four,79,4,11,-154,25
216055,2005,"Queens Sports Club, Bulawayo",Zimbabwe,2,Daniel Vettori,Zimbabwe,1,four,81,4,15,-46,157
216055,2005,"Queens Sports Club, Bulawayo",Zimbabwe,2,Daniel Vettori,Zimbabwe,4,run,81,2,17,141,31
216055,2005,"Queens Sports Club, Bulawayo",Zimbabwe,2,Daniel Vettori,Zimbabwe,5,run,81,2,18,-38,19
216055,2005,"Queens Sports Club, Bulawayo",Zimbabwe,2,Lou Vincent,Zimbabwe,1,run,29,2,60,30,148
216055,2005,"Queens Sports Club, Bulawayo",Zimbabwe,2,Lou Vincent,Zimbabwe,4,run,29,1,61,37,114
216055,2005,"Queens Sports Club, Bulawayo",Zimbabwe,2,Lou Vincent,Zimbabwe,4,six,31,6,67,-29,-168
216055,2005,"Queens Sports Club, Bulawayo",Zimbabwe,2,Lou Vincent,Zimbabwe,6,four,31,4,71,-161,-30
216055,2005,"Queens Sports Club, Bulawayo",Zimbabwe,2,Lou Vincent,Zimbabwe,1,run,33,2,73,29,147
216055,2005,"Queens Sports Club, Bulawayo",Zimbabwe,2,Lou Vincent,Zimbabwe,2,four,33,4,77,-141,-74
216055,2005,"Queens Sports Club, Bulawayo",Zimbabwe,2,Lou Vincent,Zimbabwe,3,run,33,2,79,135,44
216055,2005,"Queens Sports Club, Bulawayo",Zimbabwe,2,Lou Vincent,Zimbabwe,5,run,35,1,82,-112,-48
216055,2005,"Queens Sports Club, Bulawayo",Zimbabwe,2,Lou Vincent,Zimbabwe,1,four,46,4,91,-138,73
216055,2005,"Queens Sports Club, Bulawayo",Zimbabwe,2,Lou Vincent,Zimbabwe,6,run,46,1,92,-45,39
216055,2005,"Queens Sports Club, Bulawayo",Zimbabwe,2,Lou Vincent,Zimbabwe,3,four,42,4,86,22,167
216055,2005,"Queens Sports Club, Bulawayo",Zimbabwe,2,Lou Vincent,Zimbabwe,4,run,42,1,87,56,49
216055,2005,"Queens Sports Club, Bulawayo",Zimbabwe,2,Stephen Fleming,Zimbabwe,6,run,29,1,43,-42,-47
216055,2005,"Queens Sports Club, Bulawayo",Zimbabwe,2,Stephen Fleming,Zimbabwe,4,run,35,1,57,-112,51
216055,2005,"Queens Sports Club, Bulawayo",Zimbabwe,2,Stephen Fleming,Zimbabwe,6,run,35,1,58,-37,-112
216055,2005,"Queens Sports Club, Bulawayo",Zimbabwe,2,Stephen Fleming,Zimbabwe,3,run,37,1,60,-45,-108
216055,2005,"Queens Sports Club, Bulawayo",Zimbabwe,2,Nathan Astle,Zimbabwe,3,run,48,1,8,-57,23
216055,2005,"Queens Sports Club, Bulawayo",Zimbabwe,2,Nathan Astle,Zimbabwe,1,four,50,4,12,-154,44
216055,2005,"Queens Sports Club, Bulawayo",Zimbabwe,2,Nathan Astle,Zimbabwe,2,four,50,4,16,-164,-1
216055,2005,"Queens Sports Club, Bulawayo",Zimbabwe,2,Nathan Astle,Zimbabwe,3,run,50,1,17,24,-49
216055,2005,"Queens Sports Club, Bulawayo",Zimbabwe,2,Nathan Astle,Zimbabwe,3,run,52,1,19,67,101
216055,2005,"Queens Sports Club, Bulawayo",Zimbabwe,2,Nathan Astle,Zimbabwe,6,run,42,1,1,111,48
216055,2005,"Queens Sports Club, Bulawayo",Zimbabwe,2,Nathan Astle,Zimbabwe,5,run,44,2,3,111,46
216055,2005,"Queens Sports Club, Bulawayo",Zimbabwe,2,Nathan Astle,Zimbabwe,2,four,85,4,88,-164,33
216055,2005,"Queens Sports Club, Bulawayo",Zimbabwe,2,Nathan Astle,Zimbabwe,3,run,85,1,89,43,42
216055,2005,"Queens Sports Club, Bulawayo",Zimbabwe,2,Nathan Astle,Zimbabwe,5,four,87,4,94,29,159
216055,2005,"Queens Sports Club, Bulawayo",Zimbabwe,2,Nathan Astle,Zimbabwe,3,run,83,1,82,123,35
216055,2005,"Queens Sports Club, Bulawayo",Zimbabwe,2,Nathan Astle,Zimbabwe,4,run,97,1,111,-129,58
216055,2005,"Queens Sports Club, Bulawayo",Zimbabwe,2,Nathan Astle,Zimbabwe,4,four,89,4,105,114,-106
216055,2005,"Queens Sports Club, Bulawayo",Zimbabwe,2,Nathan Astle,Zimbabwe,6,run,89,1,106,118,36
216055,2005,"Queens Sports Club, Bulawayo",Zimbabwe,2,Nathan Astle,Zimbabwe,4,run,91,1,109,78,33
216055,2005,"Queens Sports Club, Bulawayo",Zimbabwe,2,Nathan Astle,Zimbabwe,3,run,93,1,110,-20,-125
216055,2005,"Queens Sports Club, Bulawayo",Zimbabwe,2,Nathan Astle,Zimbabwe,2,four,99,4,116,-156,27
216055,2005,"Queens Sports Club, Bulawayo",Zimbabwe,2,Scott Styris,Zimbabwe,4,run,48,1,1,-50,-7
216055,2005,"Queens Sports Club, Bulawayo",Zimbabwe,2,Scott Styris,Zimbabwe,2,run,52,1,5,-104,-2
216055,2005,"Queens Sports Club, Bulawayo",Zimbabwe,2,Scott Styris,Zimbabwe,5,run,52,1,6,-92,-35
216055,2005,"Queens Sports Club, Bulawayo",Zimbabwe,2,Scott Styris,Zimbabwe,2,run,54,1,12,69,-1
216055,2005,"Queens Sports Club, Bulawayo",Zimbabwe,2,Scott Styris,Zimbabwe,2,run,56,1,14,-66,-4
216055,2005,"Queens Sports Club, Bulawayo",Zimbabwe,2,Scott Styris,Zimbabwe,3,four,58,4,20,-65,-144
216055,2005,"Queens Sports Club, Bulawayo",Zimbabwe,2,Scott Styris,Zimbabwe,4,four,58,4,24,114,-108
216055,2005,"Queens Sports Club, Bulawayo",Zimbabwe,2,Scott Styris,Zimbabwe,7,four,58,4,28,-161,43
216055,2005,"Queens Sports Club, Bulawayo",Zimbabwe,2,Daniel Vettori,Zimbabwe,4,four,85,4,26,-162,20
216055,2005,"Queens Sports Club, Bulawayo",Zimbabwe,2,Daniel Vettori,Zimbabwe,6,run,85,1,27,-52,41
216055,2005,"Queens Sports Club, Bulawayo",Zimbabwe,2,Daniel Vettori,Zimbabwe,3,run,87,1,30,-123,39
216055,2005,"Queens Sports Club, Bulawayo",Zimbabwe,2,Daniel Vettori,Zimbabwe,2,run,89,1,33,-122,-48
216055,2005,"Queens Sports Club, Bulawayo",Zimbabwe,2,Daniel Vettori,Zimbabwe,1,run,83,3,21,69,128
216055,2005,"Queens Sports Club, Bulawayo",Zimbabwe,2,Daniel Vettori,Zimbabwe,1,run,85,1,22,-128,36
216055,2005,"Queens Sports Club, Bulawayo",Zimbabwe,2,Daniel Vettori,Zimbabwe,6,run,93,1,44,-122,40
216055,2005,"Queens Sports Club, Bulawayo",Zimbabwe,2,Daniel Vettori,Zimbabwe,1,run,95,2,47,-89,113
216055,2005,"Queens Sports Club, Bulawayo",Zimbabwe,2,Daniel Vettori,Zimbabwe,6,run,95,1,48,-132,30
216055,2005,"Queens Sports Club, Bulawayo",Zimbabwe,2,Daniel Vettori,Zimbabwe,6,four,91,4,42,-160,19
216055,2005,"Queens Sports Club, Bulawayo",Zimbabwe,2,Daniel Vettori,Zimbabwe,2,run,93,1,43,-126,22
216055,2005,"Queens Sports Club, Bulawayo",Zimbabwe,2,Lou Vincent,Zimbabwe,6,run,34,2,81,43,138
216055,2005,"Queens Sports Club, Bulawayo",Zimbabwe,2,Stephen Fleming,Zimbabwe,1,four,32,4,55,-137,-76
216055,2005,"Queens Sports Club, Bulawayo",Zimbabwe,2,Stephen Fleming,Zimbabwe,3,run,34,1,56,61,20
216055,2005,"Queens Sports Club, Bulawayo",Zimbabwe,2,Stephen Fleming,Zimbabwe,4,run,36,1,59,56,8
216055,2005,"Queens Sports Club, Bulawayo",Zimbabwe,2,Stephen Fleming,Zimbabwe,3,run,38,1,61,-11,-124
216055,2005,"Queens Sports Club, Bulawayo",Zimbabwe,2,Nathan Astle,Zimbabwe,1,four,60,4,28,-163,5
216055,2005,"Queens Sports Club, Bulawayo",Zimbabwe,2,Nathan Astle,Zimbabwe,5,four,64,4,36,-158,42
216055,2005,"Queens Sports Club, Bulawayo",Zimbabwe,2,Nathan Astle,Zimbabwe,2,run,66,1,38,-118,42
216055,2005,"Queens Sports Club, Bulawayo",Zimbabwe,2,Nathan Astle,Zimbabwe,3,run,68,2,45,-124,-63
216055,2005,"Queens Sports Club, Bulawayo",Zimbabwe,2,Nathan Astle,Zimbabwe,2,run,74,2,64,-115,-81
216055,2005,"Queens Sports Club, Bulawayo",Zimbabwe,2,Nathan Astle,Zimbabwe,6,run,74,1,65,49,4
216055,2005,"Queens Sports Club, Bulawayo",Zimbabwe,2,Nathan Astle,Zimbabwe,5,run,76,1,72,50,42
216055,2005,"Queens Sports Club, Bulawayo",Zimbabwe,2,Nathan Astle,Zimbabwe,2,run,80,2,76,-145,34
216055,2005,"Queens Sports Club, Bulawayo",Zimbabwe,2,Nathan Astle,Zimbabwe,3,run,86,1,90,111,46
216055,2005,"Queens Sports Club, Bulawayo",Zimbabwe,2,Nathan Astle,Zimbabwe,2,four,88,4,98,148,-51
216055,2005,"Queens Sports Club, Bulawayo",Zimbabwe,2,Nathan Astle,Zimbabwe,3,run,88,2,100,42,135
216055,2005,"Queens Sports Club, Bulawayo",Zimbabwe,2,Nathan Astle,Zimbabwe,5,run,88,1,101,-120,45
216055,2005,"Queens Sports Club, Bulawayo",Zimbabwe,2,Nathan Astle,Zimbabwe,1,four,82,4,81,139,-58
216055,2005,"Queens Sports Club, Bulawayo",Zimbabwe,2,Nathan Astle,Zimbabwe,3,run,84,2,84,37,144
216055,2005,"Queens Sports Club, Bulawayo",Zimbabwe,2,Nathan Astle,Zimbabwe,1,run,90,1,107,118,41
216055,2005,"Queens Sports Club, Bulawayo",Zimbabwe,2,Nathan Astle,Zimbabwe,6,run,90,1,108,43,38
216055,2005,"Queens Sports Club, Bulawayo",Zimbabwe,2,Nathan Astle,Zimbabwe,2,four,72,4,54,-53,154
216055,2005,"Queens Sports Club, Bulawayo",Zimbabwe,2,Nathan Astle,Zimbabwe,4,four,72,4,58,147,-65
216055,2005,"Queens Sports Club, Bulawayo",Zimbabwe,2,Nathan Astle,Zimbabwe,2,run,98,1,112,-123,41
216055,2005,"Queens Sports Club, Bulawayo",Zimbabwe,2,Scott Styris,Zimbabwe,3,run,62,2,39,59,-25
216055,2005,"Queens Sports Club, Bulawayo",Zimbabwe,2,Scott Styris,Zimbabwe,5,run,62,1,40,9,64
216055,2005,"Queens Sports Club, Bulawayo",Zimbabwe,2,Scott Styris,Zimbabwe,2,run,64,3,44,-144,46
216055,2005,"Queens Sports Club, Bulawayo",Zimbabwe,2,Brendon McCullum,Zimbabwe,1,run,74,1,21,-30,-60
216055,2005,"Queens Sports Club, Bulawayo",Zimbabwe,2,Brendon McCullum,Zimbabwe,2,run,76,1,24,-56,-11
216055,2005,"Queens Sports Club, Bulawayo",Zimbabwe,2,Brendon McCullum,Zimbabwe,3,four,70,4,7,-5,-163
216055,2005,"Queens Sports Club, Bulawayo",Zimbabwe,2,Brendon McCullum,Zimbabwe,4,four,70,4,11,-161,30
216055,2005,"Queens Sports Club, Bulawayo",Zimbabwe,2,Daniel Vettori,Zimbabwe,1,run,86,1,28,-125,26
216055,2005,"Queens Sports Club, Bulawayo",Zimbabwe,2,Daniel Vettori,Zimbabwe,6,run,86,1,29,75,112
216055,2005,"Queens Sports Club, Bulawayo",Zimbabwe,2,Daniel Vettori,Zimbabwe,1,run,88,1,31,-30,-125
216055,2005,"Queens Sports Club, Bulawayo",Zimbabwe,2,Daniel Vettori,Zimbabwe,6,run,88,1,32,-68,-7
216055,2005,"Queens Sports Club, Bulawayo",Zimbabwe,2,Daniel Vettori,Zimbabwe,3,run,94,1,45,-18,-122
216055,2005,"Queens Sports Club, Bulawayo",Zimbabwe,2,Daniel Vettori,Zimbabwe,3,four,90,4,37,124,-92
216055,2005,"Queens Sports Club, Bulawayo",Zimbabwe,2,Daniel Vettori,Zimbabwe,4,run,90,1,38,-33,-120
216055,2005,"Queens Sports Club, Bulawayo",Zimbabwe,2,James Franklin,Zimbabwe,4,four,96,4,4,158,25
216055,2005,"Queens Sports Club, Bulawayo",Zimbabwe,2,James Franklin,Zimbabwe,6,four,98,4,8,128,-89
216055,2005,"Queens Sports Club, Bulawayo",Zimbabwe,2,James Franklin,Zimbabwe,3,run,100,1,9,-66,-23
64134,2005,"Basin Reserve, Wellington",New Zealand,2,Craig Cumming,Sri Lanka,5,run,17,1,19,121,51
64134,2005,"Basin Reserve, Wellington",New Zealand,2,Craig Cumming,Sri Lanka,3,four,13,4,18,156,15
64134,2005,"Basin Reserve, Wellington",New Zealand,2,Craig Cumming,Sri Lanka,2,four,6,4,9,-150,42
64134,2005,"Basin Reserve, Wellington",New Zealand,2,Craig Cumming,Sri Lanka,3,run,6,3,12,-131,75
64134,2005,"Basin Reserve, Wellington",New Zealand,2,Craig Cumming,Sri Lanka,1,leg bye,8,1,14,103,60
64134,2005,"Basin Reserve, Wellington",New Zealand,2,Craig Cumming,Sri Lanka,1,run,27,1,27,-58,1
64134,2005,"Basin Reserve, Wellington",New Zealand,2,Craig Cumming,Sri Lanka,5,four,27,4,31,-53,148
64134,2005,"Basin Reserve, Wellington",New Zealand,2,Craig Cumming,Sri Lanka,5,run,23,1,21,-55,1
64134,2005,"Basin Reserve, Wellington",New Zealand,2,Craig Cumming,Sri Lanka,6,run,29,1,32,120,38
64134,2005,"Basin Reserve, Wellington",New Zealand,2,James Marshall,Sri Lanka,6,leg bye,6,4,12,-123,105
64134,2005,"Basin Reserve, Wellington",New Zealand,2,James Marshall,Sri Lanka,2,four,8,4,18,39,150
64134,2005,"Basin Reserve, Wellington",New Zealand,2,James Marshall,Sri Lanka,4,run,8,1,19,-119,48
64134,2005,"Basin Reserve, Wellington",New Zealand,2,Hamish Marshall,Sri Lanka,1,run,17,3,6,-40,-140
64134,2005,"Basin Reserve, Wellington",New Zealand,2,Lou Vincent,Sri Lanka,3,four,25,4,4,142,-48
64134,2005,"Basin Reserve, Wellington",New Zealand,2,Lou Vincent,Sri Lanka,2,run,27,2,6,139,43
64134,2005,"Basin Reserve, Wellington",New Zealand,2,Lou Vincent,Sri Lanka,4,run,27,1,7,20,-13
64134,2005,"Basin Reserve, Wellington",New Zealand,2,Lou Vincent,Sri Lanka,1,four,59,4,63,146,40
64134,2005,"Basin Reserve, Wellington",New Zealand,2,Lou Vincent,Sri Lanka,2,run,59,1,64,49,-9
64134,2005,"Basin Reserve, Wellington",New Zealand,2,Lou Vincent,Sri Lanka,1,run,86,1,81,115,40
64134,2005,"Basin Reserve, Wellington",New Zealand,2,Lou Vincent,Sri Lanka,1,four,88,4,85,-116,-112
64134,2005,"Basin Reserve, Wellington",New Zealand,2,Lou Vincent,Sri Lanka,1,run,120,1,143,-62,-99
64134,2005,"Basin Reserve, Wellington",New Zealand,2,Lou Vincent,Sri Lanka,1,run,118,2,135,112,-60
