...1,p_match,inns,bat,p_bat,team_bat,bowl,p_bowl,team_bowl,ball,ball_id,outcome,score,out,dismissal,p_out,over,noball,wide,byes,legbyes,cur_bat_runs,cur_bat_bf,cur_bowl_ovr,cur_bowl_wkts,cur_bowl_runs,inns_runs,inns_wkts,inns_balls,trail_by,lead_by,day,session,target,date,year,ground,country,winner,toss,competition,bat_hand,bowl_style,bowl_kind,batruns,ballfaced,bowlruns,bat_out,wagonX,wagonY,wagonZone,line,length,shot,control,predscore,wprob
812743,690349,1,Kumar Sangakkara,50710,Sri Lanka,Al-Amin Hossain,511532,Bangladesh,5,18.05,run,2,FALSE,NA,50710,19,0,0,0,0,5,13,6.5,0,15,46,1,113,0,0,1,1,0,2014-02-04,2014,"Zahur Ahmed Chowdhury Stadium, Chittagong",Bangladesh,-,Sri Lanka,NA,LHB,RMF,pace bowler,2,1,2,TRUE,-125,-29,6,NA,NA,LEG_GLANCE,0,-1,-1
812746,690349,1,Kumar Sangakkara,50710,Sri Lanka,Al-Amin Hossain,511532,Bangladesh,2,22.02,run,1,FALSE,NA,50710,23,0,0,0,0,7,21,8.2,1,16,55,2,134,0,0,1,1,0,2014-02-04,2014,"Zahur Ahmed Chowdhury Stadium, Chittagong",Bangladesh,-,Sri Lanka,NA,LHB,RMF,pace bowler,1,1,1,TRUE,120,-42,3,NA,NA,OFF_SIDE_DRIVE_ON_FRONT_FOOT,1,-1,-1
812754,690349,1,Kumar Sangakkara,50710,Sri Lanka,Al-Amin Hossain,511532,Bangladesh,5,30.05,four,4,FALSE,NA,50710,31,0,0,0,0,20,51,10.5,1,22,80,2,185,0,0,1,2,0,2014-02-04,2014,"Zahur Ahmed Chowdhury Stadium, Chittagong",Bangladesh,-,Sri Lanka,NA,LHB,RMF,pace bowler,4,1,4,TRUE,63,-154,4,NA,NA,OFF_SIDE_DRIVE_ON_FRONT_FOOT,1,-1,-1
812762,690349,1,Kumar Sangakkara,50710,Sri Lanka,Al-Amin Hossain,511532,Bangladesh,1,34.01,run,1,FALSE,NA,50710,35,0,0,0,0,24,62,12.1,1,23,89,2,205,0,0,1,2,0,2014-02-04,2014,"Zahur Ahmed Chowdhury Stadium, Chittagong",Bangladesh,-,Sri Lanka,NA,LHB,RMF,pace bowler,1,1,1,TRUE,-110,-31,6,NA,NA,NO_SHOT,1,-1,-1
812763,690349,1,Kumar Sangakkara,50710,Sri Lanka,Al-Amin Hossain,511532,Bangladesh,3,52.03,run,1,FALSE,NA,50710,53,0,0,0,0,74,123,13.3,1,27,161,2,315,0,0,1,2,0,2014-02-04,2014,"Zahur Ahmed Chowdhury Stadium, Chittagong",Bangladesh,-,Sri Lanka,NA,LHB,RMF,pace bowler,1,1,1,TRUE,-116,-65,6,NA,NA,LEG_GLANCE,1,-1,-1
812764,690349,1,Kumar Sangakkara,50710,Sri Lanka,Al-Amin Hossain,511532,Bangladesh,6,52.06,run,1,FALSE,NA,50710,53,0,0,0,0,75,124,14,1,29,163,2,318,0,0,1,2,0,2014-02-04,2014,"Zahur Ahmed Chowdhury Stadium, Chittagong",Bangladesh,-,Sri Lanka,NA,LHB,RMF,pace bowler,1,1,1,TRUE,-142,0,6,NA,NA,LEG_GLANCE,1,-1,-1
812768,690349,1,Kumar Sangakkara,50710,Sri Lanka,Al-Amin Hossain,511532,Bangladesh,2,96.02,run,2,FALSE,NA,50710,97,0,0,0,0,167,260,21.2,1,59,332,5,578,0,0,2,1,0,2014-02-04,2014,"Zahur Ahmed Chowdhury Stadium, Chittagong",Bangladesh,-,Sri Lanka,NA,LHB,RMF,pace bowler,2,1,2,TRUE,-134,-65,6,NA,NA,PULL_HOOK_ON_BACK_FOOT,1,-1,-1
812770,690349,1,Kumar Sangakkara,50710,Sri Lanka,Al-Amin Hossain,511532,Bangladesh,4,96.04,run,2,FALSE,NA,50710,97,0,0,0,0,169,262,21.4,1,61,334,5,580,0,0,2,1,0,2014-02-04,2014,"Zahur Ahmed Chowdhury Stadium, Chittagong",Bangladesh,-,Sri Lanka,NA,LHB,RMF,pace bowler,2,1,2,TRUE,-147,-38,6,NA,NA,PULL_HOOK_ON_BACK_FOOT,1,-1,-1
812771,690349,1,Kumar Sangakkara,50710,Sri Lanka,Al-Amin Hossain,511532,Bangladesh,5,96.05,run,1,FALSE,NA,50710,97,0,0,0,0,170,263,21.5,1,62,335,5,581,0,0,2,1,0,2014-02-04,2014,"Zahur Ahmed Chowdhury Stadium, Chittagong",Bangladesh,-,Sri Lanka,NA,LHB,RMF,pace bowler,1,1,1,TRUE,-125,62,7,NA,NA,PULL_HOOK_ON_BACK_FOOT,1,-1,-1
812773,690349,1,Kumar Sangakkara,50710,Sri Lanka,Al-Amin Hossain,511532,Bangladesh,2,84.02,four,4,FALSE,NA,50710,85,0,0,0,0,143,220,16.2,1,38,286,3,506,0,0,1,3,0,2014-02-04,2014,"Zahur Ahmed Chowdhury Stadium, Chittagong",Bangladesh,-,Sri Lanka,NA,LHB,RMF,pace bowler,4,1,4,TRUE,-63,152,8,NA,NA,LEG_GLANCE,1,-1,-1
812774,690349,1,Kumar Sangakkara,50710,Sri Lanka,Al-Amin Hossain,511532,Bangladesh,3,84.03,run,1,FALSE,NA,50710,85,0,0,0,0,144,221,16.3,1,39,287,3,507,0,0,1,3,0,2014-02-04,2014,"Zahur Ahmed Chowdhury Stadium, Chittagong",Bangladesh,-,Sri Lanka,NA,LHB,RMF,pace bowler,1,1,1,TRUE,129,-61,3,NA,NA,OFF_SIDE_DRIVE_ON_FRONT_FOOT,1,-1,-1
812778,690349,1,Kumar Sangakkara,50710,Sri Lanka,Al-Amin Hossain,511532,Bangladesh,4,86.04,run,2,FALSE,NA,50710,87,0,0,0,0,147,227,17.4,1,47,296,4,520,0,0,1,3,0,2014-02-04,2014,"Zahur Ahmed Chowdhury Stadium, Chittagong",Bangladesh,-,Sri Lanka,NA,LHB,RMF,pace bowler,2,1,2,TRUE,-140,-39,6,NA,NA,LEG_GLANCE,1,-1,-1
812779,690349,1,Kumar Sangakkara,50710,Sri Lanka,Al-Amin Hossain,511532,Bangladesh,5,86.05,four,4,FALSE,NA,50710,87,0,0,0,0,151,228,17.5,1,51,300,4,521,0,0,1,3,0,2014-02-04,2014,"Zahur Ahmed Chowdhury Stadium, Chittagong",Bangladesh,-,Sri Lanka,NA,LHB,RMF,pace bowler,4,1,4,TRUE,-153,-89,6,NA,NA,LEG_GLANCE,1,-1,-1
812791,690349,1,Kumar Sangakkara,50710,Sri Lanka,Al-Amin Hossain,511532,Bangladesh,3,88.03,four,4,FALSE,NA,50710,89,0,0,0,0,155,232,18.3,1,55,308,4,531,0,0,1,3,0,2014-02-04,2014,"Zahur Ahmed Chowdhury Stadium, Chittagong",Bangladesh,-,Sri Lanka,NA,LHB,RMF,pace bowler,4,1,4,TRUE,109,-122,4,NA,NA,OFF_SIDE_DRIVE_ON_FRONT_FOOT,1,-1,-1
812794,690349,1,Kumar Sangakkara,50710,Sri Lanka,Al-Amin Hossain,511532,Bangladesh,6,88.06,run,1,FALSE,NA,50710,89,0,0,0,0,156,235,19,1,56,309,4,534,0,0,1,3,0,2014-02-04,2014,"Zahur Ahmed Chowdhury Stadium, Chittagong",Bangladesh,-,Sri Lanka,NA,LHB,RMF,pace bowler,1,1,1,TRUE,166,-23,3,NA,NA,OFF_SIDE_DRIVE_ON_FRONT_FOOT,1,-1,-1
812795,690349,1,Kumar Sangakkara,50710,Sri Lanka,Al-Amin Hossain,511532,Bangladesh,1,128.01,run,1,FALSE,NA,50710,129,0,0,0,0,230,372,23.1,1,68,454,7,769,0,0,2,2,0,2014-02-04,2014,"Zahur Ahmed Chowdhury Stadium, Chittagong",Bangladesh,-,Sri Lanka,NA,LHB,RMF,pace bowler,1,1,1,TRUE,-124,-26,6,NA,NA,LEG_GLANCE,1,-1,-1
812796,690349,1,Kumar Sangakkara,50710,Sri Lanka,Al-Amin Hossain,511532,Bangladesh,3,128.03,run,1,FALSE,NA,50710,129,0,0,0,0,231,373,23.3,1,72,458,7,771,0,0,2,2,0,2014-02-04,2014,"Zahur Ahmed Chowdhury Stadium, Chittagong",Bangladesh,-,Sri Lanka,NA,LHB,RMF,pace bowler,1,1,1,TRUE,-89,-103,5,NA,NA,ON_SIDE_DRIVE_ON_FRONT_FOOT,1,-1,-1
812797,690349,1,Kumar Sangakkara,50710,Sri Lanka,Al-Amin Hossain,511532,Bangladesh,1,130.01,four,4,FALSE,NA,50710,131,0,0,0,0,238,379,24.1,1,76,467,7,781,0,0,2,2,0,2014-02-04,2014,"Zahur Ahmed Chowdhury Stadium, Chittagong",Bangladesh,-,Sri Lanka,NA,LHB,RMF,pace bowler,4,1,4,TRUE,-156,50,7,NA,NA,LEG_GLANCE,1,-1,-1
812798,690349,1,Kumar Sangakkara,50710,Sri Lanka,Al-Amin Hossain,511532,Bangladesh,2,130.02,run,1,FALSE,NA,50710,131,0,0,0,0,239,380,24.2,1,77,468,7,782,0,0,2,2,0,2014-02-04,2014,"Zahur Ahmed Chowdhury Stadium, Chittagong",Bangladesh,-,Sri Lanka,NA,LHB,RMF,pace bowler,1,1,1,TRUE,-120,-78,6,NA,NA,LEG_GLANCE,1,-1,-1
812943,690349,1,Kumar Sangakkara,50710,Sri Lanka,Sohag Gazi,444135,Bangladesh,2,17.02,run,2,FALSE,NA,50710,18,0,0,0,0,2,5,8.2,1,27,43,1,104,0,0,1,1,0,2014-02-04,2014,"Zahur Ahmed Chowdhury Stadium, Chittagong",Bangladesh,-,Sri Lanka,NA,LHB,OB,spin bowler,2,1,2,TRUE,-107,37,7,NA,NA,LEG_GLANCE,1,-1,-1
812946,690349,1,Kumar Sangakkara,50710,Sri Lanka,Sohag Gazi,444135,Bangladesh,5,17.05,run,1,FALSE,NA,50710,18,0,0,0,0,3,8,8.5,1,28,44,1,107,0,0,1,1,0,2014-02-04,2014,"Zahur Ahmed Chowdhury Stadium, Chittagong",Bangladesh,-,Sri Lanka,NA,LHB,OB,spin bowler,1,1,1,TRUE,86,-40,3,NA,NA,OFF_SIDE_DRIVE_ON_FRONT_FOOT,1,-1,-1
812949,690349,1,Kumar Sangakkara,50710,Sri Lanka,Sohag Gazi,444135,Bangladesh,4,19.04,run,1,FALSE,NA,50710,20,0,0,0,0,6,17,9.4,1,30,48,1,118,0,0,1,1,0,2014-02-04,2014,"Zahur Ahmed Chowdhury Stadium, Chittagong",Bangladesh,-,Sri Lanka,NA,LHB,OB,spin bowler,1,1,1,TRUE,-131,52,7,NA,NA,LEG_GLANCE,1,-1,-1
812961,690349,1,Kumar Sangakkara,50710,Sri Lanka,Sohag Gazi,444135,Bangladesh,3,45.03,run,1,FALSE,NA,50710,46,0,0,0,0,53,103,14.3,1,42,132,2,273,0,0,1,2,0,2014-02-04,2014,"Zahur Ahmed Chowdhury Stadium, Chittagong",Bangladesh,-,Sri Lanka,NA,LHB,OB,spin bowler,1,1,1,TRUE,-83,21,7,NA,NA,LEG_GLANCE,1,-1,-1
812962,690349,1,Kumar Sangakkara,50710,Sri Lanka,Sohag Gazi,444135,Bangladesh,4,37.04,run,1,FALSE,NA,50710,38,0,0,0,0,30,68,10.4,1,33,102,2,226,0,0,1,2,0,2014-02-04,2014,"Zahur Ahmed Chowdhury Stadium, Chittagong",Bangladesh,-,Sri Lanka,NA,LHB,OB,spin bowler,1,1,1,TRUE,-55,-106,5,NA,NA,ON_SIDE_DRIVE_ON_FRONT_FOOT,1,-1,-1
812964,690349,1,Kumar Sangakkara,50710,Sri Lanka,Sohag Gazi,444135,Bangladesh,1,39.01,run,1,FALSE,NA,50710,40,0,0,0,0,32,75,11.1,1,35,106,2,235,0,0,1,2,0,2014-02-04,2014,"Zahur Ahmed Chowdhury Stadium, Chittagong",Bangladesh,-,Sri Lanka,NA,LHB,OB,spin bowler,1,1,1,TRUE,125,-47,3,NA,NA,CUT_SHOT_ON_BACK_FOOT,1,-1,-1
812966,690349,1,Kumar Sangakkara,50710,Sri Lanka,Sohag Gazi,444135,Bangladesh,5,39.05,four,4,FALSE,NA,50710,40,0,0,0,0,36,77,11.5,1,40,111,2,239,0,0,1,2,0,2014-02-04,2014,"Zahur Ahmed Chowdhury Stadium, Chittagong",Bangladesh,-,Sri Lanka,NA,LHB,OB,spin bowler,4,1,4,TRUE,-60,159,8,NA,NA,LEG_GLANCE,1,-1,-1
812971,690349,1,Kumar Sangakkara,50710,Sri Lanka,Sohag Gazi,444135,Bangladesh,1,51.01,four,4,FALSE,NA,50710,52,0,0,0,0,64,118,17.1,1,50,149,2,307,0,0,1,2,0,2014-02-04,2014,"Zahur Ahmed Chowdhury Stadium, Chittagong",Bangladesh,-,Sri Lanka,NA,LHB,OB,spin bowler,4,1,4,TRUE,-139,-90,6,NA,NA,PULL_HOOK_ON_BACK_FOOT,1,-1,-1
812972,690349,1,Kumar Sangakkara,50710,Sri Lanka,Sohag Gazi,444135,Bangladesh,2,51.02,four,4,FALSE,NA,50710,52,0,0,0,0,68,119,17.2,1,54,153,2,308,0,0,1,2,0,2014-02-04,2014,"Zahur Ahmed Chowdhury Stadium, Chittagong",Bangladesh,-,Sri Lanka,NA,LHB,OB,spin bowler,4,1,4,TRUE,-48,-162,5,NA,NA,ON_SIDE_DRIVE_ON_FRONT_FOOT,1,-1,-1
812973,690349,1,Kumar Sangakkara,50710,Sri Lanka,Sohag Gazi,444135,Bangladesh,3,51.03,run,1,FALSE,NA,50710,52,0,0,0,0,69,120,17.3,1,55,154,2,309,0,0,1,2,0,2014-02-04,2014,"Zahur Ahmed Chowdhury Stadium, Chittagong",Bangladesh,-,Sri Lanka,NA,LHB,OB,spin bowler,1,1,1,TRUE,-41,-62,5,NA,NA,FORWARD_DEFENCE,1,-1,-1
812975,690349,1,Kumar Sangakkara,50710,Sri Lanka,Sohag Gazi,444135,Bangladesh,6,51.06,four,4,FALSE,NA,50710,52,0,0,0,0,73,122,18,1,60,159,2,312,0,0,1,2,0,2014-02-04,2014,"Zahur Ahmed Chowdhury Stadium, Chittagong",Bangladesh,-,Sri Lanka,NA,LHB,OB,spin bowler,4,1,4,TRUE,156,56,2,NA,NA,CUT_SHOT_ON_BACK_FOOT,1,-1,-1
812978,690349,1,Kumar Sangakkara,50710,Sri Lanka,Sohag Gazi,444135,Bangladesh,6,47.06,run,1,FALSE,NA,50710,48,0,0,0,0,58,110,16,1,45,140,2,288,0,0,1,2,0,2014-02-04,2014,"Zahur Ahmed Chowdhury Stadium, Chittagong",Bangladesh,-,Sri Lanka,NA,LHB,OB,spin bowler,1,1,1,TRUE,-97,51,7,NA,NA,LEG_GLANCE,1,-1,-1
812986,690349,1,Kumar Sangakkara,50710,Sri Lanka,Sohag Gazi,444135,Bangladesh,6,63.06,run,1,FALSE,NA,50710,64,0,0,0,0,102,152,20,1,67,210,2,384,0,0,1,3,0,2014-02-04,2014,"Zahur Ahmed Chowdhury Stadium, Chittagong",Bangladesh,-,Sri Lanka,NA,LHB,OB,spin bowler,1,1,1,TRUE,75,20,2,NA,NA,CUT_SHOT_ON_BACK_FOOT,1,-1,-1
812990,690349,1,Kumar Sangakkara,50710,Sri Lanka,Sohag Gazi,444135,Bangladesh,4,75.04,run,1,FALSE,NA,50710,76,0,0,0,0,124,195,25.4,1,85,250,3,454,0,0,1,3,0,2014-02-04,2014,"Zahur Ahmed Chowdhury Stadium, Chittagong",Bangladesh,-,Sri Lanka,NA,LHB,OB,spin bowler,1,1,1,TRUE,61,-131,4,NA,NA,OFF_SIDE_DRIVE_ON_FRONT_FOOT,1,-1,-1
812995,690349,1,Kumar Sangakkara,50710,Sri Lanka,Sohag Gazi,444135,Bangladesh,5,77.05,run,1,FALSE,NA,50710,78,0,0,0,0,127,203,26.5,1,87,256,3,467,0,0,1,3,0,2014-02-04,2014,"Zahur Ahmed Chowdhury Stadium, Chittagong",Bangladesh,-,Sri Lanka,NA,LHB,OB,spin bowler,1,1,1,TRUE,-125,-51,6,NA,NA,LEG_GLANCE,1,-1,-1
812997,690349,1,Kumar Sangakkara,50710,Sri Lanka,Sohag Gazi,444135,Bangladesh,3,97.03,four,4,FALSE,NA,50710,98,0,0,0,0,174,265,32.3,1,113,341,5,585,0,0,2,1,0,2014-02-04,2014,"Zahur Ahmed Chowdhury Stadium, Chittagong",Bangladesh,-,Sri Lanka,NA,LHB,OB,spin bowler,4,1,4,TRUE,-148,-69,6,NA,NA,LEG_GLANCE,1,-1,-1
813000,690349,1,Kumar Sangakkara,50710,Sri Lanka,Sohag Gazi,444135,Bangladesh,6,97.06,run,2,FALSE,NA,50710,98,0,0,0,0,176,268,33,1,115,343,5,588,0,0,2,1,0,2014-02-04,2014,"Zahur Ahmed Chowdhury Stadium, Chittagong",Bangladesh,-,Sri Lanka,NA,LHB,OB,spin bowler,2,1,2,TRUE,-78,17,7,NA,NA,LEG_GLANCE,1,-1,-1
813001,690349,1,Kumar Sangakkara,50710,Sri Lanka,Sohag Gazi,444135,Bangladesh,1,99.01,run,1,FALSE,NA,50710,100,0,0,0,0,177,269,33.1,1,116,348,5,595,0,0,2,1,0,2014-02-04,2014,"Zahur Ahmed Chowdhury Stadium, Chittagong",Bangladesh,-,Sri Lanka,NA,LHB,OB,spin bowler,1,1,1,TRUE,134,-59,3,NA,NA,OFF_SIDE_DRIVE_ON_BACK_FOOT,1,-1,-1
813003,690349,1,Kumar Sangakkara,50710,Sri Lanka,Sohag Gazi,444135,Bangladesh,5,99.05,run,1,FALSE,NA,50710,100,0,0,0,0,178,271,33.5,1,121,354,5,599,0,0,2,1,0,2014-02-04,2014,"Zahur Ahmed Chowdhury Stadium, Chittagong",Bangladesh,-,Sri Lanka,NA,LHB,OB,spin bowler,1,1,1,TRUE,61,-121,4,NA,NA,OFF_SIDE_DRIVE_ON_FRONT_FOOT,1,-1,-1
813008,690349,1,Kumar Sangakkara,50710,Sri Lanka,Sohag Gazi,444135,Bangladesh,5,79.05,four,4,FALSE,NA,50710,80,0,0,0,0,132,211,27.5,1,92,265,3,479,0,0,1,3,0,2014-02-04,2014,"Zahur Ahmed Chowdhury Stadium, Chittagong",Bangladesh,-,Sri Lanka,NA,LHB,OB,spin bowler,4,1,4,TRUE,163,47,2,NA,NA,CUT_SHOT_ON_BACK_FOOT,1,-1,-1
813010,690349,1,Kumar Sangakkara,50710,Sri Lanka,Sohag Gazi,444135,Bangladesh,3,81.03,run,1,FALSE,NA,50710,82,0,0,0,0,133,215,28.3,1,96,270,3,489,0,0,1,3,0,2014-02-04,2014,"Zahur Ahmed Chowdhury Stadium, Chittagong",Bangladesh,-,Sri Lanka,NA,LHB,OB,spin bowler,1,1,1,TRUE,-133,-91,6,NA,NA,LEG_GLANCE,1,-1,-1
813011,690349,1,Kumar Sangakkara,50710,Sri Lanka,Sohag Gazi,444135,Bangladesh,1,67.01,four,4,FALSE,NA,50710,68,0,0,0,0,107,162,21.1,1,74,219,2,403,0,0,1,3,0,2014-02-04,2014,"Zahur Ahmed Chowdhury Stadium, Chittagong",Bangladesh,-,Sri Lanka,NA,LHB,OB,spin bowler,4,1,4,TRUE,-122,-105,6,NA,NA,PULL_HOOK_ON_BACK_FOOT,1,-1,-1
813015,690349,1,Kumar Sangakkara,50710,Sri Lanka,Sohag Gazi,444135,Bangladesh,5,67.05,run,1,FALSE,NA,50710,68,0,0,0,0,108,166,21.5,1,75,220,2,407,0,0,1,3,0,2014-02-04,2014,"Zahur Ahmed Chowdhury Stadium, Chittagong",Bangladesh,-,Sri Lanka,NA,LHB,OB,spin bowler,1,1,1,TRUE,-70,-76,5,NA,NA,ON_SIDE_DRIVE_ON_FRONT_FOOT,1,-1,-1
813019,690349,1,Kumar Sangakkara,50710,Sri Lanka,Sohag Gazi,444135,Bangladesh,3,93.03,four,4,FALSE,NA,50710,94,0,0,0,0,164,252,30.3,1,103,319,5,561,0,0,2,1,0,2014-02-04,2014,"Zahur Ahmed Chowdhury Stadium, Chittagong",Bangladesh,-,Sri Lanka,NA,LHB,OB,spin bowler,4,1,4,TRUE,141,-86,3,NA,NA,OFF_SIDE_DRIVE_ON_FRONT_FOOT,1,-1,-1
813023,690349,1,Kumar Sangakkara,50710,Sri Lanka,Sohag Gazi,444135,Bangladesh,3,95.03,run,1,FALSE,NA,50710,96,0,0,0,0,165,258,31.3,1,105,326,5,573,0,0,2,1,0,2014-02-04,2014,"Zahur Ahmed Chowdhury Stadium, Chittagong",Bangladesh,-,Sri Lanka,NA,LHB,OB,spin bowler,1,1,1,TRUE,92,-88,4,NA,NA,OFF_SIDE_DRIVE_ON_FRONT_FOOT,1,-1,-1
813026,690349,1,Kumar Sangakkara,50710,Sri Lanka,Sohag Gazi,444135,Bangladesh,3,71.03,six,6,FALSE,NA,50710,72,0,0,0,0,115,175,23.3,1,82,233,3,429,0,0,1,3,0,2014-02-04,2014,"Zahur Ahmed Chowdhury Stadium, Chittagong",Bangladesh,-,Sri Lanka,NA,LHB,OB,spin bowler,6,1,6,TRUE,-160,-101,6,NA,NA,PULL_HOOK_ON_BACK_FOOT,1,-1,-1
813028,690349,1,Kumar Sangakkara,50710,Sri Lanka,Sohag Gazi,444135,Bangladesh,5,71.05,run,1,FALSE,NA,50710,72,0,0,0,0,116,177,23.5,1,83,234,3,431,0,0,1,3,0,2014-02-04,2014,"Zahur Ahmed Chowdhury Stadium, Chittagong",Bangladesh,-,Sri Lanka,NA,LHB,OB,spin bowler,1,1,1,TRUE,-33,-120,5,NA,NA,ON_SIDE_DRIVE_ON_FRONT_FOOT,1,-1,-1
813034,690349,1,Kumar Sangakkara,50710,Sri Lanka,Sohag Gazi,444135,Bangladesh,6,73.06,run,1,FALSE,NA,50710,74,0,0,0,0,122,188,25,1,84,240,3,444,0,0,1,3,0,2014-02-04,2014,"Zahur Ahmed Chowdhury Stadium, Chittagong",Bangladesh,-,Sri Lanka,NA,LHB,OB,spin bowler,1,1,1,TRUE,-121,63,7,NA,NA,LEG_GLANCE,1,-1,-1
813039,690349,1,Kumar Sangakkara,50710,Sri Lanka,Sohag Gazi,444135,Bangladesh,5,90.05,run,1,FALSE,NA,50710,91,0,0,0,0,159,242,29.5,1,98,313,5,545,0,0,1,3,0,2014-02-04,2014,"Zahur Ahmed Chowdhury Stadium, Chittagong",Bangladesh,-,Sri Lanka,NA,LHB,OB,spin bowler,1,1,1,TRUE,-41,-151,5,NA,NA,ON_SIDE_DRIVE_ON_FRONT_FOOT,1,-1,-1
813040,690349,1,Kumar Sangakkara,50710,Sri Lanka,Sohag Gazi,444135,Bangladesh,1,101.01,run,1,FALSE,NA,50710,102,0,0,0,0,180,277,34.1,1,126,360,5,607,0,0,2,1,0,2014-02-04,2014,"Zahur Ahmed Chowdhury Stadium, Chittagong",Bangladesh,-,Sri Lanka,NA,LHB,OB,spin bowler,1,1,1,TRUE,-61,-40,6,NA,NA,LEG_GLANCE,1,-1,-1
813047,690349,1,Kumar Sangakkara,50710,Sri Lanka,Sohag Gazi,444135,Bangladesh,6,103.06,run,1,FALSE,NA,50710,104,0,0,0,0,181,284,36,1,128,370,5,624,0,0,2,1,0,2014-02-04,2014,"Zahur Ahmed Chowdhury Stadium, Chittagong",Bangladesh,-,Sri Lanka,NA,LHB,OB,spin bowler,1,1,1,TRUE,118,-65,3,NA,NA,OFF_SIDE_DRIVE_ON_FRONT_FOOT,1,-1,-1
813049,690349,1,Kumar Sangakkara,50710,Sri Lanka,Sohag Gazi,444135,Bangladesh,2,105.02,run,1,FALSE,NA,50710,106,0,0,0,0,187,290,36.2,1,129,376,5,632,0,0,2,1,0,2014-02-04,2014,"Zahur Ahmed Chowdhury Stadium, Chittagong",Bangladesh,-,Sri Lanka,NA,LHB,OB,spin bowler,1,1,1,TRUE,-115,-52,6,NA,NA,LEG_GLANCE,1,-1,-1
813050,690349,1,Kumar Sangakkara,50710,Sri Lanka,Sohag Gazi,444135,Bangladesh,5,105.05,run,1,FALSE,NA,50710,106,0,0,0,0,188,291,36.5,1,135,382,5,635,0,0,2,1,0,2014-02-04,2014,"Zahur Ahmed Chowdhury Stadium, Chittagong",Bangladesh,-,Sri Lanka,NA,LHB,OB,spin bowler,1,1,1,TRUE,-125,-30,6,NA,NA,LEG_GLANCE,1,-1,-1
813051,690349,1,Kumar Sangakkara,50710,Sri Lanka,Sohag Gazi,444135,Bangladesh,1,132.01,run,1,FALSE,NA,50710,133,0,0,0,0,241,387,37.1,1,136,474,7,793,0,0,2,2,0,2014-02-04,2014,"Zahur Ahmed Chowdhury Stadium, Chittagong",Bangladesh,-,Sri Lanka,NA,LHB,OB,spin bowler,1,1,1,TRUE,133,-10,3,NA,NA,OFF_SIDE_DRIVE_ON_FRONT_FOOT,1,-1,-1
813053,690349,1,Kumar Sangakkara,50710,Sri Lanka,Sohag Gazi,444135,Bangladesh,5,132.05,run,1,FALSE,NA,50710,133,0,0,0,0,242,389,37.5,1,138,476,7,797,0,0,2,2,0,2014-02-04,2014,"Zahur Ahmed Chowdhury Stadium, Chittagong",Bangladesh,-,Sri Lanka,NA,LHB,OB,spin bowler,1,1,1,TRUE,118,-98,3,NA,NA,OFF_SIDE_DRIVE_ON_FRONT_FOOT,1,-1,-1
813056,690349,1,Kumar Sangakkara,50710,Sri Lanka,Sohag Gazi,444135,Bangladesh,3,150.03,four,4,FALSE,NA,50710,151,0,0,0,0,311,457,46.3,1,179,573,9,903,0,0,2,2,0,2014-02-04,2014,"Zahur Ahmed Chowdhury Stadium, Chittagong",Bangladesh,-,Sri Lanka,NA,LHB,OB,spin bowler,4,1,4,TRUE,-16,-171,5,NA,NA,ON_SIDE_DRIVE_ON_FRONT_FOOT,1,-1,-1
813057,690349,1,Kumar Sangakkara,50710,Sri Lanka,Sohag Gazi,444135,Bangladesh,4,150.04,run,1,FALSE,NA,50710,151,0,0,0,0,312,458,46.4,1,180,574,9,904,0,0,2,2,0,2014-02-04,2014,"Zahur Ahmed Chowdhury Stadium, Chittagong",Bangladesh,-,Sri Lanka,NA,LHB,OB,spin bowler,1,1,1,TRUE,137,-5,3,NA,NA,CUT_SHOT_ON_BACK_FOOT,1,-1,-1
813061,690349,1,Kumar Sangakkara,50710,Sri Lanka,Sohag Gazi,444135,Bangladesh,4,152.04,run,1,FALSE,NA,50710,153,0,0,0,0,314,466,47.4,1,181,576,9,916,0,0,2,2,0,2014-02-04,2014,"Zahur Ahmed Chowdhury Stadium, Chittagong",Bangladesh,-,Sri Lanka,NA,LHB,OB,spin bowler,1,1,1,TRUE,56,-127,4,NA,NA,OFF_SIDE_DRIVE_ON_FRONT_FOOT,1,-1,-1
813065,690349,1,Kumar Sangakkara,50710,Sri Lanka,Sohag Gazi,444135,Bangladesh,4,142.04,run,2,FALSE,NA,50710,143,0,0,0,0,269,426,42.4,1,161,525,8,856,0,0,2,2,0,2014-02-04,2014,"Zahur Ahmed Chowdhury Stadium, Chittagong",Bangladesh,-,Sri Lanka,NA,LHB,OB,spin bowler,2,1,2,TRUE,-97,-5,6,NA,NA,LEG_GLANCE,1,-1,-1
813066,690349,1,Kumar Sangakkara,50710,Sri Lanka,Sohag Gazi,444135,Bangladesh,5,142.05,four,4,FALSE,NA,50710,143,0,0,0,0,273,427,42.5,1,165,529,8,857,0,0,2,2,0,2014-02-04,2014,"Zahur Ahmed Chowdhury Stadium, Chittagong",Bangladesh,-,Sri Lanka,NA,LHB,OB,spin bowler,4,1,4,TRUE,172,20,2,NA,NA,OFF_SIDE_DRIVE_ON_FRONT_FOOT,1,-1,-1
