...1,p_match,inns,bat,p_bat,team_bat,bowl,p_bowl,team_bowl,ball,ball_id,outcome,score,out,dismissal,p_out,over,noball,wide,byes,legbyes,cur_bat_runs,cur_bat_bf,cur_bowl_ovr,cur_bowl_wkts,cur_bowl_runs,inns_runs,inns_wkts,inns_balls,trail_by,lead_by,day,session,target,date,year,ground,country,winner,toss,competition,bat_hand,bowl_style,bowl_kind,batruns,ballfaced,bowlruns,bat_out,wagonX,wagonY,wagonZone,line,length,shot,control,predscore,wprob
813728,690349,1,Kumar Sangakkara,50710,Sri Lanka,Mahmudullah,56025,Bangladesh,5,106.05,run,1,FALSE,NA,50710,107,0,0,0,0,190,295,25.5,1,81,385,5,641,0,0,2,1,0,2014-02-04,2014,"Zahur Ahmed Chowdhury Stadium, Chittagong",Bangladesh,-,Sri Lanka,NA,LHB,OB,spin bowler,1,1,1,TRUE,-118,-42,6,NA,NA,LEG_GLANCE,1,-1,-1
813733,690349,1,Kumar Sangakkara,50710,Sri Lanka,Mahmudullah,56025,Bangladesh,4,115.04,run,2,FALSE,NA,50710,116,0,0,0,0,211,331,27.4,1,91,413,7,694,0,0,2,1,0,2014-02-04,2014,"Zahur Ahmed Chowdhury Stadium, Chittagong",Bangladesh,-,Sri Lanka,NA,LHB,OB,spin bowler,2,1,2,TRUE,-167,11,6,NA,NA,LEG_GLANCE,1,-1,-1
813736,690349,1,Kumar Sangakkara,50710,Sri Lanka,Mahmudullah,56025,Bangladesh,7,115.07,run,1,FALSE,NA,50710,116,0,0,0,0,212,333,28,1,93,415,7,696,0,0,2,1,0,2014-02-04,2014,"Zahur Ahmed Chowdhury Stadium, Chittagong",Bangladesh,-,Sri Lanka,NA,LHB,OB,spin bowler,1,1,1,TRUE,154,-43,3,NA,NA,CUT_SHOT_ON_BACK_FOOT,1,-1,-1
813737,690349,1,Kumar Sangakkara,50710,Sri Lanka,Mahmudullah,56025,Bangladesh,1,117.01,run,1,FALSE,NA,50710,118,0,0,0,0,218,339,28.1,1,94,425,7,703,0,0,2,1,0,2014-02-04,2014,"Zahur Ahmed Chowdhury Stadium, Chittagong",Bangladesh,-,Sri Lanka,NA,LHB,OB,spin bowler,1,1,1,TRUE,53,-127,4,NA,NA,OFF_SIDE_DRIVE_ON_FRONT_FOOT,1,-1,-1
813742,690349,1,Kumar Sangakkara,50710,Sri Lanka,Mahmudullah,56025,Bangladesh,3,119.03,run,1,FALSE,NA,50710,120,0,0,0,0,220,348,29.3,1,98,431,7,717,0,0,2,1,0,2014-02-04,2014,"Zahur Ahmed Chowdhury Stadium, Chittagong",Bangladesh,-,Sri Lanka,NA,LHB,OB,spin bowler,1,1,1,TRUE,65,-145,4,NA,NA,OFF_SIDE_DRIVE_ON_FRONT_FOOT,1,-1,-1
813743,690349,1,Kumar Sangakkara,50710,Sri Lanka,Mahmudullah,56025,Bangladesh,1,122.01,run,1,FALSE,NA,50710,123,0,0,0,0,223,355,30.1,1,99,438,7,733,0,0,2,1,0,2014-02-04,2014,"Zahur Ahmed Chowdhury Stadium, Chittagong",Bangladesh,-,Sri Lanka,NA,LHB,OB,spin bowler,1,1,1,TRUE,-128,-53,6,NA,NA,LEG_GLANCE,1,-1,-1
813746,690349,1,Kumar Sangakkara,50710,Sri Lanka,Mahmudullah,56025,Bangladesh,3,155.03,run,2,FALSE,NA,50710,156,0,0,0,0,318,477,33.3,1,105,582,9,933,0,0,2,2,0,2014-02-04,2014,"Zahur Ahmed Chowdhury Stadium, Chittagong",Bangladesh,-,Sri Lanka,NA,LHB,OB,spin bowler,2,1,2,TRUE,-1,-170,5,NA,NA,PULL_HOOK_ON_BACK_FOOT,1,-1,-1
813747,690349,1,Kumar Sangakkara,50710,Sri Lanka,Mahmudullah,56025,Bangladesh,4,155.04,run,1,FALSE,NA,50710,156,0,0,0,0,319,478,33.4,1,106,583,9,934,0,0,2,2,0,2014-02-04,2014,"Zahur Ahmed Chowdhury Stadium, Chittagong",Bangladesh,-,Sri Lanka,NA,LHB,OB,spin bowler,1,1,1,TRUE,-130,-71,6,NA,NA,LEG_GLANCE,1,-1,-1
813751,690349,1,Kumar Sangakkara,50710,Sri Lanka,Mahmudullah,56025,Bangladesh,4,151.04,run,1,FALSE,NA,50710,152,0,0,0,0,313,462,31.4,1,102,575,9,910,0,0,2,2,0,2014-02-04,2014,"Zahur Ahmed Chowdhury Stadium, Chittagong",Bangladesh,-,Sri Lanka,NA,LHB,OB,spin bowler,1,1,1,TRUE,123,-18,3,NA,NA,OFF_SIDE_DRIVE_ON_FRONT_FOOT,1,-1,-1
813755,690349,1,Kumar Sangakkara,50710,Sri Lanka,Mahmudullah,56025,Bangladesh,4,153.04,run,1,FALSE,NA,50710,154,0,0,0,0,315,470,32.4,1,103,579,9,922,0,0,2,2,0,2014-02-04,2014,"Zahur Ahmed Chowdhury Stadium, Chittagong",Bangladesh,-,Sri Lanka,NA,LHB,OB,spin bowler,1,1,1,TRUE,26,-149,4,NA,NA,OFF_SIDE_DRIVE_ON_FRONT_FOOT,1,-1,-1
813909,690349,1,Kumar Sangakkara,50710,Sri Lanka,Nasir Hossain,300618,Bangladesh,5,109.05,run,1,FALSE,NA,50710,110,0,0,0,0,201,305,2.5,0,11,402,5,659,0,0,2,1,0,2014-02-04,2014,"Zahur Ahmed Chowdhury Stadium, Chittagong",Bangladesh,-,Sri Lanka,NA,LHB,OB,spin bowler,1,1,1,TRUE,-82,24,7,NA,NA,LEG_GLANCE,1,-1,-1
813913,690349,1,Kumar Sangakkara,50710,Sri Lanka,Nasir Hossain,300618,Bangladesh,4,111.04,run,2,FALSE,NA,50710,112,0,0,0,0,205,311,3.4,1,13,407,7,670,0,0,2,1,0,2014-02-04,2014,"Zahur Ahmed Chowdhury Stadium, Chittagong",Bangladesh,-,Sri Lanka,NA,LHB,OB,spin bowler,2,1,2,TRUE,126,-50,3,NA,NA,OFF_SIDE_DRIVE_ON_FRONT_FOOT,1,-1,-1
813915,690349,1,Kumar Sangakkara,50710,Sri Lanka,Nasir Hossain,300618,Bangladesh,6,111.06,run,1,FALSE,NA,50710,112,0,0,0,0,206,313,4,1,14,408,7,672,0,0,2,1,0,2014-02-04,2014,"Zahur Ahmed Chowdhury Stadium, Chittagong",Bangladesh,-,Sri Lanka,NA,LHB,OB,spin bowler,1,1,1,TRUE,-33,-93,5,NA,NA,ON_SIDE_DRIVE_ON_FRONT_FOOT,1,-1,-1
813916,690349,1,Kumar Sangakkara,50710,Sri Lanka,Nasir Hossain,300618,Bangladesh,1,107.01,run,1,FALSE,NA,50710,108,0,0,0,0,191,296,1.1,0,3,386,5,643,0,0,2,1,0,2014-02-04,2014,"Zahur Ahmed Chowdhury Stadium, Chittagong",Bangladesh,-,Sri Lanka,NA,LHB,OB,spin bowler,1,1,1,TRUE,-87,22,7,NA,NA,LEG_GLANCE,1,-1,-1
813917,690349,1,Kumar Sangakkara,50710,Sri Lanka,Nasir Hossain,300618,Bangladesh,6,107.06,run,1,FALSE,NA,50710,108,0,0,0,0,192,297,2,0,9,392,5,648,0,0,2,1,0,2014-02-04,2014,"Zahur Ahmed Chowdhury Stadium, Chittagong",Bangladesh,-,Sri Lanka,NA,LHB,OB,spin bowler,1,1,1,TRUE,37,-143,4,NA,NA,OFF_SIDE_DRIVE_ON_FRONT_FOOT,1,-1,-1
813920,690349,1,Kumar Sangakkara,50710,Sri Lanka,Nasir Hossain,300618,Bangladesh,3,113.03,run,1,FALSE,NA,50710,114,0,0,0,0,208,322,4.3,1,15,410,7,681,0,0,2,1,0,2014-02-04,2014,"Zahur Ahmed Chowdhury Stadium, Chittagong",Bangladesh,-,Sri Lanka,NA,LHB,OB,spin bowler,1,1,1,TRUE,79,-110,4,NA,NA,OFF_SIDE_DRIVE_ON_FRONT_FOOT,1,-1,-1
813924,690349,1,Kumar Sangakkara,50710,Sri Lanka,Nasir Hossain,300618,Bangladesh,4,154.04,run,1,FALSE,NA,50710,155,0,0,0,0,316,474,5.4,1,16,580,9,928,0,0,2,2,0,2014-02-04,2014,"Zahur Ahmed Chowdhury Stadium, Chittagong",Bangladesh,-,Sri Lanka,NA,LHB,OB,spin bowler,1,1,1,TRUE,86,-101,4,NA,NA,OFF_SIDE_DRIVE_ON_FRONT_FOOT,1,-1,-1
813962,690349,1,Kumar Sangakkara,50710,Sri Lanka,Shamsur Rahman,56154,Bangladesh,2,59.02,run,2,FALSE,NA,50710,60,0,0,0,0,94,139,0.2,0,2,193,2,356,0,0,1,2,0,2014-02-04,2014,"Zahur Ahmed Chowdhury Stadium, Chittagong",Bangladesh,-,Sri Lanka,NA,LHB,-,mixture/unknown,2,1,2,TRUE,4,138,1,NA,NA,NO_SHOT,0,-1,-1
813964,690349,1,Kumar Sangakkara,50710,Sri Lanka,Shamsur Rahman,56154,Bangladesh,4,59.04,run,1,FALSE,NA,50710,60,0,0,0,0,95,141,0.4,0,3,194,2,358,0,0,1,2,0,2014-02-04,2014,"Zahur Ahmed Chowdhury Stadium, Chittagong",Bangladesh,-,Sri Lanka,NA,LHB,-,mixture/unknown,1,1,1,TRUE,-91,49,7,NA,NA,LEG_GLANCE,1,-1,-1
813965,690349,1,Kumar Sangakkara,50710,Sri Lanka,Shamsur Rahman,56154,Bangladesh,6,59.06,run,1,FALSE,NA,50710,60,0,0,0,0,96,142,1,0,5,196,2,360,0,0,1,2,0,2014-02-04,2014,"Zahur Ahmed Chowdhury Stadium, Chittagong",Bangladesh,-,Sri Lanka,NA,LHB,-,mixture/unknown,1,1,1,TRUE,-77,22,7,NA,NA,LEG_GLANCE,1,-1,-1
813966,690349,1,Kumar Sangakkara,50710,Sri Lanka,Mominul Haque,373696,Bangladesh,1,125.01,run,1,FALSE,NA,50710,126,0,0,0,0,226,364,2.1,0,3,445,7,751,0,0,2,2,0,2014-02-04,2014,"Zahur Ahmed Chowdhury Stadium, Chittagong",Bangladesh,-,Sri Lanka,NA,LHB,SLA,spin bowler,1,1,1,TRUE,7,-75,4,NA,NA,OFF_SIDE_DRIVE_ON_FRONT_FOOT,1,-1,-1
813968,690349,1,Kumar Sangakkara,50710,Sri Lanka,Mominul Haque,373696,Bangladesh,2,127.02,run,1,FALSE,NA,50710,128,0,0,0,0,229,371,3.2,0,4,449,7,764,0,0,2,2,0,2014-02-04,2014,"Zahur Ahmed Chowdhury Stadium, Chittagong",Bangladesh,-,Sri Lanka,NA,LHB,SLA,spin bowler,1,1,1,TRUE,-137,-84,6,NA,NA,LEG_GLANCE,1,-1,-1
813969,690349,1,Kumar Sangakkara,50710,Sri Lanka,Mominul Haque,373696,Bangladesh,1,121.01,run,1,FALSE,NA,50710,122,0,0,0,0,222,354,0.1,0,1,437,7,727,0,0,2,1,0,2014-02-04,2014,"Zahur Ahmed Chowdhury Stadium, Chittagong",Bangladesh,-,Sri Lanka,NA,LHB,SLA,spin bowler,1,1,1,TRUE,77,-107,4,NA,NA,OFF_SIDE_DRIVE_ON_FRONT_FOOT,1,-1,-1
813972,690349,1,Kumar Sangakkara,50710,Sri Lanka,Mominul Haque,373696,Bangladesh,3,123.03,run,1,FALSE,NA,50710,124,0,0,0,0,224,358,1.3,0,2,441,7,741,0,0,2,2,0,2014-02-04,2014,"Zahur Ahmed Chowdhury Stadium, Chittagong",Bangladesh,-,Sri Lanka,NA,LHB,SLA,spin bowler,1,1,1,TRUE,-34,-128,5,NA,NA,ON_SIDE_DRIVE_ON_FRONT_FOOT,1,-1,-1
